isbsg_project_id,project_prf_year_of_project,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,external_eef_organisation_type_banking_insurance_stock,external_eef_organisation_type_banking,external_eef_organisation_type_communications,external_eef_organisation_type_education_institution,external_eef_organisation_type_financial_banking_insurance_stock,external_eef_organisation_type_financial_property_and_business_services,external_eef_organisation_type_government,external_eef_organisation_type_medical_and_health_care,external_eef_organisation_type_transport_and_storage,external_eef_organisation_type_wholesale_and_retail_trade,external_eef_industry_sector_Banking,external_eef_industry_sector_Financial,project_prf_application_group_Business_Application,project_prf_application_group_Infrastructure_Software,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,functional_size_group_XL_3000_8999,functional_size_group_XXL_9000_17999,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_team_size_group_1,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_lean,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,external_eef_data_quality_rating_A,external_eef_data_quality_rating_B,external_eef_data_quality_rating_D,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_Yes
12844,2014,financial transaction process/accounting; workflow support & management,C#,1062.1958,16756.574,15669.501,20.239319,23.302532,126.90238,8.642241,16.049969,1.7916622,16,0,0,1,0,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11225,2014,financial transaction process/accounting,COBOL,278.62732,13459.585,13913.863,111.75251,113.54938,6.24384,1.6913708,31.372402,1.1272266,3,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26247,2014,financial transaction process/accounting,COBOL,33.762615,1544.3378,2154.931,43.600597,45.983643,4.0761323,3.5192146,21.54006,3.5848863,16,5,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23940,2014,financial transaction process/accounting,Java,9.675082,803.4182,866.05646,21.054384,23.777784,0.37818006,0.54847586,19.46195,1.3218819,16,0,0,0,1,0,0,1,1,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
31333,2014,financial transaction process/accounting,Pro*C,19.927189,3032.8594,3220.945,123.97015,128.47926,5.7999506,3.1380203,8.405817,3.0957804,2,0,0,1,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13026,2014,electronic data interchange,COBOL,498.8578,9056.459,8934.249,31.792341,31.042028,25.45769,,15.2171135,1.4344859,2,2,0,1,0,0,0,0,1,0,0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17648,2014,financial transaction process/accounting,PL/I,62.468517,2086.3464,2424.4824,28.996778,29.761524,13.321958,7.8445787,4.592301,1.7714874,16,0,0,1,1,1,0,0,1,0,1,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
19343,2014,missing,iOS,1727.342,15170.95,15586.648,8.5120125,7.9330144,202.24438,18.176907,5.168083,2.9886434,2,0,0,1,0,1,0,1,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20504,2014,operating system or software utility,C#,184.11136,1765.4104,1853.9388,6.582316,5.839506,3.3635678,0.40477747,38.239124,1.5597335,7,2,0,1,0,1,0,0,1,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32291,2014,customer billing/relationship management,COBOL,396.69476,3691.0132,3548.2722,9.284255,10.463268,31.123316,0.8578024,4.7014294,5.119016,2,0,0,0,0,0,0,0,0,0,0,1,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17980,2014,management or performance reporting; online analysis and reporting,COBOL,266.70306,2904.1863,2699.9978,10.365884,9.897021,18.79763,1.4010155,6.419789,3.7351894,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29863,2014,financial transaction process/accounting; workflow support & management,COBOL,858.8907,13500.161,13230.316,13.983025,18.510244,95.68826,8.482288,6.1478558,7.6616664,2,0,0,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28393,2014,financial transaction process/accounting; workflow support & management,Java,65.44707,342.82773,284.5649,6.694495,6.169086,6.5598755,0.48911887,5.4148917,1.1710637,2,0,0,1,1,1,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27333,2014,financial transaction process/accounting,Java,53.35971,871.25165,985.2669,9.918734,11.3315735,4.9015183,2.2040207,5.4211693,2.051479,2,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21383,2014,financial transaction process/accounting; workflow support & management,Missing,39.000263,722.6671,623.45703,10.47108,9.682507,2.2536633,1.1321411,21.934057,1.7015511,3,4,0,1,0,1,0,0,0,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
26764,2014,financial transaction process/accounting,Oracle,978.2532,28374.469,25264.88,74.654366,75.14422,10.988462,2.3246827,43.8259,5.8833475,3,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23092,2014,financial transaction process/accounting,C#,142.88037,8514.44,8087.1895,64.900604,73.861755,19.806581,,15.101837,12.518548,4,2,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16089,2014,financial transaction process/accounting,Java,744.40765,10168.257,9200.932,23.220495,24.922565,78.79076,8.017489,7.282976,3.53735,3,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19557,2014,financial transaction process/accounting,Oracle,34.811195,2226.0461,2104.324,38.91603,36.953236,5.12417,,4.827087,4.2043824,2,2,0,1,0,0,0,0,0,1,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
30345,2014,financial transaction process/accounting,Oracle,343.0872,3074.3203,2682.325,11.231672,13.685634,45.708584,2.5463479,10.365743,9.290299,2,2,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24528,2014,online analysis and reporting,COBOL,73.07464,401.47824,476.556,5.8718576,5.9068327,28.956364,1.7090234,3.5623574,1.7954999,2,0,0,1,0,0,0,1,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13384,2014,financial transaction process/accounting,C++,122.907646,6513.0894,6006.8457,70.3108,73.604004,5.0457945,1.9338312,20.371006,5.736582,9,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13626,2014,financial transaction process/accounting,Java,28.218021,1873.6133,1616.088,29.094046,32.21353,1.6348618,0.762374,16.672817,2.6161392,14,2,0,1,0,0,0,1,1,0,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29863,2014,cards and payments,COBOL,387.56155,4391.6875,4563.2964,13.235617,12.994366,19.151808,6.7231736,13.842765,1.8230442,3,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
17561,2014,financial transaction process/accounting,COBOL,415.90164,2004.7645,1672.6212,6.9629116,5.241084,47.314175,4.8497567,11.325805,4.8450003,3,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15267,2014,financial transaction process/accounting,Java,523.13245,7191.895,7160.275,15.983135,21.786497,31.104956,2.5813785,14.694114,3.001988,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
29790,2014,financial transaction process/accounting,.Net,108.740944,396.40146,717.3647,2.9953642,4.0853543,8.198662,4.2537656,14.234501,1.831473,14,0,0,1,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18609,2014,surveillance and security,COBOL,33.963097,911.5082,997.38715,4.7702413,6.234137,5.5515804,0.67357844,3.851471,1.4584762,4,0,0,1,0,1,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14438,2014,financial transaction process/accounting,PL/I,1556.1718,20669.96,20116.777,29.020777,27.575254,61.0098,5.9705195,17.171268,5.2077203,2,2,0,0,0,0,0,1,0,0,0,0,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23772,2014,financial transaction process/accounting,iOS,277.82047,5799.301,5210.2974,21.960464,20.917404,27.569466,0.9183891,13.835364,3.2087345,2,0,0,1,0,0,0,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18118,2014,financial transaction process/accounting; workflow support & management,C#,80.11975,1925.8833,1696.014,37.436615,37.60849,10.859728,1.0825976,10.403771,4.765618,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
27318,2014,financial transaction process/accounting,COBOL,405.5432,13170.669,10788.052,47.020172,33.21452,7.949257,1.9023775,33.577015,3.5705717,6,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
21090,2014,financial transaction process/accounting,Java,800.69403,3537.1973,3490.8303,3.1257722,3.4801044,45.851402,7.2161202,15.767968,2.2519186,9,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21539,2014,financial transaction process/accounting,Java,1443.2867,19326.064,18063.545,25.24506,27.625145,230.14502,,15.710992,13.317144,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32148,2014,cards and payments,VisualAge,235.8428,4188.77,4119.483,24.73419,28.675404,16.983858,6.5560203,9.355954,6.463579,2,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20820,2014,financial transaction process/accounting,COBOL,285.28873,2986.81,2253.3882,6.965592,7.820728,12.991185,1.5469577,16.352232,4.406528,3,0,0,0,0,0,0,1,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14319,2014,mobile application,C#,5.4661927,340.77652,385.5375,28.179857,32.33935,0.644112,0.59612155,16.555307,1.2242925,9,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25715,2014,missing,C++,480.92856,7136.5938,5907.519,33.022472,28.633394,128.30954,,12.317718,6.6572375,3,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24248,2014,financial transaction process/accounting,COBOL,961.5818,2941.5579,2798.014,1.5784924,1.6119516,22.996122,3.2173307,30.346462,1.5795842,16,1,0,1,1,0,0,0,1,1,1,0,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
32099,2014,financial transaction process/accounting,Script Language,1139.1132,24471.041,19433.979,54.6964,52.432533,91.589386,5.4240704,11.933459,11.533822,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20680,2014,financial transaction process/accounting,Java,67.98792,1520.8334,1582.9359,10.278775,10.61049,2.9003263,,12.270293,2.3029974,3,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23940,2014,financial transaction process/accounting,Java,198.58725,11274.935,11011.511,59.978653,70.9976,3.4730394,,23.550386,4.7361445,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
26946,2014,financial transaction process/accounting,.Net,10.154615,984.73126,1066.3922,33.70782,46.068214,1.2194009,4.2978992,12.664776,2.2823162,11,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20995,2014,financial transaction process/accounting,ABAP,481.06628,10452.979,10769.878,39.0932,49.646618,42.802937,6.361829,6.189751,11.260077,2,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
23425,2014,management or performance reporting,C#,4.863893,253.46112,285.0909,14.836703,16.751991,0.82925683,,18.587067,1.0019028,2,0,0,1,1,1,0,0,1,1,0,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10898,2014,financial transaction process/accounting,Visual Basic,10.439452,310.93774,461.81436,15.160323,18.318943,0.8211352,0.9692573,14.8225975,1.0431083,2,0,0,1,1,0,0,0,0,1,0,0,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
23161,2014,surveillance and security,COBOL,344.29785,1814.5096,1606.7423,6.198805,5.8552628,15.326315,,31.778557,4.08689,3,4,0,1,0,0,0,0,1,0,0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24481,2014,financial transaction process/accounting,FOCUS,1115.256,6511.264,6141.6733,3.9061306,4.75404,109.4632,7.460396,8.492994,5.6510334,3,0,0,1,0,0,1,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
11738,2014,business application,C#,786.71564,6452.7007,6609.2456,13.817065,16.787523,67.590065,,10.939334,2.1637487,16,2,0,1,1,0,0,0,1,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
32060,2014,online analysis and reporting,MAPPER,279.93765,1376.6749,1567.8009,6.062514,6.948943,63.3549,13.658047,4.485077,3.1962519,2,1,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12425,2014,financial transaction process/accounting,Java,119.77159,3434.4075,3265.5486,28.165844,33.543846,26.336067,2.4448278,7.6843147,4.7841306,6,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15723,2014,financial transaction process/accounting,Unix,815.6218,25050.158,21679.21,105.05267,116.54987,44.54505,3.9991763,24.045778,13.576205,8,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31169,2014,missing,C++,3.0932903,38.053288,49.771408,40.898384,44.416393,1.051352,0.94628423,2.8285131,2.5234547,3,2,0,1,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
29647,2014,financial transaction process/accounting,AppBuilder,302.74918,3329.362,3001.0874,9.684423,10.054679,45.040386,8.3062725,2.4985347,2.2107954,2,0,0,1,0,0,0,0,1,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
14438,2014,financial transaction process/accounting,COBOL,62.618954,1797.7158,1810.8508,24.07555,26.61271,5.76276,1.8723577,13.814881,2.8162832,3,0,0,1,0,0,0,0,0,0,0,0,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
18118,2014,management or performance reporting; online analysis and reporting,COBOL,25.225946,500.09982,595.8043,7.563298,9.112227,18.705555,,4.4540057,1.9169943,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
