Model,Feature,Importance
government 3_Lasso,tech_tf_development_platform_multi,45.68506364030101
serviceindustry 2_BayesianRidge,tech_tf_development_platform_mf,45.63252563589492
insurance 2_Lasso,tech_tf_primary_programming_language,45.41805054915827
communication 2_BayesianRidge,project_prf_development_type_new_development,45.3181630549949
insurance 2_Lasso,process_pmf_development_methodologies_spiral,45.18775164785269
insurance 3_LassoLars,external_eef_industry_sector_insurance,44.95527300357886
government 3_Lasso,functional_size_group_m_100_999,44.70738770382049
medical 3_LassoLars,tech_tf_tools_used,44.42088264856732
insurance 3_LassoLars,external_eef_organisation_type_energy,43.9155236942621
serviceindustry 2_BayesianRidge,tech_tf_server_roles_object_component_server,43.63792672684014
government 2_LinearRegression,tech_tf_architecture_multi_tier,43.634521484375
communication 2_BayesianRidge,project_prf_application_group_missing,43.527371691614164
government 2_LinearRegression,project_prf_relative_size_missing,43.1783447265625
communication 2_BayesianRidge,process_pmf_development_methodologies_missing,42.98850440835565
serviceindustry 3_Lasso,project_prf_functional_size,42.7901981233713
serviceindustry 3_Lasso,project_prf_relative_size_missing,42.61099500513024
insurance 2_Lasso,project_prf_relative_size_missing,42.39799513454187
insurance 2_Lasso,project_prf_case_tool_used_yes,42.30208311586843
communication 2_BayesianRidge,tech_tf_development_platform_multi,42.217976591303575
communication 3_Lasso,tech_tf_architecture_client_server,42.12856458668496
insurance 3_LassoLars,project_prf_case_tool_used_don_t_know,41.914235644939644
insurance 2_Lasso,tech_tf_architecture_stand_alone,41.79066005754154
government 3_Lasso,functional_size_group_xl_3000_8999,41.373500114463766
insurance 3_LassoLars,tech_tf_development_platform_mf,40.943717368418675
communication 3_Lasso,tech_tf_development_platform_missing,40.761031630556765
government 3_Lasso,project_prf_application_group_infrastructure_software,40.738344479665834
serviceindustry 2_BayesianRidge,project_prf_case_tool_used_no,40.66102640968808
insurance 2_Lasso,project_prf_team_size_group_3_4,40.59810141795024
government 2_LinearRegression,project_prf_team_size_group_1,40.529730796813965
communication 3_Lasso,tech_tf_tools_used,40.439873906091094
serviceindustry 3_Lasso,process_pmf_development_methodologies_iterative,39.95698272424572
communication 3_Lasso,project_prf_development_type_new_development,39.5818952097345
insurance 2_Lasso,external_eef_organisation_type_electricity_gas_water,38.99661483717614
communication 2_BayesianRidge,external_eef_organisation_type_communications,38.90839968253984
serviceindustry 2_BayesianRidge,tech_tf_client_server_not_applicable,38.775528890247415
medical 3_LassoLars,functional_size_group_xl_3000_8999,38.760405550231106
communication 2_BayesianRidge,project_prf_application_group_real_time_application,38.667164727475985
serviceindustry 2_BayesianRidge,tech_tf_server_roles_messaging_server,38.562261946197125
communication 2_BayesianRidge,external_eef_organisation_type_telecommunication,38.298020643275045
insurance 2_Lasso,tech_tf_development_platform_multi,38.29441832716474
medical 1_LGBMRegressor,project_prf_application_group_real_time_application,38.0
government 3_Lasso,process_pmf_development_methodologies_missing,37.81732501972095
medical 3_LassoLars,process_pmf_development_methodologies_unified_process,37.49690373319333
government 3_Lasso,project_prf_cost_currency_canada_dollar,37.38462765318927
communication 3_Lasso,process_pmf_development_methodologies_missing,37.13817141916949
insurance 2_Lasso,external_eef_organisation_type_energy,37.09125260870667
insurance 3_LassoLars,process_pmf_development_methodologies_missing,36.88523300967075
communication 3_Lasso,project_prf_application_group_missing,36.86980214865578
insurance 3_LassoLars,tech_tf_client_server_missing,36.53277172941562
government 2_LinearRegression,tech_tf_architecture_client_server,36.525634765625
government 2_LinearRegression,tech_tf_development_platform_mf,35.938621520996094
government 2_LinearRegression,project_prf_team_size_group_21_30,35.855926513671875
insurance 3_LassoLars,tech_tf_tools_used,35.75700430195932
government 3_Lasso,external_eef_industry_sector_government,35.7188037679075
communication 3_Lasso,tech_tf_development_platform_multi,35.689966761864014
serviceindustry 3_Lasso,tech_tf_development_platform_mf,35.60140775415462
insurance 2_Lasso,external_eef_industry_sector_insurance,35.365459877776956
medical 1_LGBMRegressor,tech_tf_development_platform_multi,35.0
medical 1_LGBMRegressor,tech_tf_dbms_used_missing,35.0
medical 1_LGBMRegressor,project_prf_relative_size_xs,35.0
government 3_Lasso,project_prf_relative_size_missing,34.76610895661334
communication 3_Lasso,external_eef_organisation_type_telecommunication,34.26043026551992
communication 2_BayesianRidge,tech_tf_language_type_missing,34.253265882345545
serviceindustry 3_Lasso,tech_tf_server_roles_messaging_server,34.02367756975667
medical 1_LGBMRegressor,tech_tf_language_type_3gl,34.0
insurance 3_LassoLars,project_prf_relative_size_l,33.654058554071504
government 3_Lasso,tech_tf_architecture_multi_tier,33.5949361120379
insurance 2_Lasso,project_prf_case_tool_used_don_t_know,33.543238143507764
communication 3_Lasso,external_eef_organisation_type_communications,33.49025531436495
insurance 3_LassoLars,project_prf_max_team_size,33.289415880483645
government 2_LinearRegression,tech_tf_language_type_apg,33.25390625
communication 2_BayesianRidge,project_prf_development_type_enhancement,33.20508035925597
communication 2_BayesianRidge,tech_tf_dbms_used_missing,32.42298318416608
communication 2_BayesianRidge,project_prf_case_tool_used_no,32.253017250903746
government 2_LinearRegression,tech_tf_dbms_used_yes,31.98541259765625
serviceindustry 3_Lasso,functional_size_group_m_100_999,31.928069681907914
government 2_LinearRegression,project_prf_team_size_group_missing,31.8388671875
communication 3_Lasso,project_prf_application_group_real_time_application,31.683687844504753
serviceindustry 3_Lasso,project_prf_case_tool_used_no,31.67893316035937
government 3_Lasso,external_eef_organisation_type,31.63448766999917
insurance 2_Lasso,tech_tf_tools_used,31.551332555364667
insurance 3_LassoLars,process_pmf_development_methodologies_multifunctional_teams,31.344755855664467
government 3_Lasso,project_prf_team_size_group_1,31.32958563570847
medical 1_LGBMRegressor,tech_tf_development_platform_mr,31.0
insurance 3_LassoLars,external_eef_data_quality_rating_d,30.539333934245658
communication 2_BayesianRidge,tech_tf_development_platform_mr,30.37680135164123
government 2_LinearRegression,tech_tf_development_platform_missing,30.1268310546875
insurance 3_LassoLars,external_eef_data_quality_rating_a,30.029260057674822
medical 3_LassoLars,project_prf_relative_size_l,29.90738329952178
medical 3_LassoLars,project_prf_team_size_group_missing,29.508999614569472
medical 1_LGBMRegressor,tech_tf_language_type_4gl,29.0
medical 1_LGBMRegressor,tech_tf_development_platform_mf,29.0
medical 1_LGBMRegressor,tech_tf_development_platform_missing,29.0
insurance 2_Lasso,tech_tf_development_platform_mf,28.907537794442764
insurance 2_Lasso,tech_tf_client_server_missing,28.86108489206005
serviceindustry 3_Lasso,tech_tf_server_roles_object_component_server,28.804018500502806
medical 3_LassoLars,project_prf_team_size_group_21_30,28.659937651438103
insurance 3_LassoLars,external_eef_industry_sector_utilities,28.148412797524898
communication 2_BayesianRidge,project_prf_relative_size_l,28.10298001032902
communication 2_BayesianRidge,tech_tf_development_platform_mf,28.087892213299043
serviceindustry 3_Lasso,project_prf_team_size_group_2,27.893787881418785
medical 3_LassoLars,external_eef_organisation_type_banking_insurance_stock,27.552923268635865
medical 3_LassoLars,project_prf_case_tool_used_yes,27.46662676595208
medical 3_LassoLars,tech_tf_dbms_used_yes,27.268631810422043
insurance 2_Lasso,process_pmf_development_methodologies_missing,27.254575905332295
government 3_Lasso,tech_tf_development_platform_mf,27.226176181500634
serviceindustry 2_BayesianRidge,tech_tf_architecture_missing,27.09396898335089
communication 3_Lasso,project_prf_development_type_enhancement,27.038751096778586
insurance 3_LassoLars,project_prf_year_of_project,26.892289887490037
government 3_Lasso,tech_tf_dbms_used_yes,26.51852372585886
communication 3_Lasso,tech_tf_dbms_used_missing,26.479636907763464
insurance 2_Lasso,project_prf_max_team_size,26.347404570238638
insurance 2_Lasso,project_prf_relative_size_l,26.267321242032537
communication 2_BayesianRidge,project_prf_case_tool_used_yes,26.204348368974276
government 3_Lasso,tech_tf_architecture_client_server,26.117359163614317
medical 1_LGBMRegressor,project_prf_case_tool_used_no,26.0
medical 1_LGBMRegressor,tech_tf_architecture_client_server,26.0
communication 3_Lasso,tech_tf_language_type_missing,25.568771982113415
serviceindustry 2_BayesianRidge,tech_tf_development_platform_proprietary,25.42764824164398
communication 3_Lasso,project_prf_case_tool_used_no,25.129718455084333
medical 3_LassoLars,project_prf_case_tool_used_no,24.953904999338135
insurance 3_LassoLars,tech_tf_development_platform_proprietary,24.68593283676964
government 2_LinearRegression,project_prf_normalised_work_effort,24.5771484375
government 3_Lasso,tech_tf_language_type_apg,24.19385566161766
communication 2_BayesianRidge,external_eef_organisation_type_telecommunications,24.172555068553702
medical 3_LassoLars,functional_size_group_l_1000_2999,24.146846596547277
medical 1_LGBMRegressor,process_pmf_development_methodologies_missing,24.0
serviceindustry 3_Lasso,tech_tf_client_server_not_applicable,23.840834730675986
government 3_Lasso,tech_tf_development_platform_missing,23.758145099959883
communication 2_BayesianRidge,project_prf_max_team_size,23.602044039899287
communication 3_Lasso,tech_tf_development_platform_mr,23.479490184079964
insurance 2_Lasso,external_eef_data_quality_rating_a,23.336738029540246
medical 3_LassoLars,external_eef_organisation_type_transport_and_storage,23.24920406110972
communication 2_BayesianRidge,tech_tf_dbms_used_no,23.22012549638147
government 2_LinearRegression,project_prf_team_size_group_5_8,23.149490356445312
insurance 2_Lasso,process_pmf_development_methodologies_multifunctional_teams,23.072301362612855
government 3_Lasso,project_prf_team_size_group_missing,22.975940957310932
insurance 2_Lasso,external_eef_data_quality_rating_d,22.90519755506324
government 3_Lasso,tech_tf_primary_programming_language,21.78380855092216
communication 2_BayesianRidge,external_eef_organisation_type_virtual_assistants_lingubots,21.193475127364003
insurance 3_LassoLars,functional_size_group_s_100,21.183156241489574
communication 3_Lasso,tech_tf_development_platform_mf,21.00078155309337
communication 2_BayesianRidge,tech_tf_client_server_no,20.997191008968738
insurance 3_LassoLars,tech_tf_architecture_multi_tier_with_web_public_interface,20.90575918753324
communication 2_BayesianRidge,project_prf_relative_size_xs,20.868354743419708
serviceindustry 2_BayesianRidge,tech_tf_client_roles_web_public_interface,20.803652462974757
government 3_Lasso,process_pmf_docs,20.541971406756836
insurance 3_LassoLars,tech_tf_language_type_5gl,20.503451476705187
serviceindustry 2_BayesianRidge,project_prf_application_type,20.375785214375348
insurance 2_Lasso,external_eef_industry_sector_utilities,20.007832596503295
communication 2_BayesianRidge,tech_tf_architecture_stand_alone,19.886637484108128
serviceindustry 2_BayesianRidge,tech_tf_language_type_3gl,19.740354922694962
communication 3_Lasso,project_prf_relative_size_l,19.6945513372136
insurance 3_LassoLars,functional_size_group_l_1000_2999,19.6891519447633
communication 2_BayesianRidge,process_pmf_development_methodologies_timeboxing,19.565799243299928
medical 3_LassoLars,process_pmf_development_methodologies_lean,18.788093213539334
insurance 3_LassoLars,project_prf_application_group_business_application,18.72394069483572
serviceindustry 2_BayesianRidge,tech_tf_architecture_stand_alone,18.683091986446865
insurance 3_LassoLars,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,18.47198094646815
medical 3_LassoLars,external_eef_data_quality_rating_d,18.154903574945827
serviceindustry 3_Lasso,tech_tf_architecture_missing,18.087607081325398
communication 3_Lasso,project_prf_case_tool_used_yes,18.0537987603003
insurance 2_Lasso,project_prf_year_of_project,18.042448727559126
communication 2_BayesianRidge,project_prf_team_size_group_21_30,18.012945169037682
government 2_LinearRegression,project_prf_team_size_group_31_40,17.882476806640625
serviceindustry 3_Lasso,tech_tf_development_platform_proprietary,17.809845391990375
communication 2_BayesianRidge,process_pmf_development_methodologies_rapid_application_development_rad,17.649709370549495
insurance 2_Lasso,tech_tf_development_platform_proprietary,17.027160818975087
medical 1_LGBMRegressor,tech_tf_development_platform_pc,17.0
government 2_LinearRegression,tech_tf_architecture_stand_alone_1,16.985824584960938
medical 3_LassoLars,external_eef_organisation_type_financial_banking_insurance_stock,16.89560621957282
government 2_LinearRegression,project_prf_relative_size_l,16.864013671875
insurance 3_LassoLars,project_prf_team_size_group_missing,16.65848028372087
medical 3_LassoLars,project_prf_development_type_new_development,16.450786156826133
medical 3_LassoLars,project_prf_team_size_group_15_20,16.241096617402107
communication 2_BayesianRidge,process_pmf_prototyping_used_yes,15.756009783983743
insurance 3_LassoLars,project_prf_application_group_missing,15.612476860992508
communication 3_Lasso,tech_tf_dbms_used_no,15.207806984310547
medical 3_LassoLars,tech_tf_architecture_multi_tier_client_server,15.151777108043833
communication 3_Lasso,project_prf_max_team_size,15.083164971916409
medical 1_LGBMRegressor,project_prf_development_type_new_development,15.0
communication 2_BayesianRidge,tech_tf_development_platform_hand_held,14.765720199179672
insurance 3_LassoLars,tech_tf_client_server_don_t_know,14.737812345223528
medical 3_LassoLars,external_eef_organisation_type_education_institution,14.69594601910942
government 3_Lasso,process_pmf_development_methodologies_scrum,14.508657443145706
medical 3_LassoLars,project_prf_max_team_size,14.191587711517553
government 3_Lasso,project_prf_normalised_work_effort,13.896414763172112
government 2_LinearRegression,tech_tf_architecture_stand_alone,13.672119140625
serviceindustry 2_BayesianRidge,tech_tf_architecture_multi_tier_with_web_public_interface,13.562948875638625
insurance 3_LassoLars,project_prf_development_type_re_development,13.435945519313364
communication 2_BayesianRidge,external_eef_organisation_type_general_public_mobile_phone_end_user,13.296027430977293
insurance 2_Lasso,tech_tf_architecture_multi_tier_with_web_public_interface,13.269171228992976
medical 1_LGBMRegressor,project_prf_relative_size_m2,13.0
insurance 3_LassoLars,external_eef_organisation_type_utilities,12.964177310551719
serviceindustry 2_BayesianRidge,project_prf_case_tool_used_yes,12.810729558132039
communication 3_Lasso,external_eef_organisation_type_telecommunications,12.810650601609609
communication 3_Lasso,tech_tf_architecture_stand_alone,12.76681190854632
communication 2_BayesianRidge,project_prf_team_size_group_3_4,12.671304718929253
government 3_Lasso,project_prf_team_size_group_21_30,12.61910082568387
insurance 3_LassoLars,tech_tf_client_server_yes,12.538344381531466
insurance 2_Lasso,project_prf_application_group_business_application,12.464232542338337
communication 3_Lasso,tech_tf_client_server_no,12.458088090556593
insurance 3_LassoLars,project_prf_application_group_infrastructure_software,12.431840695109916
communication 2_BayesianRidge,process_pmf_development_methodologies_it_unified_process_itup,12.400806327673992
insurance 2_Lasso,functional_size_group_l_1000_2999,12.017835729231052
insurance 2_Lasso,tech_tf_language_type_5gl,11.934783452230768
medical 3_LassoLars,tech_tf_development_platform_pc,11.88514456321388
communication 3_Lasso,project_prf_relative_size_xs,11.878952446496486
serviceindustry 3_Lasso,tech_tf_architecture_stand_alone,11.749120222228319
communication 2_BayesianRidge,tech_tf_client_server_yes,11.65899501536204
insurance 2_Lasso,project_prf_application_group_missing,11.648016040605064
medical 3_LassoLars,external_eef_organisation_type_financial_property_and_business_services,11.57698741507329
communication 2_BayesianRidge,project_prf_development_type_re_development,11.260455643719663
communication 3_Lasso,external_eef_organisation_type_virtual_assistants_lingubots,11.159368843381833
medical 1_LGBMRegressor,project_prf_relative_size_m1,11.0
medical 1_LGBMRegressor,project_prf_development_type_enhancement,11.0
government 3_Lasso,project_prf_team_size_group_5_8,10.928597504338438
insurance 2_Lasso,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,10.765729005965992
medical 3_LassoLars,process_pmf_docs,10.68127836402177
communication 2_BayesianRidge,tech_tf_client_server_missing,10.569475660230449
communication 3_Lasso,process_pmf_development_methodologies_rapid_application_development_rad,10.342951324522874
communication 2_BayesianRidge,project_prf_relative_size_m2,10.316333379486295
communication 2_BayesianRidge,project_prf_team_size_group_2,10.231827909657394
insurance 3_LassoLars,project_prf_case_tool_used_no,10.119105173818692
serviceindustry 3_Lasso,tech_tf_language_type_3gl,10.097416931746125
insurance 3_LassoLars,project_prf_case_tool_used_missing,10.090236980628193
insurance 3_LassoLars,process_pmf_development_methodologies_unified_process,10.064094279907184
communication 3_Lasso,project_prf_team_size_group_21_30,9.992213476475797
serviceindustry 2_BayesianRidge,tech_tf_server_roles_ftp_server,9.860271067070423
serviceindustry 2_BayesianRidge,tech_tf_client_roles_security,9.75503112711005
government 3_Lasso,process_pmf_development_methodologies_agile_development,9.715086951066823
government 3_Lasso,project_prf_relative_size_l,9.677906578963567
insurance 3_LassoLars,project_prf_application_type,9.460963800943025
insurance 3_LassoLars,project_prf_team_size_group_5_8,9.38468366383685
communication 3_Lasso,process_pmf_development_methodologies_timeboxing,9.308309383196361
insurance 3_LassoLars,project_prf_relative_size_xl,9.228076563015504
serviceindustry 2_BayesianRidge,project_prf_team_size_group_15_20,9.214634945805685
government 2_LinearRegression,project_prf_development_type_re_development,9.150064468383789
government 2_LinearRegression,tech_tf_language_type_missing,9.0029296875
medical 1_LGBMRegressor,project_prf_relative_size_xxs,9.0
medical 1_LGBMRegressor,project_prf_normalised_work_effort,9.0
medical 1_LGBMRegressor,tech_tf_tools_used,9.0
communication 3_Lasso,project_prf_relative_size_m2,8.854274650409959
communication 2_BayesianRidge,project_prf_team_size_group_missing,8.658978750476749
communication 2_BayesianRidge,functional_size_group_m_100_999,8.627629296929086
medical 3_LassoLars,external_eef_organisation_type_banking,8.470436337941358
insurance 2_Lasso,project_prf_team_size_group_missing,8.466152378676481
government 3_Lasso,project_prf_team_size_group_31_40,8.330580450146806
serviceindustry 2_BayesianRidge,tech_tf_server_roles_multi_user_legacy_application,8.053609345048928
government 3_Lasso,tech_tf_architecture_stand_alone,8.029847496388376
medical 1_LGBMRegressor,tech_tf_client_server_don_t_know,8.0
medical 1_LGBMRegressor,project_prf_team_size_group_31_40,8.0
insurance 3_LassoLars,external_eef_organisation_type_government,7.88511176872199
insurance 2_Lasso,tech_tf_client_server_don_t_know,7.797662229195052
communication 2_BayesianRidge,external_eef_organisation_type_telecom_and_networking,7.790880214203112
communication 2_BayesianRidge,tech_tf_language_type_2gl,7.756872332755819
government 2_LinearRegression,project_prf_cost_currency_missing,7.474609375
communication 3_Lasso,tech_tf_development_platform_hand_held,7.450598253972217
serviceindustry 2_BayesianRidge,tech_tf_server_roles_missing,7.413529041122013
insurance 3_LassoLars,tech_tf_language_type_apg,7.317161196637092
medical 3_LassoLars,external_eef_organisation_type_medical_and_health_care,7.038979997941778
medical 3_LassoLars,project_prf_relative_size_xs,7.011670182806203
medical 1_LGBMRegressor,project_prf_functional_size,7.0
medical 1_LGBMRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,7.0
communication 2_BayesianRidge,project_prf_case_tool_used_missing,6.910855717632948
communication 3_Lasso,functional_size_group_m_100_999,6.737838357894901
insurance 3_LassoLars,tech_tf_architecture_multi_tier_client_server,6.586602846152559
serviceindustry 2_BayesianRidge,tech_tf_server_roles_security_authentication,6.1155937424465066
insurance 3_LassoLars,project_prf_team_size_group_61_70,6.089297576171286
serviceindustry 3_Lasso,tech_tf_client_roles_web_public_interface,6.067450314488788
medical 3_LassoLars,tech_tf_architecture_stand_alone,6.058792153054544
medical 1_LGBMRegressor,project_prf_team_size_group_1,6.0
serviceindustry 2_BayesianRidge,process_pmf_docs,5.934559317081337
insurance 2_Lasso,project_prf_application_group_infrastructure_software,5.861441636036738
insurance 2_Lasso,project_prf_development_type_re_development,5.672134199973203
insurance 2_Lasso,tech_tf_client_server_yes,5.588905647055905
government 2_LinearRegression,project_prf_case_tool_used_no,5.534088134765625
communication 3_Lasso,project_prf_team_size_group_3_4,5.533174873179758
communication 2_BayesianRidge,tech_tf_architecture_multi_tier_client_server,5.5001826011627095
government 3_Lasso,tech_tf_architecture_stand_alone_1,5.376065444764209
insurance 2_Lasso,external_eef_organisation_type_utilities,5.373319592606517
insurance 3_LassoLars,project_prf_relative_size_m2,5.316867633675059
serviceindustry 3_Lasso,tech_tf_architecture_multi_tier_with_web_public_interface,5.141176782580399
medical 1_LGBMRegressor,tech_tf_primary_programming_language,5.0
medical 1_LGBMRegressor,tech_tf_client_server_yes,5.0
insurance 3_LassoLars,tech_tf_architecture_stand_alone_1,4.943917202787296
insurance 3_LassoLars,project_prf_relative_size_xxxl,4.936577939713507
communication 2_BayesianRidge,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,4.810744351084179
communication 3_Lasso,external_eef_organisation_type_general_public_mobile_phone_end_user,4.628259343602664
insurance 3_LassoLars,external_eef_organisation_type_insurance,4.6187257845784595
serviceindustry 2_BayesianRidge,process_pmf_development_methodologies_agile_development,4.5831047449188445
communication 2_BayesianRidge,functional_size_group_l_1000_2999,4.45307030688816
government 2_LinearRegression,project_prf_team_size_group_9_14,4.37451171875
communication 3_Lasso,process_pmf_development_methodologies_it_unified_process_itup,4.322093364707838
serviceindustry 3_Lasso,tech_tf_server_roles_security_authentication,4.106893372915465
medical 1_LGBMRegressor,external_eef_data_quality_rating_d,4.0
medical 1_LGBMRegressor,project_prf_team_size_group_missing,4.0
government 2_LinearRegression,tech_tf_development_platform_pc,3.94140625
insurance 3_LassoLars,project_prf_application_group_real_time_application,3.4751526865748277
communication 3_Lasso,tech_tf_client_server_yes,3.3902056927634634
communication 3_Lasso,tech_tf_client_server_missing,3.2760443179881147
communication 2_BayesianRidge,project_prf_application_group_infrastructure_software,3.1694415217360152
insurance 2_Lasso,project_prf_case_tool_used_missing,3.0906805116527187
insurance 3_LassoLars,process_pmf_development_methodologies_joint_application_development_jad,3.025762947137319
medical 1_LGBMRegressor,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,3.0
medical 1_LGBMRegressor,external_eef_data_quality_rating_a,3.0
communication 2_BayesianRidge,process_pmf_development_methodologies_multifunctional_teams,2.93655823818939
communication 3_Lasso,process_pmf_prototyping_used_yes,2.8659310189333227
medical 3_LassoLars,tech_tf_architecture_client_server,2.72752709836799
insurance 3_LassoLars,tech_tf_development_platform_mr,2.642034791556238
insurance 2_Lasso,project_prf_case_tool_used_no,2.6274751945229764
communication 2_BayesianRidge,external_eef_organisation_type_telecom,2.5606011459975733
medical 3_LassoLars,project_prf_relative_size_m1,2.449906191432852
communication 3_Lasso,project_prf_development_type_re_development,2.4378218268457523
communication 2_BayesianRidge,process_pmf_prototyping_used_missing,2.426622867017487
communication 3_Lasso,project_prf_team_size_group_2,2.3518061710639047
communication 2_BayesianRidge,project_prf_team_size_group_9_14,2.3398907276153587
communication 2_BayesianRidge,tech_tf_dbms_used_yes,2.2571715929421194
government 2_LinearRegression,project_prf_team_size_group_3_4,2.06787109375
insurance 2_Lasso,process_pmf_development_methodologies_unified_process,2.0475293808901607
medical 1_LGBMRegressor,external_eef_organisation_type_transport_and_storage,2.0
medical 1_LGBMRegressor,functional_size_group_xl_3000_8999,2.0
medical 1_LGBMRegressor,external_eef_organisation_type_banking,2.0
medical 1_LGBMRegressor,external_eef_organisation_type_banking_insurance_stock,2.0
medical 1_LGBMRegressor,tech_tf_architecture_multi_tier_client_server,2.0
communication 2_BayesianRidge,project_prf_application_group_mathematically_intensive_application,1.6422452892290949
insurance 2_Lasso,project_prf_team_size_group_5_8,1.2071800037785128
insurance 2_Lasso,external_eef_organisation_type_government,1.0049086243024068
medical 1_LGBMRegressor,tech_tf_architecture_missing,1.0
medical 1_LGBMRegressor,external_eef_organisation_type_education_institution,1.0
medical 1_LGBMRegressor,process_pmf_development_methodologies_unified_process,1.0
insurance 2_Lasso,project_prf_relative_size_xl,0.9659759994623184
insurance 3_LassoLars,tech_tf_dbms_used_yes,0.8769855377505406
insurance 1_GradientBoostingRegressor,project_prf_functional_size,0.8729325704944925
insurance 3_LassoLars,process_pmf_development_methodologies_agile_development,0.8553276470594111
insurance 3_LassoLars,tech_tf_dbms_used_missing,0.7966491495866013
medical 2_GradientBoostingRegressor,external_eef_industry_sector_banking,0.7157911819564517
government 1_GradientBoostingRegressor,project_prf_application_group_mathematically_intensive_application,0.6510145033415953
communication 1_GradientBoostingRegressor,project_prf_functional_size,0.640601664212416
serviceindustry 3_Lasso,project_prf_team_size_group_15_20,0.6369299027647107
communication 2_BayesianRidge,project_prf_team_size_group_5_8,0.5660124000786713
serviceindustry 1_GradientBoostingRegressor,project_prf_application_group_missing,0.4421528491660307
government 1_GradientBoostingRegressor,project_prf_application_group_missing,0.2259092303484291
medical 2_GradientBoostingRegressor,external_eef_industry_sector_financial,0.1648042111796294
serviceindustry 1_GradientBoostingRegressor,project_prf_application_group_mathematically_intensive_application,0.11404338779825157
communication 1_GradientBoostingRegressor,project_prf_year_of_project,0.05870496417349663
serviceindustry 1_GradientBoostingRegressor,project_prf_year_of_project,0.04772245381178988
government 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.04202221051216433
communication 1_GradientBoostingRegressor,project_prf_application_type,0.03274811146372774
serviceindustry 1_GradientBoostingRegressor,project_prf_development_type_new_development,0.03127908126569785
medical 2_GradientBoostingRegressor,project_prf_application_type,0.028426347035549467
communication 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.02576518367903585
medical 2_GradientBoostingRegressor,project_prf_relative_size_xl,0.025235824807479598
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_missing,0.02435777381961567
serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.02342946286324159
communication 1_GradientBoostingRegressor,tech_tf_architecture_missing,0.022408817150164347
communication 1_GradientBoostingRegressor,tech_tf_language_type_4gl,0.02148512891600971
communication 1_GradientBoostingRegressor,project_prf_relative_size_m1,0.020109615554660835
government 1_GradientBoostingRegressor,project_prf_relative_size_m1,0.01963219728539325
communication 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.018619002371210232
communication 1_GradientBoostingRegressor,project_prf_relative_size_s,0.017998878728358068
serviceindustry 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.016764231139244166
insurance 1_GradientBoostingRegressor,tech_tf_architecture_missing,0.016517635192841093
serviceindustry 1_GradientBoostingRegressor,project_prf_development_type_enhancement,0.016083502438819543
insurance 1_GradientBoostingRegressor,project_prf_development_type_new_development,0.013660119426456417
serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone_1,0.013376599003714087
insurance 1_GradientBoostingRegressor,project_prf_development_type_enhancement,0.013259670701784076
insurance 1_GradientBoostingRegressor,tech_tf_development_platform_missing,0.012433062571717187
insurance 1_GradientBoostingRegressor,process_pmf_prototyping_used_yes,0.010036132810481692
government 1_GradientBoostingRegressor,project_prf_application_group_business_application,0.00921351079503363
medical 2_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.009107879473187083
communication 1_GradientBoostingRegressor,process_pmf_docs,0.009024951245859395
serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_yes,0.00872553597100054
serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_4gl,0.008580414884542285
communication 1_GradientBoostingRegressor,project_prf_application_group_business_application,0.007997090837679638
communication 1_GradientBoostingRegressor,external_eef_organisation_type_virtual_assistants_lingubots,0.007878095944950559
communication 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,0.007575575349041244
communication 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.007556655466324371
communication 1_GradientBoostingRegressor,project_prf_relative_size_missing,0.0072428664670607535
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_missing,0.00718984277757981
serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_2gl,0.00710101414649963
communication 1_GradientBoostingRegressor,process_pmf_development_methodologies_agile_development,0.006720366459554264
communication 1_GradientBoostingRegressor,project_prf_relative_size_m2,0.00657600018733999
government 1_GradientBoostingRegressor,project_prf_cost_currency_european_euro,0.0065607752938191145
communication 1_GradientBoostingRegressor,tech_tf_tools_used,0.006560315277560705
medical 2_GradientBoostingRegressor,project_prf_team_size_group_9_14,0.006515548850489634
insurance 1_GradientBoostingRegressor,tech_tf_language_type_missing,0.005732758266037196
communication 1_GradientBoostingRegressor,tech_tf_development_platform_pc,0.005667467421976461
communication 1_GradientBoostingRegressor,project_prf_application_group_missing,0.005598389922083207
serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_5gl,0.005453763732492354
