isbsg_project_id,project_prf_year_of_project,project_prf_application_type,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,project_prf_total_project_cost,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_joint_application_development_jad,process_pmf_development_methodologies_multifunctional_teams,external_eef_industry_sector_medical_and_health_care,external_eef_organisation_type_biotech,external_eef_organisation_type_medical_and_health_care,external_eef_organisation_type_occupational_health_and_safety,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xs,project_prf_relative_size_xxs,project_prf_cost_currency_european_euro,project_prf_cost_currency_missing,project_prf_cost_currency_united_states_dollar,project_prf_currency_multiple_missing,project_prf_currency_multiple_no
16374,2005,web-based app. dotnet,24,5630,5503,107.3,107.3,2.1,0.1,5.3,21-30,24,0,0,119674,1,0,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
16377,2012,not recorded,182,8755,8755,48.1,48.1,10.1,0.1,18.0,81-90,81,2,0,350732,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
16414,2013,not recorded,19,1247,1247,65.6,65.6,1.1,0.1,18.0,15-20,20,2,0,56486,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16417,2012,not recorded,77,13614,13614,176.8,176.8,7.0,0.1,11.0,71-80,78,2,0,597836,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
16431,2012,not recorded,72,9957,9957,138.3,138.3,3.1,0.1,23.0,51-60,60,2,0,397431,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
16439,2013,not recorded,10,2188,2188,218.8,218.8,0.9,0.0,11.0,31-40,39,2,0,127124,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16524,2012,not recorded,109,8134,8134,74.6,74.6,18.2,0.3,6.0,61-70,67,2,0,379041,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
16526,2012,not recorded,21,1069,1069,50.9,50.9,2.6,0.2,8.0,15-20,15,2,0,45364,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16551,2013,not recorded,16,3269,3269,204.3,204.3,0.7,0.0,23.0,41-50,46,2,0,171835,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16671,2012,not recorded,14,214,214,15.3,15.3,2.0,0.1,7.0,15-20,15,2,0,8065,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
16745,2011,not recorded,73,4701,4701,64.4,64.4,6.1,0.1,12.0,61-70,67,2,0,237636,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
16763,2012,not recorded,107,11458,11458,107.1,107.1,5.4,0.0,20.0,101+,110,2,0,544092,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
16774,2013,not recorded,4,759,759,189.8,189.8,0.2,0.0,17.0,21-30,28,2,0,36349,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
16777,2012,not recorded,112,5062,5062,45.2,45.2,12.4,0.3,9.0,41-50,41,2,0,193197,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
16848,2013,not recorded,78,1763,1763,22.6,22.6,9.8,0.2,8.0,41-50,44,2,0,78063,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
16950,2011,not recorded,18,4489,4489,249.4,249.4,0.9,0.0,19.0,71-80,77,2,0,249419,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
17064,2011,not recorded,44,7206,7206,163.8,163.8,3.7,0.0,12.0,101+,102,2,0,386477,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
17098,2012,not recorded,6,1502,1502,250.3,250.3,0.5,0.0,13.0,41-50,46,2,0,60258,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
17101,2012,not recorded,6,985,985,164.2,164.2,1.0,0.0,6.0,31-40,37,2,0,51524,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
17185,2012,not recorded,297,12958,12958,43.6,43.6,14.9,0.2,20.0,61-70,69,2,0,564563,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
17245,2012,not recorded,24,417,417,17.4,17.4,8.0,0.4,3.0,15-20,18,2,0,25750,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
17308,2012,not recorded,4,380,380,95.0,95.0,1.3,0.1,3.0,Sep-14,10,2,0,23394,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
17316,2012,not recorded,57,2427,2427,42.6,42.6,4.1,0.1,14.0,51-60,51,2,0,140677,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
17395,2013,not recorded,79,785,785,9.9,9.9,8.8,0.5,9.0,15-20,16,2,0,35347,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
17429,2011,not recorded,19,3722,3722,195.9,195.9,1.2,0.0,16.0,61-70,70,2,0,213780,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
17454,2012,not recorded,4,219,219,54.8,54.8,1.0,0.2,4.0,05-Aug,6,2,0,7268,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
17548,2010,clinical archive,116,112,112,1.0,1.0,58.0,0.1,2.0,Missing,36,5,0,119674,1,0,0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
17584,2013,not recorded,25,302,302,12.1,12.1,2.3,0.2,11.0,Sep-14,14,2,0,8083,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
17603,2013,not recorded,12,1056,1056,88.0,88.0,1.7,0.1,7.0,Sep-14,14,2,0,15979,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
17679,2010,not recorded,37,1981,1981,53.5,53.5,6.2,0.1,6.0,61-70,61,2,0,97246,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
17773,2012,not recorded,5,156,156,31.2,31.2,1.7,0.1,3.0,15-20,17,2,0,6053,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
17792,2013,not recorded,10,561,561,56.1,56.1,1.3,0.1,8.0,Sep-14,12,2,0,21509,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
17798,2006,catalogue/register of things or events,160,4515,4515,28.2,28.2,17.8,0.1,9.0,Missing,36,3,0,119674,1,0,0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
17852,2013,not recorded,160,11926,11926,74.5,74.5,11.4,0.1,14.0,91-100,96,2,0,633400,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
17914,2012,not recorded,18,785,785,43.6,43.6,1.4,0.1,13.0,Sep-14,13,2,0,23055,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
17917,2013,not recorded,30,1071,1071,35.7,35.7,3.8,0.1,8.0,41-50,41,2,0,63494,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
17933,2013,not recorded,328,62432,62432,190.3,190.3,25.2,0.2,13.0,101+,153,2,0,2838927,1,0,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
17960,2013,not recorded,164,2469,2469,15.1,15.1,16.4,0.7,10.0,21-30,23,2,0,106630,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
17990,2012,not recorded,85,29478,29478,346.8,346.8,7.1,0.1,12.0,101+,138,2,0,1493861,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
18035,2013,not recorded,4,1581,1581,395.3,395.3,0.4,0.0,10.0,31-40,40,2,0,93930,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
18087,2011,not recorded,16,4391,4391,274.4,274.4,1.2,0.0,13.0,51-60,52,2,0,185395,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18101,2012,not recorded,120,2190,2190,18.3,18.3,15.0,0.6,8.0,21-30,26,2,0,97493,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
18129,2012,not recorded,32,8688,8688,271.5,271.5,1.3,0.0,24.0,101+,131,2,0,404392,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
18241,2012,not recorded,88,6349,6349,72.1,72.1,5.9,0.3,15.0,15-20,20,2,0,310624,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
18257,2013,not recorded,14,1109,1109,79.2,79.2,1.0,0.0,14.0,21-30,24,2,0,43879,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18260,2012,not recorded,3,1050,1050,350.0,350.0,0.5,0.0,6.0,31-40,40,2,0,46326,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
18273,2013,not recorded,5,974,974,194.8,194.8,0.8,0.1,6.0,Sep-14,13,2,0,43638,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
18346,2011,not recorded,25,1008,1008,40.3,40.3,3.1,0.2,8.0,15-20,15,2,0,35034,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18420,2011,not recorded,14,1297,1297,92.6,92.6,1.8,0.0,8.0,41-50,44,2,0,60622,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18450,2012,not recorded,23,1029,1029,44.7,44.7,2.3,0.3,10.0,05-Aug,8,2,0,64387,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18503,2012,not recorded,112,6654,6654,59.4,59.4,9.3,0.1,12.0,61-70,68,2,0,318414,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
18507,2013,not recorded,12,2189,2189,182.4,182.4,0.4,0.0,27.0,15-20,17,2,0,114516,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18523,2011,not recorded,30,7462,7462,248.7,248.7,2.3,0.0,13.0,101+,101,2,0,396695,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
18531,2013,not recorded,23,1337,1337,58.1,58.1,2.9,0.1,8.0,41-50,49,2,0,52928,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18623,2012,not recorded,16,2042,2042,127.6,127.6,1.0,0.0,16.0,31-40,35,2,0,92288,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18688,2012,not recorded,136,29119,29119,214.1,214.1,7.2,0.1,19.0,101+,126,2,0,1456465,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
18740,2013,not recorded,12,2540,2540,211.7,211.7,0.7,0.0,17.0,41-50,44,2,0,113343,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
18839,2013,not recorded,193,15258,15258,79.1,79.1,14.8,0.1,13.0,101+,111,2,0,874113,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
18842,2011,not recorded,75,82307,82307,1097.4,1097.4,5.0,0.0,15.0,101+,205,2,0,3642959,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
18868,2012,not recorded,32,2610,2610,81.6,81.6,4.6,0.2,7.0,21-30,23,2,0,177153,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
18879,2012,not recorded,286,13489,13489,47.2,47.2,11.4,0.1,25.0,101+,136,2,0,855007,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
18901,2012,not recorded,27,413,413,15.3,15.3,3.9,0.2,7.0,21-30,24,2,0,20073,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19040,2012,not recorded,14,1898,1898,135.6,135.6,2.3,0.1,6.0,31-40,32,2,0,94409,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19079,2012,not recorded,63,3141,3141,49.9,49.9,2.5,0.0,25.0,61-70,62,2,0,125517,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19136,2012,not recorded,12,1456,1456,121.3,121.3,1.1,0.0,11.0,41-50,46,2,0,81012,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19160,2010,not recorded,57,9865,9865,173.1,173.1,8.1,0.1,7.0,81-90,87,2,0,404668,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19241,2012,not recorded,17,462,462,27.2,27.2,2.8,0.4,6.0,05-Aug,8,2,0,16273,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19265,2013,not recorded,21,3835,3835,182.6,182.6,2.1,0.1,10.0,31-40,37,2,0,131952,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19270,2012,not recorded,9,1591,1591,176.8,176.8,0.8,0.0,12.0,21-30,27,2,0,71657,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19327,2013,not recorded,4,550,550,137.5,137.5,0.4,0.0,10.0,Sep-14,11,2,0,22004,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19344,2011,not recorded,6,7589,7589,1264.8,1264.8,0.4,0.0,17.0,31-40,39,2,0,401588,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19353,2005,web-based app. dotnet,24,3890,3754,107.3,107.3,2.1,0.1,1.8,15-20,15,0,0,119674,1,0,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
19388,2013,not recorded,53,3500,3500,66.0,66.0,4.8,0.1,11.0,81-90,84,2,0,159417,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19403,2012,not recorded,12,1320,1320,110.0,110.0,1.3,0.0,9.0,31-40,36,2,0,72457,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19419,2011,not recorded,7,3687,3687,526.7,526.7,0.6,0.0,12.0,51-60,58,2,0,161110,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19422,2013,not recorded,26,580,580,22.3,22.3,6.5,0.6,4.0,Sep-14,11,2,0,9756,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19461,2012,not recorded,35,7330,7330,209.4,209.4,1.7,0.0,21.0,41-50,49,2,0,371103,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19533,2013,not recorded,19,5892,5892,310.1,310.1,1.6,0.0,12.0,41-50,46,2,0,264151,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19547,2013,not recorded,20,3261,3261,163.1,163.1,2.0,0.1,10.0,21-30,25,2,0,105607,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19596,2013,not recorded,17,2153,2153,126.6,126.6,1.3,0.1,13.0,21-30,26,2,0,85829,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19667,2013,not recorded,6,353,353,58.8,58.8,1.5,0.3,4.0,05-Aug,6,2,0,17181,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19746,2013,not recorded,15,370,370,24.7,24.7,3.8,0.3,4.0,Sep-14,12,2,0,18081,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
19775,2013,not recorded,108,3957,3957,36.6,36.6,7.2,0.2,15.0,31-40,37,2,0,170400,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
19834,2012,not recorded,4,150,150,37.5,37.5,1.0,0.1,4.0,Sep-14,9,2,0,2276,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19873,2011,not recorded,89,6496,6496,73.0,73.0,8.1,0.2,11.0,31-40,35,2,0,283479,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19884,2012,not recorded,4,313,313,78.3,78.3,0.8,0.1,5.0,Sep-14,10,2,0,9261,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19885,2013,not recorded,36,6452,6452,179.2,179.2,2.3,0.0,16.0,81-90,87,2,0,349570,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19906,2012,not recorded,6,1113,1113,185.5,185.5,0.5,0.0,12.0,21-30,24,2,0,53706,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19957,2013,not recorded,37,2008,2008,54.3,54.3,6.2,0.2,6.0,31-40,38,2,0,93105,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19979,2012,not recorded,3,831,831,277.0,277.0,0.4,0.0,8.0,15-20,19,2,0,27379,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
20029,2010,not recorded,23,5229,5229,227.3,227.3,1.9,0.0,12.0,61-70,63,2,0,256415,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
20063,2012,not recorded,450,49846,49846,110.8,110.8,19.6,0.2,23.0,81-90,90,2,0,2104726,1,0,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
20160,2013,not recorded,18,458,458,25.4,25.4,1.1,0.1,16.0,Sep-14,14,2,0,11486,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
20352,2012,not recorded,34,706,706,20.8,20.8,4.3,0.1,8.0,21-30,29,2,0,39314,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
20388,2012,not recorded,43,7738,7738,180.0,180.0,3.6,0.1,12.0,31-40,35,2,0,295067,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
20444,2012,not recorded,9,995,995,110.6,110.6,0.7,0.0,13.0,21-30,22,2,0,53915,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
20538,2012,not recorded,4,624,624,156.0,156.0,0.4,0.0,9.0,15-20,15,2,0,37248,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
20545,2012,not recorded,7,482,482,68.9,68.9,0.6,0.0,11.0,21-30,21,2,0,20925,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
20547,2012,not recorded,25,5886,5886,235.4,235.4,1.3,0.0,20.0,61-70,65,2,0,321975,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
20571,2012,not recorded,42,1301,1301,31.0,31.0,4.7,0.3,9.0,Sep-14,14,2,0,48431,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
20595,2012,not recorded,108,7391,7391,68.4,68.4,8.3,0.2,13.0,41-50,50,2,0,283208,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
20621,2012,not recorded,12,340,340,28.3,28.3,4.0,0.3,3.0,15-20,16,2,0,19948,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
20734,2013,not recorded,7,1152,1152,164.6,164.6,0.8,0.0,9.0,31-40,32,2,0,49578,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
20790,2013,not recorded,3,931,931,310.3,310.3,0.3,0.0,11.0,21-30,23,2,0,35662,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
20826,2012,not recorded,25,3890,3890,155.6,155.6,1.7,0.0,15.0,71-80,71,2,0,227157,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
20831,2012,not recorded,87,2042,2042,23.5,23.5,7.9,0.3,11.0,21-30,30,2,0,98132,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
20887,2011,not recorded,34,1407,1407,41.4,41.4,2.6,0.1,13.0,15-20,18,2,0,58834,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
20918,2013,not recorded,82,6188,6188,75.5,75.5,5.9,0.2,14.0,21-30,24,2,0,266070,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
20953,2013,not recorded,4,2621,2621,655.3,655.3,0.2,0.0,19.0,31-40,35,2,0,107281,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
21058,2012,not recorded,14,6190,6190,442.1,442.1,0.9,0.0,16.0,81-90,86,2,0,337355,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
21072,2011,not recorded,12,3181,3181,265.1,265.1,1.0,0.1,12.0,15-20,18,2,0,110180,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
21145,2012,not recorded,12,5039,5039,419.9,419.9,0.6,0.0,20.0,51-60,52,2,0,217458,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
21153,2012,not recorded,25,729,729,29.2,29.2,2.5,0.1,10.0,21-30,21,2,0,42659,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
21303,2012,not recorded,4,593,593,148.3,148.3,0.7,0.1,6.0,Sep-14,11,2,0,19758,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
21317,2013,not recorded,67,5920,5920,88.4,88.4,3.4,0.2,20.0,21-30,21,2,0,268239,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
21380,2012,not recorded,204,19670,19670,96.4,96.4,8.9,0.1,23.0,101+,176,2,0,791269,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
21389,2013,not recorded,11,6157,6157,559.7,559.7,1.1,0.0,10.0,31-40,32,2,0,243462,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
21449,2012,not recorded,7,2218,2218,316.9,316.9,0.3,0.0,21.0,21-30,24,2,0,112982,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
21457,2011,not recorded,172,12846,12846,74.7,74.7,13.2,0.3,13.0,41-50,44,2,0,503355,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
21462,2011,not recorded,19,8529,8529,448.9,448.9,0.9,0.0,22.0,41-50,46,2,0,369618,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
21493,2013,not recorded,42,3145,3145,74.9,74.9,3.8,0.3,11.0,Sep-14,14,2,0,154859,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
21707,2012,not recorded,46,7044,7044,153.1,153.1,2.6,0.0,18.0,71-80,76,2,0,513739,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
21738,2012,not recorded,6,2921,2921,486.8,486.8,0.5,0.0,12.0,31-40,39,2,0,163928,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
21769,2012,not recorded,234,18268,18268,78.1,78.1,7.8,0.2,30.0,41-50,42,2,0,1131419,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
21793,2013,not recorded,32,669,669,20.9,20.9,4.0,0.4,8.0,Sep-14,11,2,0,23878,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
21805,2012,not recorded,17,1391,1391,81.8,81.8,1.5,0.0,11.0,31-40,34,2,0,38617,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
21810,2012,not recorded,4,1549,1549,387.3,387.3,0.2,0.0,18.0,41-50,48,2,0,75915,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
21871,2012,not recorded,9,2783,2783,309.2,309.2,0.5,0.0,19.0,21-30,25,2,0,111802,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
21923,2011,not recorded,217,18225,18225,84.0,84.0,13.6,0.1,16.0,101+,186,2,0,915570,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
21940,2012,not recorded,7,232,232,33.1,33.1,1.2,0.1,6.0,Sep-14,10,2,0,10410,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
22033,2012,not recorded,4,886,886,221.5,221.5,0.7,0.0,6.0,31-40,37,2,0,54070,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
22056,2011,not recorded,3,3340,3340,1113.3,1113.3,0.2,0.0,15.0,71-80,73,2,0,163209,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
22067,2013,not recorded,12,1326,1326,110.5,110.5,1.2,0.1,10.0,15-20,19,2,0,48182,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
22108,2012,not recorded,257,21373,21373,83.2,83.2,18.4,0.1,14.0,101+,152,2,0,1061875,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
22133,2013,not recorded,5,630,630,126.0,126.0,0.6,0.0,8.0,15-20,15,2,0,37517,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
22153,2013,not recorded,8,4090,4090,511.3,511.3,0.4,0.0,22.0,81-90,82,2,0,220758,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
22263,2012,not recorded,27,1059,1059,39.2,39.2,1.8,0.1,15.0,15-20,16,2,0,35858,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
22317,2012,not recorded,254,14359,14359,56.5,56.5,21.2,0.3,12.0,71-80,74,2,0,659230,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
22334,2013,not recorded,16,995,995,62.2,62.2,1.1,0.0,14.0,31-40,31,2,0,40792,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
22405,2012,not recorded,47,2235,2235,47.6,47.6,4.7,0.2,10.0,15-20,20,2,0,110090,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
22425,2012,not recorded,29,4033,4033,139.1,139.1,2.9,0.2,10.0,15-20,15,2,0,172700,1,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
22559,2012,not recorded,7,481,481,68.7,68.7,1.2,0.1,6.0,15-20,18,2,0,14383,1,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
22595,2012,not recorded,274,10116,10116,36.9,36.9,16.1,0.2,17.0,91-100,97,2,0,567550,1,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
