isbsg_project_id,project_prf_year_of_project,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,process_pmf_docs,tech_tf_tools_used,project_prf_max_team_size,external_eef_organisation_type_electricity_gas_water,external_eef_organisation_type_energy,external_eef_organisation_type_government,external_eef_organisation_type_insurance,external_eef_organisation_type_utilities,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_missing,project_prf_application_group_real_time_application,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_joint_application_development_jad,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_personal_software_process_psp,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_Insurance,external_eef_industry_sector_Utilities,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_ApG,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXS,project_prf_relative_size_XXXL,process_pmf_prototyping_used_Missing,process_pmf_prototyping_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,external_eef_data_quality_rating_A,external_eef_data_quality_rating_B,external_eef_data_quality_rating_D,project_prf_team_size_group_3_4,project_prf_team_size_group_5_8,project_prf_team_size_group_61_70,project_prf_team_size_group_Missing,project_prf_case_tool_used_Don_t_Know,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_Yes
15517,2013,unknown,ASP.Net,140.0,309.0,309.0,2.2,2.2,18.4,7.6,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15739,2013,unknown,Java,66.0,1007.0,1007.0,15.3,15.3,10.2,6.5,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15908,2012,unknown,Java,73.0,1201.0,1201.0,16.5,16.5,3.7,20.0,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15916,2015,electronic data interchange,Java,121.0,2452.0,2452.0,20.3,20.3,80.7,1.5,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15996,2014,unknown,Missing,54.0,221.0,221.0,4.1,4.1,33.8,1.6,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16044,2015,electronic data interchange,Java,147.0,2053.0,2053.0,14.0,14.0,30.6,4.8,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16136,2013,business application,C#,357.0,4924.0,4924.0,13.8,13.8,85.0,4.2,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16173,2014,unknown,Java,51.0,279.0,279.0,5.5,5.5,17.6,2.9,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16218,2014,unknown,Missing,69.0,185.0,185.0,2.7,2.7,26.5,2.6,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16243,2006,missing,Java,199.0,3926.0,3926.0,19.7,19.7,21.9,9.1,3,3,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16327,2014,unknown,COBOL,51.0,222.0,222.0,4.4,4.4,30.0,1.7,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16420,2007,missing,COOL:Gen,331.0,7953.0,7953.0,24.0,24.0,27.4,12.1,3,3,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16490,2015,workflow support & management,Oracle,638.0,3626.0,3626.0,5.7,5.7,116.0,5.5,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16501,2009,online analysis and reporting,COBOL,57.0,600.0,600.0,10.5,10.5,28.5,2.0,2,2,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16536,2014,unknown,Missing,100.0,196.0,196.0,2.0,2.0,32.3,3.1,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16540,2011,business application,.Net,346.0,3075.0,3075.0,8.9,8.9,80.5,4.3,2,0,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16552,2013,unknown,Missing,122.0,337.0,337.0,2.8,2.8,87.1,1.4,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16593,2014,unknown,NATURAL,64.0,165.0,165.0,2.6,2.6,21.3,3.0,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16609,2013,unknown,PL/SQL,67.0,860.0,860.0,12.8,12.8,22.3,3.0,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16709,2015,workflow support & management,Java,23.0,786.0,786.0,34.2,34.2,7.9,2.9,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16819,2014,unknown,Missing,121.0,945.0,945.0,7.8,7.8,20.5,5.9,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17117,2014,unknown,NATURAL,86.0,273.0,273.0,3.2,3.2,53.8,1.6,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17222,2014,unknown,Missing,50.0,159.0,159.0,3.2,3.2,29.4,1.7,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17344,2014,unknown,Java,234.0,2441.0,2441.0,10.4,10.4,58.5,4.0,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17363,2013,unknown,Missing,78.0,890.0,890.0,11.4,11.4,9.3,8.4,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17431,2007,automate exchange between two it systems,Java,332.0,7200.0,7200.0,21.7,21.7,47.4,7.0,12,5,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17570,2013,unknown,COBOL,221.0,518.0,518.0,2.3,2.3,50.2,4.4,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17580,2014,unknown,Missing,56.0,417.0,417.0,7.4,7.4,23.3,2.4,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17666,2006,missing,COBOL,48.0,481.0,481.0,10.0,10.0,6.9,7.0,3,2,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17686,2007,missing,COOL:Gen,317.0,3833.0,3833.0,12.1,12.1,45.3,7.0,8,3,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17727,2013,unknown,Missing,66.0,321.0,321.0,4.9,4.9,60.0,1.1,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17734,2013,unknown,Oracle,96.0,126.0,126.0,1.3,1.3,87.3,1.1,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17755,2008,online analysis and reporting,COBOL,118.0,700.0,700.0,5.9,5.9,59.0,2.0,2,2,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17789,2015,workflow support & management,COBOL,158.0,315.0,315.0,2.0,2.0,58.5,2.7,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17850,2013,unknown,PL/SQL,53.0,341.0,341.0,6.4,6.4,3.5,15.0,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17877,2015,insurance quotation,BRE,100.0,4368.0,4368.0,43.7,43.7,32.3,4.4,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17909,2014,unknown,Missing,612.0,2424.0,2424.0,4.0,4.0,103.7,5.9,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17945,2006,missing,PL/I,255.0,1550.0,1550.0,6.1,6.1,28.3,9.0,4,2,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18052,2015,financial transaction process/accounting,Java,137.0,1182.0,1182.0,8.6,8.6,19.9,6.9,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18088,2011,workplace savings,Java,337.0,8332.0,8332.0,24.7,24.7,48.1,7.0,15,4,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18107,2011,"calculation, quotation, insurance policy issue",Adobe Flex,139.0,2003.0,2003.0,14.4,14.4,13.9,10.0,15,5,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18109,2014,unknown,Missing,61.0,134.0,134.0,2.2,2.2,23.5,2.6,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18141,2013,unknown,Java,75.0,91.0,91.0,1.2,1.2,75.0,1.0,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18150,2008,missing,PL/I,93.0,1243.0,1243.0,13.4,13.4,9.3,10.0,3,0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18151,2010,insurance annities; online user interface,PL/I,254.0,4213.0,4213.0,16.6,16.6,50.8,5.0,15,0,,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18186,2009,missing,COBOL,126.0,2225.0,2225.0,17.7,17.7,6.7,18.7,8,2,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18214,2008,online analysis and reporting,COBOL,8.0,72.0,72.0,9.0,9.0,8.0,1.0,2,2,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18229,2014,unknown,Java,91.0,312.0,312.0,3.4,3.4,36.4,2.5,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18231,2015,workflow support & management,Oracle,478.0,613.0,613.0,1.3,1.3,69.3,6.9,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18238,2014,unknown,Missing,98.0,165.0,165.0,1.7,1.7,26.5,3.7,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18310,2013,unknown,Missing,58.0,83.0,83.0,1.4,1.4,64.4,0.9,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18413,2010,"calculation, quotation, insurance policy issue",Adobe Flex,192.0,2223.0,2251.0,11.6,11.7,24.0,8.0,15,5,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18451,2012,unknown,COBOL,90.0,951.0,951.0,10.6,10.6,25.7,3.5,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18462,2013,unknown,Missing,354.0,6077.0,6077.0,17.2,17.2,60.0,5.9,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18465,2015,workflow support & management,Oracle,179.0,255.0,255.0,1.4,1.4,51.1,3.5,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18651,2007,missing,COBOL,267.0,2054.0,2054.0,7.7,7.7,50.4,5.3,3,2,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18733,2013,unknown,Missing,50.0,185.0,185.0,3.7,3.7,19.2,2.6,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18748,2014,unknown,Missing,73.0,137.0,137.0,1.9,1.9,60.8,1.2,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18760,2006,missing,COBOL,105.0,2042.0,2042.0,19.4,19.4,23.3,4.5,4,2,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18779,2015,unknown,PL/SQL,77.0,811.0,811.0,10.5,10.5,13.1,5.9,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18803,2013,unknown,Missing,139.0,593.0,593.0,4.3,4.3,66.2,2.1,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18890,2014,unknown,Missing,87.0,112.0,112.0,1.3,1.3,41.4,2.1,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18902,2015,electronic data interchange,Java,193.0,4105.0,4105.0,21.3,21.3,101.6,1.9,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18913,2012,unknown,Missing,132.0,1288.0,1288.0,9.8,9.8,16.7,7.9,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18937,2015,workflow support & management,COBOL,40.0,152.0,152.0,3.8,3.8,7.3,5.5,2,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18995,2013,unknown,PL/SQL,122.0,1190.0,1190.0,9.8,9.8,50.8,2.4,3,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
