age,income,category,status,score,region_code
69,52600.652,D,pending,66.87973,3.0
66,52207.0,D,active,53.494194,4.0
61,50241.973,C,active,64.31537,4.0
68,50631.902,A,active,57.661533,3.0
64,41638.21,C,active,59.20226,5.0
68,48771.5,D,active,56.488705,2.0
59,45230.707,C,active,56.534977,4.0
68,42936.434,A,active,62.606922,4.0
55,56905.21,A,pending,32.130047,4.0
66,48971.383,C,active,57.00622,4.0
67,59504.11,B,active,52.76216,2.0
66,48098.707,C,active,67.52842,3.0
67,56156.03,D,active,59.240055,2.0
63,44465.195,C,active,67.482315,2.0
65,43478.117,C,active,56.61338,3.0
50,40210.53,A,active,41.29201,2.0
49,42941.95,C,active,55.948975,4.0
62,51085.64,A,active,65.18658,3.0
69,51887.508,D,active,60.789127,4.0
71,49374.44,D,active,56.578686,2.0
68,57605.477,D,pending,58.595955,5.0
58,47825.89,B,pending,54.649582,4.0
55,46831.97,D,pending,54.170147,4.0
58,48632.254,D,active,63.56825,5.0
61,48287.652,D,pending,58.89882,4.0
62,47700.2,D,active,52.07316,4.0
62,49076.355,A,active,58.987095,2.0
57,49954.227,C,active,41.705578,4.0
68,48825.06,C,active,53.514797,2.0
46,40778.57,C,active,47.626255,4.0
59,53597.7,D,active,45.61585,5.0
67,50814.137,C,active,58.867672,2.0
68,43278.438,D,active,54.853462,2.0
58,48258.89,A,pending,55.063126,2.0
66,40938.5,B,active,40.08519,4.0
63,41987.83,D,active,69.59893,2.0
66,56057.56,B,active,58.487755,4.0
74,48264.55,A,active,46.131214,3.0
67,44113.66,C,active,60.166607,3.0
60,41808.26,D,active,69.876625,5.0
63,44925.91,A,active,58.754196,2.0
63,49159.574,C,active,69.06338,4.0
69,46015.527,C,active,70.25233,2.0
60,52298.066,D,active,53.46343,4.0
59,49337.344,B,active,49.70444,3.0
66,47646.0,A,active,50.415466,2.0
69,46027.766,A,active,47.057816,3.0
52,51578.117,B,pending,59.31057,3.0
52,55016.914,C,pending,54.686176,4.0
62,41326.453,C,active,73.280685,4.0
64,42444.008,A,active,46.467545,2.0
67,50215.266,C,active,61.77908,4.0
61,47570.934,C,active,49.02307,2.0
68,54478.293,A,active,49.41766,3.0
61,50938.445,A,pending,69.93832,4.0
65,40388.047,D,active,59.8942,5.0
63,50637.94,D,pending,60.81637,4.0
62,44712.867,B,active,53.38711,2.0
57,54734.453,C,pending,47.491104,3.0
53,60149.53,C,active,68.10264,4.0
51,43782.152,A,active,58.53168,3.0
56,43420.84,C,pending,44.36419,2.0
73,43449.008,D,active,46.991463,2.0
65,45621.676,A,pending,47.511017,3.0
55,42686.715,D,pending,59.259644,4.0
65,46766.504,C,active,60.305622,4.0
64,51519.277,C,active,68.23581,3.0
63,46902.46,A,active,53.88202,3.0
67,42793.098,A,active,55.94336,2.0
57,50453.156,A,active,52.786243,3.0
69,50022.062,C,active,57.20319,3.0
73,41528.906,D,pending,55.94119,4.0
68,47263.742,D,active,62.26535,4.0
64,43286.63,D,active,53.138046,2.0
66,52277.574,B,active,51.67472,2.0
61,49379.76,A,active,62.11883,4.0
54,56664.7,D,active,36.591393,4.0
68,44650.867,C,pending,67.89649,4.0
55,46278.66,A,active,43.911404,2.0
72,41572.16,C,active,45.798164,4.0
59,44180.918,D,active,48.8434,4.0
60,49895.266,A,pending,67.425575,4.0
68,52561.914,D,active,49.187218,3.0
69,54964.848,D,active,52.639862,4.0
62,52047.137,C,pending,69.08873,3.0
68,59871.887,A,active,45.616642,4.0
75,44625.086,A,active,52.961597,2.0
67,53082.902,C,pending,57.737522,4.0
57,56774.223,C,active,48.975567,4.0
69,39693.004,A,active,46.377388,4.0
56,50221.758,D,pending,64.37013,4.0
67,45134.25,B,active,45.232563,2.0
76,48616.56,D,active,71.026535,5.0
63,47690.344,D,pending,59.546715,4.0
66,49542.91,A,active,46.82754,2.0
57,47505.29,C,active,63.06536,5.0
62,44472.6,C,active,63.63647,4.0
58,51418.973,D,active,56.595566,1.0
61,46792.766,D,active,50.438885,4.0
61,57651.09,B,inactive,50.946297,3.0
61,48856.86,A,active,53.113075,2.0
59,46903.445,B,active,57.26939,4.0
61,43656.477,D,pending,66.87666,3.0
68,54062.49,D,pending,53.058746,4.0
51,45855.816,A,active,59.903988,3.0
60,43492.324,A,active,60.23937,2.0
66,51685.152,D,active,75.32909,2.0
61,49935.45,D,active,59.26266,4.0
66,48696.07,D,active,37.819935,2.0
58,57265.582,C,pending,57.458103,4.0
67,49036.42,D,active,63.28837,2.0
66,45176.59,C,pending,63.364273,2.0
63,49205.254,C,active,65.63842,5.0
57,46932.957,A,active,59.620697,3.0
55,41478.375,D,pending,64.10037,4.0
67,48067.11,C,active,65.92581,4.0
60,56853.633,A,active,50.96621,4.0
50,46363.098,D,active,53.851715,1.0
61,40877.52,B,active,56.536903,2.0
57,54557.43,D,active,62.054356,4.0
60,47278.21,D,active,59.422234,2.0
65,45505.375,C,active,62.69214,4.0
64,51608.58,C,active,52.951782,2.0
67,51823.574,A,pending,52.965206,4.0
67,42072.85,A,active,49.247547,4.0
67,54594.332,B,active,52.808334,2.0
61,44295.64,C,active,66.57927,4.0
62,46086.82,D,pending,49.09961,2.0
58,42465.918,C,active,53.99577,3.0
47,47491.78,C,active,69.902405,4.0
71,40728.79,D,pending,37.546257,4.0
56,60394.96,B,pending,36.74787,3.0
52,60550.562,B,inactive,42.758793,2.0
70,59205.13,D,pending,49.213356,3.0
65,48034.16,C,active,44.108696,2.0
63,47819.457,A,active,49.903603,3.0
58,48360.7,C,active,58.704533,4.0
61,40942.293,D,active,55.25218,4.0
54,46405.305,C,active,69.08748,4.0
63,49571.934,A,active,47.002308,2.0
65,43596.86,D,active,59.501297,4.0
70,48189.445,A,active,56.190083,4.0
73,56290.13,A,pending,32.252953,4.0
71,51378.746,D,pending,65.503105,2.0
68,53178.824,A,active,64.44986,3.0
53,59178.445,D,active,49.9009,4.0
57,56614.395,A,active,59.623745,2.0
66,45891.406,B,active,65.30405,4.0
70,49493.527,B,active,47.604385,2.0
61,48195.406,D,active,66.662895,4.0
71,57531.562,D,pending,57.814457,2.0
57,41089.78,D,pending,49.55474,4.0
62,52731.332,D,active,54.742294,4.0
60,49431.28,C,active,46.20377,4.0
70,48503.71,D,active,37.118015,4.0
60,51822.203,A,active,53.45442,4.0
64,43759.664,A,active,63.688778,2.0
68,50855.55,C,active,66.57725,3.0
71,47199.28,C,active,60.475418,4.0
42,49211.797,B,active,35.938385,2.0
70,56944.188,D,inactive,68.64309,4.0
74,37415.45,D,active,40.2047,2.0
46,48787.027,C,active,56.047535,2.0
49,49687.902,A,active,59.661232,4.0
53,41355.664,D,active,46.58425,4.0
54,52492.88,C,active,49.24926,4.0
50,49141.22,A,pending,53.86416,2.0
70,47327.145,C,active,65.59176,4.0
66,47959.395,C,pending,59.400295,4.0
66,44178.844,B,active,47.672333,4.0
68,45706.227,A,active,59.45056,2.0
62,43620.934,D,active,58.57737,3.0
55,50850.727,C,active,57.296513,4.0
62,45965.03,A,inactive,48.42087,4.0
65,44968.035,C,active,64.81717,2.0
70,37405.316,D,active,40.97142,4.0
59,50467.31,D,pending,49.271492,4.0
58,45136.312,D,active,51.06846,5.0
59,51642.016,B,active,49.22833,4.0
66,44610.902,D,active,49.29651,4.0
67,47988.867,B,active,55.348766,2.0
63,56711.676,D,pending,54.801575,2.0
57,51962.715,A,active,50.48171,4.0
48,45253.332,C,pending,46.579967,2.0
59,48739.645,A,pending,52.183083,2.0
62,50960.09,C,inactive,47.70977,4.0
70,44673.04,C,active,58.899563,2.0
64,41562.508,C,active,72.35443,3.0
64,41587.38,D,pending,55.401108,3.0
59,53744.37,D,pending,56.346027,3.0
61,47378.617,D,pending,70.36014,3.0
55,44955.953,D,active,66.79908,2.0
57,52291.152,C,active,58.45139,4.0
66,52532.684,A,pending,63.969933,3.0
64,50322.465,A,active,52.798893,4.0
63,51437.88,B,active,54.27082,2.0
61,56714.24,A,active,47.590916,4.0
65,46664.82,A,active,60.81005,3.0
53,48267.887,C,active,50.739296,2.0
59,51301.02,D,active,59.536835,3.0
66,48185.094,A,active,57.605133,3.0
62,43667.1,B,pending,54.107754,2.0
61,53467.07,A,pending,69.267624,2.0
60,46957.58,C,active,45.487415,2.0
71,53736.117,D,active,41.40705,2.0
73,55387.996,D,active,54.88794,2.0
66,57205.812,D,pending,71.19416,4.0
64,48594.934,D,pending,51.039173,4.0
65,60179.668,A,active,58.081615,1.0
56,51851.926,D,inactive,66.99114,3.0
70,52321.547,C,inactive,68.62458,3.0
70,39640.953,C,active,44.94945,4.0
56,54250.63,B,active,63.972622,5.0
57,51795.418,A,active,58.12445,4.0
54,52057.387,D,active,59.75577,4.0
60,57016.164,A,active,66.81415,2.0
69,42194.38,D,active,37.385143,2.0
59,48057.363,D,active,62.507362,4.0
71,51458.71,A,active,40.396168,5.0
68,43695.414,D,active,51.550476,4.0
67,41038.414,C,active,45.683357,3.0
54,50521.24,C,pending,49.69702,4.0
56,44660.207,D,pending,56.62413,3.0
67,48940.22,D,active,50.70082,3.0
64,43140.1,C,pending,47.394306,4.0
66,44858.555,B,active,72.559814,3.0
56,45680.137,B,pending,58.364372,4.0
57,51787.78,C,active,65.70876,4.0
73,51763.598,D,pending,64.84046,2.0
59,48837.508,D,active,70.555084,4.0
58,60059.156,A,active,54.129765,3.0
65,44584.914,A,active,50.339146,2.0
72,53956.89,C,active,65.70537,2.0
66,42144.676,C,active,53.052666,3.0
71,53652.32,D,pending,55.779907,2.0
65,47523.926,D,active,61.633923,2.0
64,57262.406,C,pending,65.12307,4.0
66,49225.348,C,pending,68.30262,2.0
51,41002.723,A,active,66.99218,4.0
68,54791.848,D,active,46.874763,4.0
63,49970.344,C,pending,54.10447,2.0
57,42557.426,D,active,63.159008,2.0
58,51432.344,B,active,49.1635,2.0
71,49229.19,C,pending,56.4101,3.0
69,46195.16,B,active,40.735638,2.0
44,51082.754,C,active,41.39934,2.0
60,53483.598,D,active,51.706314,2.0
41,51473.88,B,pending,48.08216,2.0
62,50360.062,A,active,59.307655,4.0
70,52663.316,B,active,40.603535,2.0
66,55714.117,D,pending,57.222935,4.0
50,60102.29,B,inactive,33.152466,2.0
61,46521.13,C,active,53.9266,4.0
61,52302.73,D,active,55.69914,2.0
51,49201.742,C,active,66.874954,3.0
63,45945.312,B,active,62.823254,3.0
69,50357.836,D,active,61.592815,4.0
67,48150.953,B,active,61.989265,5.0
68,46791.895,D,pending,40.534847,3.0
63,47347.746,D,active,63.27776,2.0
57,45582.52,C,pending,57.825455,4.0
54,43974.895,A,active,49.871838,4.0
56,49832.316,D,pending,66.42615,3.0
62,48888.9,C,active,45.397697,3.0
57,53130.363,B,active,48.77675,4.0
64,53813.418,D,inactive,57.861065,5.0
65,38759.8,C,active,52.751507,4.0
57,47772.082,C,pending,60.155945,2.0
65,54423.816,B,pending,41.343166,4.0
63,52876.465,A,active,61.11382,4.0
48,48039.17,D,active,54.733303,2.0
65,57242.13,D,active,41.340168,4.0
56,51385.594,D,active,55.480083,5.0
65,57030.0,A,pending,36.02147,4.0
71,44028.633,A,pending,49.82733,4.0
54,47103.375,B,active,55.171913,4.0
64,42146.617,A,pending,54.45895,2.0
64,47704.99,D,active,66.962036,2.0
68,46119.94,C,inactive,42.957672,2.0
68,54669.24,D,inactive,52.380413,2.0
67,57926.906,D,active,35.614285,4.0
58,46384.676,B,pending,57.15831,2.0
53,44537.832,C,active,58.844006,5.0
71,43401.305,C,active,67.03489,2.0
61,46145.82,C,active,66.466545,4.0
70,48724.906,D,pending,46.52059,4.0
66,50098.055,D,pending,67.9972,1.0
63,56079.645,C,active,67.835556,4.0
50,46413.2,C,pending,64.49405,3.0
69,53964.773,D,active,48.308395,4.0
49,48354.04,A,active,58.76869,4.0
67,50169.29,D,active,42.177784,3.0
58,49413.246,C,active,57.45692,2.0
64,40497.22,B,active,50.678562,2.0
57,48339.93,A,pending,38.64934,2.0
70,48033.05,D,pending,54.384224,3.0
70,44808.46,D,pending,73.16307,3.0
56,46037.74,D,active,54.817696,4.0
72,50024.664,D,active,53.679157,4.0
71,55270.703,C,active,66.6524,3.0
71,48619.27,A,active,55.385574,5.0
66,51905.645,D,pending,60.461037,3.0
61,40922.574,A,active,58.47427,2.0
62,53510.117,A,active,61.806904,2.0
59,62111.23,C,inactive,45.6158,4.0
64,40470.8,C,active,44.232224,4.0
54,48921.887,C,active,53.532406,4.0
46,41715.477,B,inactive,51.739132,2.0
53,46260.61,D,active,69.39097,4.0
71,53963.527,D,active,62.799545,4.0
68,56977.918,A,active,43.986786,4.0
59,53945.62,A,active,47.094254,2.0
70,44781.008,B,pending,57.964634,5.0
65,46023.48,C,active,69.199165,4.0
61,50795.266,C,active,64.78572,2.0
62,42647.652,D,pending,58.151237,2.0
59,59932.207,C,active,55.176064,4.0
53,53917.008,C,active,60.08237,5.0
59,43939.438,A,inactive,64.48152,4.0
56,51136.32,B,inactive,46.550236,2.0
65,48353.13,C,active,56.755333,4.0
64,52783.367,D,active,54.733322,3.0
73,50031.22,A,active,41.786167,2.0
39,51477.496,C,pending,59.182796,5.0
59,45482.25,A,active,43.92415,2.0
55,60276.645,C,active,66.87964,4.0
70,50274.684,A,pending,48.6564,2.0
68,53421.574,A,active,61.41511,2.0
68,56274.465,A,active,61.571617,2.0
53,46363.71,D,pending,57.133904,4.0
75,50216.44,A,active,64.758385,2.0
69,52695.77,D,pending,54.75028,3.0
65,43982.516,D,active,61.330254,4.0
64,42681.984,A,active,59.58159,2.0
61,45277.0,B,active,57.167564,2.0
64,54962.83,B,active,35.68275,3.0
61,41104.246,A,active,48.942078,2.0
66,48037.113,B,inactive,41.53759,4.0
63,52418.973,D,pending,58.63501,3.0
69,48800.277,D,active,44.87584,2.0
69,52893.945,D,active,47.080666,3.0
62,48083.855,B,active,58.74383,2.0
60,51661.633,A,active,43.332428,2.0
58,40446.555,C,inactive,67.71388,2.0
65,54177.387,D,active,43.481285,3.0
64,49970.715,C,active,67.85902,4.0
59,46488.504,D,pending,56.671413,5.0
70,48480.742,D,active,49.357895,4.0
58,51853.938,A,pending,60.692535,4.0
65,53111.215,B,active,51.3711,5.0
67,52600.75,A,active,62.09262,1.0
66,56067.99,A,active,60.878418,3.0
68,40157.797,C,active,62.33036,2.0
49,44896.39,D,active,60.855053,5.0
61,39906.152,D,pending,43.020878,3.0
55,47191.234,C,active,55.364407,2.0
40,50980.285,C,active,46.563087,3.0
54,50307.402,C,active,66.81309,2.0
62,47426.87,D,pending,43.14332,3.0
68,42358.04,C,pending,53.025146,3.0
39,48313.918,C,pending,55.66394,4.0
71,47980.75,D,active,43.692055,2.0
64,53395.984,D,pending,50.337555,4.0
60,48519.18,D,inactive,47.938507,2.0
62,48058.977,A,pending,61.81984,2.0
63,42291.582,D,active,48.26651,4.0
68,63716.543,A,active,47.560085,4.0
68,54298.805,D,active,44.70997,4.0
74,53685.83,C,active,50.219303,4.0
57,47045.2,D,pending,53.77756,4.0
61,51015.066,A,active,41.626316,5.0
68,46546.63,D,active,60.609898,3.0
71,43313.94,D,active,57.59515,2.0
62,51384.582,C,pending,60.48011,4.0
64,45568.223,C,pending,59.923435,3.0
71,49155.59,A,pending,32.04527,2.0
67,54039.21,C,pending,40.139744,3.0
60,44792.074,C,active,68.645355,5.0
63,39761.816,D,active,48.912075,4.0
67,57430.35,D,active,63.584087,3.0
59,39501.78,A,active,67.275246,2.0
65,51559.31,A,active,43.03688,2.0
61,54562.62,A,active,67.1935,2.0
62,51464.21,A,active,48.675945,2.0
56,45058.117,A,active,60.582417,2.0
66,54619.855,A,active,33.436455,4.0
58,46323.36,C,pending,63.39453,4.0
64,52914.215,D,active,56.70338,4.0
61,53547.4,C,active,55.32106,5.0
66,47463.543,A,active,49.53424,2.0
66,50364.562,A,active,68.51684,2.0
63,56225.906,D,active,66.29434,4.0
73,55333.332,D,pending,49.413845,3.0
60,52730.32,C,active,59.723022,5.0
59,52691.707,B,active,32.95201,3.0
63,55927.43,D,pending,46.975384,4.0
70,50932.727,D,active,38.754936,2.0
52,42322.71,D,active,57.910404,4.0
67,46715.402,C,active,35.940994,2.0
66,57917.906,D,inactive,55.385445,3.0
61,51692.695,A,active,52.235737,3.0
65,51443.703,D,active,49.823524,5.0
65,52901.37,D,pending,60.804214,2.0
58,47649.406,D,active,43.430676,4.0
73,44942.457,C,pending,56.37525,4.0
57,56209.86,A,active,54.04047,1.0
67,48484.195,C,active,57.268547,3.0
65,50685.47,D,active,54.907543,3.0
71,39533.75,A,active,55.187965,2.0
70,46755.195,C,active,63.156902,4.0
61,48044.973,D,active,62.210583,4.0
68,54713.562,B,active,57.65877,4.0
62,62936.617,D,pending,53.280815,4.0
56,51643.824,A,active,45.93913,5.0
69,51030.566,C,active,58.79048,1.0
71,61698.793,D,active,70.353165,4.0
59,48646.08,A,active,36.20336,2.0
68,49413.617,C,active,60.53003,4.0
66,49333.195,A,active,54.66608,4.0
57,47136.74,D,active,58.5898,4.0
63,51174.926,B,active,45.90608,2.0
63,55796.93,A,active,58.020954,2.0
67,55091.957,D,active,47.381245,2.0
66,47503.414,D,active,38.26419,4.0
71,45699.168,D,active,64.71771,4.0
58,43140.7,D,pending,60.215057,5.0
58,55643.98,C,active,50.51681,3.0
64,53267.23,D,active,66.19199,4.0
66,52533.03,C,active,55.50971,3.0
49,48689.38,C,active,60.792107,2.0
66,53390.082,D,active,53.373943,2.0
67,53774.113,C,pending,73.58125,2.0
70,47422.438,A,active,39.221134,2.0
58,50647.45,A,pending,43.557777,2.0
70,50455.758,A,active,41.209904,4.0
67,39032.777,A,active,41.108223,2.0
66,52671.26,C,pending,68.909485,2.0
66,51855.445,B,pending,49.498257,4.0
62,57267.51,A,pending,58.3835,4.0
53,50117.574,C,active,52.44976,2.0
58,43218.477,D,active,61.494858,5.0
68,45043.016,C,active,64.76828,5.0
55,54584.715,C,pending,55.216137,4.0
57,49441.8,D,active,62.09058,4.0
68,50460.402,A,pending,46.936516,3.0
75,41750.492,D,inactive,44.940434,2.0
64,56763.766,B,active,44.570007,2.0
66,56824.375,D,active,74.12281,4.0
68,44243.62,C,active,73.61652,3.0
65,44336.605,B,active,38.474358,2.0
56,44530.0,C,active,50.977177,2.0
66,48894.293,C,active,43.87731,4.0
68,46000.637,A,active,41.59376,3.0
63,53501.12,B,active,45.131214,4.0
54,44453.598,A,active,41.382378,3.0
72,48511.04,D,active,62.76359,4.0
63,47423.13,D,active,40.34413,4.0
68,48463.715,A,pending,60.92153,4.0
71,47498.066,A,active,59.773033,2.0
60,50248.63,C,pending,58.00324,4.0
59,53309.496,C,active,61.547607,3.0
67,55358.605,B,pending,39.86501,3.0
54,50180.742,D,active,57.07314,4.0
59,48591.58,D,pending,54.68877,2.0
70,51288.863,B,active,56.83691,2.0
58,51599.453,C,active,45.67043,2.0
52,47078.527,C,pending,53.177364,5.0
63,45361.02,B,active,34.904057,2.0
68,49502.273,D,pending,62.9688,5.0
69,53362.258,A,pending,59.382774,4.0
68,49559.695,A,active,52.303226,4.0
59,52914.51,C,active,53.032368,3.0
61,46178.35,D,active,52.313362,4.0
66,42230.49,C,active,52.538322,4.0
65,54021.04,A,active,44.15379,2.0
62,44726.043,A,active,52.05882,2.0
55,59482.5,A,active,44.778347,2.0
65,42255.355,D,active,50.79724,2.0
59,51294.34,D,active,41.157444,4.0
68,52306.816,D,active,71.66972,5.0
63,49228.957,A,active,49.225906,2.0
61,42877.883,A,pending,60.346256,3.0
65,55251.887,D,inactive,49.8346,4.0
71,51321.9,A,active,49.000904,2.0
58,47721.39,C,active,47.73062,2.0
66,42082.914,B,active,53.12387,2.0
66,43792.28,C,active,52.98043,4.0
62,47870.1,C,active,47.717598,3.0
65,40634.832,C,pending,52.621933,2.0
72,55703.613,D,active,57.615593,2.0
59,52451.027,A,active,61.906445,3.0
49,54107.113,D,active,51.38959,5.0
64,42996.01,C,active,72.07743,3.0
54,49577.37,D,active,55.814938,4.0
70,56673.332,C,active,72.275955,2.0
66,52500.406,B,active,50.384514,2.0
47,54349.52,D,pending,68.94454,4.0
70,44098.992,B,pending,52.04131,4.0
58,53750.6,C,active,62.845512,2.0
66,40774.46,C,pending,56.864384,2.0
60,47482.957,C,pending,54.006145,4.0
64,46047.438,C,pending,51.04419,4.0
69,43904.324,C,pending,55.1987,2.0
57,45117.527,C,pending,62.336475,2.0
47,48472.625,D,pending,56.304012,5.0
68,45625.72,D,pending,54.042004,4.0
68,41655.832,D,pending,58.237446,4.0
55,48018.348,D,active,65.244064,4.0
62,56043.63,A,active,56.05274,3.0
57,56413.035,A,pending,37.88528,2.0
67,52697.035,D,active,62.637627,3.0
70,48893.184,B,active,45.325974,5.0
73,59149.438,C,pending,67.39857,4.0
72,42876.23,D,pending,68.742935,2.0
59,49471.65,D,active,62.975365,5.0
53,54583.594,A,active,51.911087,2.0
60,41968.734,D,pending,52.353756,4.0
72,47756.37,D,pending,62.683292,2.0
67,45447.668,C,active,59.05896,2.0
68,41038.355,D,active,57.93711,2.0
67,52377.562,A,active,48.57425,3.0
55,49003.33,C,pending,53.48667,4.0
59,41383.766,A,pending,57.411736,3.0
69,46562.055,A,pending,51.653477,1.0
65,58786.484,D,active,65.41804,4.0
45,48868.6,B,active,54.563416,4.0
63,57333.496,B,active,34.714252,2.0
54,57227.367,A,active,56.897293,4.0
67,44701.918,C,pending,51.541298,2.0
65,50089.27,C,active,42.454098,2.0
53,45678.02,C,active,59.38651,3.0
65,52880.195,D,pending,54.75899,5.0
55,51434.367,D,active,63.21046,4.0
63,43816.555,A,pending,63.936058,2.0
60,55163.223,D,active,61.75255,4.0
63,54138.777,D,pending,67.293785,4.0
59,44867.527,A,active,46.470734,4.0
64,57151.04,B,active,39.568523,3.0
64,44891.445,D,active,58.156982,3.0
47,43869.87,B,active,43.40031,3.0
64,49742.387,D,active,56.723522,3.0
60,48369.39,C,active,63.75862,4.0
73,45166.473,D,pending,57.766792,2.0
54,47687.723,C,inactive,52.04641,2.0
64,44280.1,D,active,50.59058,3.0
72,42550.496,D,active,68.98396,4.0
54,48233.316,D,inactive,50.669193,2.0
66,51857.66,B,inactive,48.4394,2.0
69,57961.37,A,active,55.294865,5.0
65,61190.285,C,active,55.814648,2.0
64,43368.406,D,active,48.24887,4.0
55,50197.773,C,active,66.76544,2.0
56,45981.023,C,active,57.791553,2.0
53,44713.11,C,pending,61.42324,2.0
55,54940.777,D,active,45.276566,2.0
62,47502.973,C,active,56.486443,4.0
68,47514.58,D,active,57.27081,2.0
68,49874.008,A,active,43.71835,2.0
39,46641.426,A,active,46.78741,4.0
64,46292.832,D,pending,42.841225,4.0
49,42642.676,C,pending,43.995903,4.0
75,59101.867,D,active,68.79978,1.0
53,51600.168,D,active,45.63198,3.0
60,49282.63,C,active,62.93844,1.0
62,41300.72,C,active,63.007996,4.0
58,41957.387,D,pending,49.926666,3.0
64,47007.58,D,active,48.321133,2.0
72,51117.258,A,active,54.752674,4.0
64,50724.668,D,pending,45.34955,4.0
63,49146.902,D,active,68.155304,4.0
67,60996.477,D,active,60.900726,4.0
75,50044.008,D,active,37.182724,3.0
54,57362.188,D,inactive,57.171295,4.0
60,49475.043,C,active,66.4914,3.0
72,44286.41,D,pending,59.852005,4.0
55,51710.81,B,pending,54.358955,4.0
64,51025.81,B,active,64.19579,4.0
67,52575.957,D,active,65.33498,4.0
66,38691.516,B,active,46.54705,2.0
69,43410.312,D,active,57.629772,4.0
64,47072.836,C,active,60.671703,4.0
65,53058.434,C,active,66.40898,5.0
68,50983.125,A,active,38.4108,4.0
52,44297.254,A,active,59.682358,5.0
57,48841.87,C,inactive,70.49856,4.0
62,54634.55,D,pending,57.746704,4.0
66,47512.72,D,pending,54.09229,2.0
67,52843.86,C,active,70.57247,4.0
67,47559.582,B,active,52.86449,4.0
56,43383.734,A,active,47.90014,4.0
75,46918.676,C,inactive,41.406704,4.0
72,54175.277,D,inactive,64.67233,4.0
63,43201.7,D,active,57.653973,3.0
58,55136.984,D,active,46.863983,3.0
64,50849.977,C,active,57.3031,2.0
65,49114.91,A,active,64.15272,3.0
56,42035.258,A,active,51.49067,3.0
59,44658.887,D,active,64.49094,2.0
55,49729.99,C,active,58.115223,4.0
66,58200.492,D,active,50.9148,3.0
71,54628.805,D,pending,59.12511,4.0
57,56772.066,A,active,57.98725,3.0
68,46626.34,D,pending,40.473118,2.0
61,49636.688,A,active,50.64055,2.0
65,50873.055,C,pending,60.510544,5.0
70,50196.08,A,active,52.576042,2.0
63,50209.934,A,active,47.17616,3.0
66,49924.09,D,active,48.751938,4.0
66,43445.703,D,inactive,55.494194,2.0
62,47076.188,D,active,46.211773,5.0
72,48033.723,D,active,62.204,2.0
62,49242.84,A,pending,60.943134,4.0
56,50060.36,D,active,52.05609,5.0
64,44770.36,D,active,50.14692,4.0
58,47007.67,C,active,51.08426,2.0
66,56598.633,A,active,50.39461,1.0
53,45209.785,C,pending,69.19791,3.0
66,58615.484,D,active,56.045597,4.0
63,59132.773,D,active,40.170036,4.0
60,45941.324,A,pending,48.908424,2.0
69,56013.605,C,pending,74.468285,4.0
63,52785.027,C,active,47.110012,5.0
61,51939.695,C,active,65.13181,4.0
69,54161.23,C,active,58.29441,2.0
70,59723.69,D,active,59.44067,4.0
68,49812.04,D,active,42.225178,3.0
68,50531.355,C,active,53.005764,4.0
67,53841.29,C,active,65.596924,2.0
63,59838.242,A,active,66.740845,4.0
65,44046.76,C,pending,57.739204,4.0
74,49203.543,C,active,72.65625,4.0
60,51827.164,B,inactive,58.097965,3.0
47,53811.785,C,active,66.48801,1.0
60,50796.72,A,pending,48.259937,4.0
66,43487.316,D,pending,30.697212,2.0
61,42799.055,D,active,58.690052,4.0
63,52156.438,D,active,59.607147,2.0
76,45944.176,A,inactive,55.99587,2.0
66,48514.37,A,active,47.189587,3.0
65,51496.504,D,inactive,47.30754,4.0
70,49724.4,C,active,56.168488,2.0
63,43760.137,D,active,62.75281,4.0
66,54082.137,D,active,34.464237,3.0
64,41848.23,A,active,47.492783,2.0
56,48446.992,A,active,67.02455,4.0
70,56222.71,A,active,32.94771,3.0
54,49121.734,C,active,61.63026,5.0
69,42115.367,D,active,48.117012,2.0
66,51858.62,C,active,46.492615,5.0
68,53504.863,B,inactive,52.144474,2.0
66,45918.12,A,active,37.131237,2.0
62,50875.04,B,active,38.93748,2.0
66,46074.906,D,active,58.359745,4.0
63,44477.0,D,pending,55.358326,4.0
70,48729.074,C,pending,62.836292,3.0
67,48745.516,C,active,68.871216,2.0
68,44961.695,D,active,46.0748,4.0
61,50172.67,A,active,44.5236,2.0
60,53219.453,C,pending,63.951916,2.0
70,43859.758,B,active,54.245625,2.0
55,49270.45,A,pending,40.59863,4.0
63,44448.395,B,active,45.1762,5.0
67,50474.97,D,active,44.22173,4.0
68,44800.473,D,active,65.089386,2.0
64,45143.42,C,pending,51.62611,4.0
63,45331.285,B,active,50.40772,4.0
59,47632.05,D,active,50.80352,4.0
66,42795.508,D,pending,51.97073,2.0
58,52677.605,D,pending,51.583492,4.0
64,46600.277,D,active,48.400238,2.0
68,53772.266,B,pending,44.750988,2.0
71,44862.062,D,active,54.844193,2.0
54,47940.35,A,active,48.9253,1.0
69,41205.17,D,pending,66.18739,2.0
58,42030.867,D,pending,45.823143,2.0
62,48323.453,D,active,43.04782,4.0
56,40574.613,C,pending,59.724876,3.0
69,38251.33,D,active,46.70187,2.0
62,42507.67,D,pending,62.415504,5.0
60,49599.18,A,pending,50.74369,4.0
65,46121.66,B,pending,51.18592,2.0
67,50694.17,D,active,69.38018,2.0
67,56478.66,D,active,41.15762,5.0
64,49987.1,D,pending,63.73118,4.0
70,51707.945,B,pending,56.222755,2.0
74,44517.93,A,active,53.39187,4.0
56,46532.176,C,active,59.541977,4.0
