<<<<<<< Updated upstream
<<<<<<< Updated upstream
<<<<<<< Updated upstream
ISBSG_Project_ID,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Work_Effort,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Tools_Used,External_EEF_Data_Quality_Rating_B,Project_PRF_Application_Group_Business_Application_Infrastructure_Software,Project_PRF_Application_Group_Infrastructure_Software,Project_PRF_Application_Group_Mathematically_intensive_application,Project_PRF_Application_Group_MathematicallyIntensive_Application,Project_PRF_Application_Group_Missing,Project_PRF_Application_Group_RealTime_Application,Project_PRF_Development_Type_New_Development,Project_PRF_Development_Type_Redevelopment,Tech_TF_Development_Platform_MF,Tech_TF_Development_Platform_MR,Tech_TF_Development_Platform_Missing,Tech_TF_Development_Platform_Multi,Tech_TF_Development_Platform_PC,Tech_TF_Development_Platform_Proprietary,Tech_TF_Language_Type_3GL,Tech_TF_Language_Type_4GL,Tech_TF_Language_Type_5GL,Tech_TF_Language_Type_APG,Tech_TF_Language_Type_ApG,Tech_TF_Language_Type_Missing,Project_PRF_CASE_Tool_Used_Missing,Project_PRF_CASE_Tool_Used_No,Project_PRF_CASE_Tool_Used_Yes,Tech_TF_Architecture_Missing,Tech_TF_Architecture_Multitier,Tech_TF_Architecture_Multitier__Client_server,Tech_TF_Architecture_Multitier_with_web_interface,Tech_TF_Architecture_Multitier_with_web_public_interface,Tech_TF_Architecture_Stand_alone,Tech_TF_Architecture_Standalone,Tech_TF_Client_Server_Missing,Tech_TF_Client_Server_No,Tech_TF_Client_Server_Not_Applicable,Tech_TF_Client_Server_Yes,Tech_TF_DBMS_Used_No,Tech_TF_DBMS_Used_Yes
14374,2000,Banking,Banking;,Financial transaction process/accounting;,PL/I,192.0,M1,4386.0,4386,22.8,22.8,64.0,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
14376,1997,Service Industry,Community Services;,Missing,Access,1827.0,L,968.0,968,0.5,0.5,397.2,4.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
14378,1991,Communication,Communications;,Missing,NATURAL,103.0,M1,1362.0,1362,13.2,13.2,51.5,2.0,Missing,,Missing,2,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
14383,2000,Construction,Construction;,Financial transaction process/accounting;,Visual Basic,82.0,S,742.0,742,9.0,9.0,31.5,2.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
14386,1999,Government,Public Administration;,Missing,DELPHI,445.0,M2,1460.0,1460,3.3,3.3,44.5,10.0,Missing,,Missing,4,3.0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
14387,2007,Banking,Banking;,Financial transaction process/accounting;,COBOL,731.0,M2,3702.0,3702,5.1,5.1,66.5,11.0,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14391,2012,Logistics,Logistics;,Business Application;,Azure,894.0,M2,4769.0,4769,5.3,5.3,104.0,8.6,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14392,2004,Missing,Missing,Financial application area;,Missing,44.0,S,317.0,317,7.2,7.2,33.8,1.3,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
14393,2011,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,14.0,XS,14138.0,14138,1009.9,1009.9,0.8,18.0,51-60,57.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14394,2011,Insurance,Insurance;,"Calculation, quotation, insurance policy issue;",Adobe Flex,174.0,M1,1408.0,1498,8.1,8.6,14.5,12.0,9-14,9.0,Waterfall (incl Linear Processing & SSADM);,15,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
14399,2004,Missing,Missing,Missing,Missing,9.0,XXS,27.0,27,3.0,3.0,27.3,0.33,Missing,,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14401,2000,Manufacturing,Manufacturing;,Electronic Data Interchange;,Missing,22.0,XS,3178.0,3178,144.5,144.5,,,Missing,,Missing,4,4.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14406,2014,Communication,Telecommunications;,Online. eSales;,Missing,51.0,S,937.0,937,18.4,18.4,11.1,4.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
14407,2000,Wholesale & Retail,Wholesale & Retail Trade;,Transaction/Production System;,C++,,M2,2737.0,2737,,,,,Missing,,Missing,4,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14410,2005,Government,Government;,Management of Licences and Permits;,COOL:Gen,272.0,M1,3347.0,3347,12.3,12.3,20.9,13.0,Missing,,Missing,9,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14411,2013,Insurance,Insurance;,Unknown;,Missing,141.0,M1,3851.0,3851,27.3,27.3,17.4,8.1,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14416,2004,Missing,Missing,Financial application area;,Missing,176.0,M1,2323.0,2323,13.2,13.2,19.6,9.0,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
14419,2003,Communication,Communications;,Workflow support & management;,C++,492.0,M2,13912.0,13912,28.3,28.3,40.3,12.2,5-8,7.0,Missing,14,4.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14425,2015,Insurance,Insurance;,Unknown;,Missing,293.0,M1,1443.0,1443,4.9,4.9,101.0,2.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14426,1995,Utilities,Energy;,Utility;,DELPHI,69.0,S,521.0,521,7.6,7.6,5.7,12.1,1,1.0,Rapid Application Development (RAD);,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14431,2005,Banking,Banking;,Financial transaction process/accounting;,COBOL,33.0,S,6521.0,6521,197.6,197.6,,,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14433,1991,Manufacturing,Manufacturing;,Missing,PL/I,358.0,M2,,2533,,7.1,59.7,6.0,5-8,6.0,Missing,2,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
14438,2002,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;,Jam,368.0,M2,953.0,953,2.6,2.6,,,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14439,2005,Government,Government;,Management of Licences and Permits;,COOL:Gen,57.0,S,1810.0,1810,31.8,31.8,8.1,7.0,Missing,,Missing,9,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14441,1994,Professional Services,Computer Consultants;,Office Information System;,Missing,172.0,M1,225.0,225,1.3,1.3,17.2,10.0,Missing,,Missing,5,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
14450,2003,Insurance,Insurance;,Missing,PL/I,399.0,M2,3680.0,3680,9.2,9.2,30.7,13.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,2.0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14451,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,17.0,XS,7003.0,7003,411.9,411.9,1.1,15.0,31-40,39.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14452,2014,Insurance,Insurance;,Unknown;,PL/SQL,132.0,M1,1537.0,1537,11.6,11.6,26.4,5.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14453,2013,Insurance,Insurance;,Unknown;,PL/SQL,77.0,S,702.0,702,9.1,9.1,11.2,6.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14466,2014,Insurance,Insurance;,Unknown;,NATURAL,84.0,S,867.0,867,10.3,10.3,16.8,5.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14470,2002,Manufacturing,Manufacturing;,Customer billing/relationship management;CRM;,Visual Basic,2120.0,L,11830.0,11830,5.6,5.6,235.6,9.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
14471,1993,Medical & Health Care,Occupational Health and Safety;,Transaction/Production System;,Missing,805.0,M2,11045.0,11045,13.7,13.7,61.9,13.0,5-8,7.0,Joint Application Development (JAD);,6,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
14475,1999,Missing,Missing,Missing,C,194.0,M1,1069.0,1069,5.5,5.5,,,2,2.0,Missing,4,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14483,2014,Communication,Telecommunications;,Customer relationship management;,PL/SQL,67.0,S,995.0,995,14.9,14.9,15.2,4.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14484,2008,Government,Government;,Financial transaction process/accounting;,PL/I,235.0,M1,5548.0,5548,23.6,23.6,14.7,16.0,9-14,10.0,Missing,10,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14485,2004,Missing,Missing,Financial application area;,Java,78.0,S,484.0,484,6.2,6.2,26.0,3.0,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
14487,2004,Banking,Banking;,Financial transaction process/accounting;,Java,62.0,S,2407.0,3116,38.8,50.3,6.9,9.0,9-14,11.0,Missing,10,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
14489,1994,Government,Public Administration;,Transaction/Production System;,COBOL,,L,60823.0,60823,,,,12.0,Missing,,Multifunctional Teams;,5,9.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
14492,2013,Communication,Telecommunications;,Customer relationship management;,Visual Basic,130.0,M1,4813.0,4813,37.0,37.0,16.7,7.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14494,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,18.0,XS,1672.0,1672,92.9,92.9,0.8,24.0,51-60,52.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14499,1995,Insurance,Public Administration;Insurance;,Transaction/Production System;,NATURAL,2983.0,L,,32760,,11.0,124.3,24.0,Missing,,Missing,5,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14504,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,16.0,XS,4933.0,4933,308.3,308.3,1.6,10.0,31-40,33.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14505,2006,Communication,Telecommunication;,Missing,Missing,52.0,S,1616.0,1616,31.1,31.1,4.3,12.1,Missing,,Missing,3,0.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14509,2002,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;,"Shell, C",50.0,S,1556.0,1556,31.1,31.1,,,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14513,2007,Banking,Banking;,Financial transaction process/accounting;,COBOL,339.0,M2,6144.0,6144,18.1,18.1,21.1,16.1,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14514,2002,Banking,Banking;,Missing,PL/I,255.0,M1,14040.0,14040,55.1,55.1,19.6,13.0,15-20,20.0,Missing,3,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14518,2002,Manufacturing,Manufacturing;,Electronic Data Interchange;,Visual Basic,1694.0,L,6400.0,6400,3.8,3.8,155.4,10.9,5-8,8.0,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
14519,2015,Communication,Telecommunications;,Customer relationship management;,Missing,50.0,S,800.0,800,16.0,16.0,12.8,3.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14525,2010,Service Industry,Community Services;Government;Public administration;,Catalogue/register of things or events;,C#,695.0,M2,19606.0,19606,28.2,28.2,36.6,19.0,21-30,26.0,Agile Development;Scrum;,17,2.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14527,1999,Insurance,Insurance;,Financial transaction process/accounting;,Visual Basic,30.0,S,621.0,621,20.7,20.7,50.0,0.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
14528,2012,Communication,Telecommunications;,Customer relationship management;,Java,81.0,S,1128.0,1128,13.9,13.9,12.9,6.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14535,2009,Education,Education Institution;,Catalogue/register of things or events;Logistic or supply planning & control;,C#,483.0,M2,331.0,331,0.7,0.7,120.8,4.0,5-8,5.0,Agile Development;,14,2.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14543,2010,Manufacturing,Manufacturing;,Factory change programming;,Java,55.0,S,,416,,7.6,13.4,4.1,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
14544,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,4.0,XXS,1330.0,1330,332.5,332.5,0.5,8.0,15-20,20.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14545,2001,Communication,Communications;,Robot;,Missing,80.0,S,2054.0,2475,25.7,30.9,10.0,8.0,5-8,5.0,Rapid Application Development (RAD);,5,0.0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14549,2010,Manufacturing,Manufacturing;,Human Resources;,ABAP,48.0,S,,704,,14.7,20.9,2.3,Missing,,Missing,8,2.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14554,2011,Manufacturing,Manufacturing;,Production management;,Java,328.0,M2,,3958,,12.1,20.8,15.8,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
14559,2006,Missing,Missing,Financial transaction process/accounting;,Java,,XS,188.0,188,,,,1.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14560,2004,Missing,Missing,Financial application area;,Java,22.0,XS,128.0,128,5.8,5.8,14.7,1.5,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
14562,2015,Insurance,Insurance;,Customer relationship management;,.Net,162.0,M1,4700.0,4700,29.0,29.0,13.8,11.7,3-4,4.0,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
14564,2006,Manufacturing,Manufacturing;,Embedded system/real-time application;,Missing,,XXS,1420.0,1420,,,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14577,2011,Government,Government;,Website;,PHP,234.0,M1,291.0,291,1.2,1.2,78.0,3.0,3-4,4.0,Missing,3,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
14578,2004,Missing,Missing,Financial application area;,Java,77.0,S,470.0,470,6.1,6.1,18.3,4.2,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
14580,2007,Manufacturing,Manufacturing;,Financial transaction process/accounting;Logistic or supply planning & control;,C#,,Missing,22392.0,22392,,,,21.0,9-14,10.0,Missing,3,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14585,2014,Communication,Telecommunications;,Online. eSales;,Missing,137.0,M1,1873.0,1873,13.7,13.7,30.4,4.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
14588,2005,Banking,Banking;,System Software;,C++,,Missing,4704.0,5472,,,,6.2,9-14,10.0,Missing,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14589,2001,Insurance,Insurance;,Sales contact management;,ASP,67.0,S,1355.0,1355,20.2,20.2,13.4,5.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
14590,2015,Insurance,Insurance;,Financial transaction process/accounting;,COBOL,597.0,M2,5608.0,5608,9.4,9.4,72.8,8.2,5-8,5.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
14592,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,M1,1074.0,1074,,,,10.2,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14596,2014,Insurance,Insurance;,Unknown;,Missing,112.0,M1,280.0,280,2.5,2.5,80.0,1.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14597,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,8.0,XXS,10997.0,10997,1374.6,1374.6,0.3,27.0,61-70,64.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14598,2008,Communication,Communications;,Telecom & network management;,C,196.0,M1,3264.0,3264,16.7,16.7,21.8,9.0,5-8,7.0,Missing,17,2.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
14604,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,6.0,XXS,838.0,838,139.7,139.7,0.5,11.0,31-40,33.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14605,2005,Government,Government;,"Document management;Financial transaction process/accounting;Image, video or sound processing;",Visual Basic,364.0,M2,20664.0,37877,56.8,104.1,10.8,33.6,21-30,22.0,Missing,15,4.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14614,2010,Manufacturing,Manufacturing;,Providing management;,Java,161.0,M1,,820,,5.1,32.2,5.0,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
14621,2008,Service Industry,Food Processing;,Financial transaction process/accounting;Customer billing;,C++,23.0,XS,248.0,248,10.8,10.8,15.3,1.5,3-4,3.0,Agile Development;,15,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14630,2003,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,S,500.0,500,,,,3.4,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14631,2008,Insurance,Insurance;,Missing,COBOL,240.0,M1,1845.0,1845,7.7,7.7,44.4,5.4,Missing,,Missing,3,0.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
14632,2015,Communication,Telecommunications;,Online. eSales;,Missing,62.0,S,937.0,937,15.1,15.1,15.1,4.1,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
14637,2001,Missing,Missing,Missing,EJB,176.0,M1,1562.0,1562,8.9,8.9,53.3,3.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,1.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
14641,2005,Service Industry,Community Services;,Workflow support & management;,C#,235.0,M1,5374.0,5374,22.9,22.9,21.4,11.0,3-4,4.0,Missing,15,3.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14644,2010,Manufacturing,Manufacturing;,Factory reporting;,PHP,84.0,S,,1246,,14.8,12.0,7.0,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
