isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_missing,project_prf_application_group_real_time_application,external_eef_data_quality_rating_B,external_eef_data_quality_rating_C,external_eef_data_quality_rating_D,project_prf_development_type_New_Development,project_prf_development_type_Not_Defined,project_prf_development_type_Other,project_prf_development_type_POC,project_prf_development_type_Porting,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_ApG,tech_tf_language_type_Missing,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_relative_size_XXXL,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_interface,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
22069,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,C#,37.0,125.0,125.0,3.4,3.4,0.8500000000000001,3.1,1.5,12.0,2,2.0,6,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
22097,2000,Financial,"financial, property & business services",financial transaction process/accounting,PowerBuilder,358.0,980.0,980.0,2.7,2.7,0.8500000000000001,89.5,4.8,4.0,Missing,7.0,3,0,1,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
22129,1997,Banking,banking,management information system,PowerBuilder,121.0,1927.5,2372.0,11.0,19.6,0.8500000000000001,30.3,4.8,4.0,Missing,7.0,5,2,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22131,1994,Financial,revenue,missing,COBOL,1996.0,78472.0,78472.0,39.3,39.3,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,5,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
22135,2009,Banking,banking,financial transaction process/accounting,COBOL,1583.0,31163.0,31163.0,19.7,19.7,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22183,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,228.0,228.0,11.0,11.3,0.8500000000000001,28.6,4.8,2.1,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22185,2005,Banking,banking,financial transaction process/accounting,COBOL,15.0,1618.0,1618.0,107.9,107.9,0.8500000000000001,16.7,4.8,0.9,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22192,2007,Banking,banking,financial transaction process/accounting,COBOL,131.0,1549.0,1549.0,11.8,11.8,0.8500000000000001,18.2,4.8,7.2,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22238,1999,Banking,banking,sales contact management,PL/I,395.0,703.0,703.0,1.8,1.8,0.8500000000000001,30.4,4.8,13.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
22262,2007,Banking,banking,financial transaction process/accounting,COBOL,83.0,9282.0,9282.0,111.8,111.8,0.8500000000000001,8.3,4.8,10.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22265,2006,Banking,banking,financial transaction process/accounting,COBOL,72.0,2503.0,2503.0,34.8,34.8,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22286,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,156.0,156.0,11.0,11.3,0.8500000000000001,28.6,4.8,5.3,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22296,2009,Banking,banking,financial transaction process/accounting,COBOL,161.0,2782.0,2782.0,17.3,17.3,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22302,2007,Financial,"financial, property & business services; government",financial transaction process/accounting,C#,125.0,694.0,694.0,5.6,5.6,0.0,20.8,5.2,6.0,3-4,4.0,11,2,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22308,2001,Banking,banking,software for machine control,C,29.0,79.0,79.0,2.7,2.7,0.8500000000000001,4.8,4.8,6.0,Missing,7.0,3,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
22338,1994,Banking,banking,transaction/production system,C++,1326.0,14698.0,14938.0,11.1,11.3,0.8,28.6,4.8,6.7,21-30,25.0,6,8,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
22370,2005,Banking,banking,financial transaction process/accounting,COBOL,30.0,1271.0,1271.0,42.4,42.4,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22410,2003,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,146.0,146.0,11.0,11.3,0.8500000000000001,28.6,4.8,3.9,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22427,2007,Banking,banking,financial transaction process/accounting,COBOL,118.0,3649.0,3649.0,30.9,30.9,0.8500000000000001,8.9,4.8,13.2,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22453,2005,Banking,banking,financial transaction process/accounting,COBOL,1600.0,16851.0,16851.0,10.5,10.5,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22507,1995,Banking,banking,transaction/production system,COBOL,499.0,10613.0,10613.0,21.3,21.3,0.8500000000000001,16.6,2.4,30.0,5-8,7.0,5,8,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
22549,2006,Banking,banking,financial transaction process/accounting,FOCUS,446.0,3564.0,3564.0,8.0,8.0,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22579,1994,Financial,revenue,missing,COBOL,404.0,844.0,844.0,2.1,2.1,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,5,1,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
22583,2004,Banking,banking,financial transaction process/accounting,COBOL,79.0,2218.0,2218.0,28.1,28.1,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22604,2000,Banking,banking,personnel system,PL/I,152.0,6294.0,6294.0,41.4,41.4,0.8500000000000001,12.6,4.8,12.1,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
22675,2004,Financial,"financial, property & business services",data warehouse; financial transaction process/accounting,Missing,174.0,306.0,306.0,11.0,11.3,0.8500000000000001,28.6,4.8,0.4,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22699,2000,Financial,"financial, property & business services",executive information system,Oracle,174.0,5191.0,5191.0,11.0,11.3,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,4,2,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22712,2005,Banking,banking,web-based application,Visual Basic,46.0,150.0,172.0,3.3,3.7,0.0,46.0,9.2,1.0,5-8,5.0,2,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22842,2009,Financial,"financial, property & business services",financial transaction process/accounting,PL/I,90.0,5831.0,5831.0,64.8,64.8,0.8500000000000001,22.5,2.8,4.0,5-8,8.0,13,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
22857,1994,Financial,"financial, property & business services",transaction/production system,Missing,94.0,720.0,720.0,7.7,7.7,0.8500000000000001,15.7,4.8,6.0,Missing,7.0,4,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
22908,2008,Banking,banking,financial transaction process/accounting,COBOL,67.0,6722.0,6722.0,100.3,100.3,0.8500000000000001,1.8,4.8,36.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22958,2000,Banking,banking,executive information system,Visual Basic,174.0,7388.0,7388.0,11.0,11.3,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,4,4,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22991,2002,Banking,banking,missing,C++,176.0,5484.0,5484.0,31.2,31.2,0.0,19.6,2.0,9.0,9-14,10.0,3,4,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
23002,2001,Financial,"financial, property & business services",financial transaction process/accounting,Missing,61.0,782.0,782.0,12.8,12.8,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23009,2003,Banking,banking,financial transaction process/accounting,COBOL,182.0,4304.0,4304.0,23.6,23.6,0.0,15.2,3.8,12.0,3-4,4.0,13,2,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
23063,2005,Banking,banking,financial transaction process/accounting,COBOL,80.0,2949.0,2949.0,36.9,36.9,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23066,2000,Banking,banking,financial transaction process/accounting,MAPPER,44.0,326.0,326.0,7.4,7.4,0.8500000000000001,27.5,4.8,1.6,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23091,1993,Financial,revenue collection,missing,Missing,174.0,92500.0,83250.0,11.0,11.3,0.8500000000000001,28.6,4.8,24.0,Missing,7.0,1,1,0,0,0,0,1,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
23092,2007,Banking,banking,financial transaction process/accounting,Java,170.0,3724.0,3724.0,21.9,21.9,0.8500000000000001,21.3,4.8,8.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23093,2007,Banking,banking,financial transaction process/accounting,COBOL,960.0,14205.0,14205.0,14.8,14.8,0.8500000000000001,36.6,4.8,26.2,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23096,2005,Banking,banking,financial transaction process/accounting,COBOL,20.0,924.0,924.0,46.2,46.2,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23120,2001,Banking,banking,financial transaction process/accounting,PL/I,40.0,119.0,119.0,3.0,3.0,0.8500000000000001,6.7,4.8,6.0,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23161,2001,Banking,banking,financial transaction process/accounting,HLL/WB,100.0,2237.0,2237.0,22.4,22.4,0.8500000000000001,22.7,4.8,4.4,Missing,7.0,3,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
23173,1996,Banking,"agriculture, forestry, fishing, hunting; banking",management information system,CLIPPER,135.0,2652.0,2652.0,19.6,19.6,22.2,28.6,4.8,6.7,Missing,7.0,4,2,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
23196,2003,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,500.0,500.0,11.0,11.3,0.8500000000000001,28.6,4.8,3.3,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23232,1993,Financial,"financial, property & business services",missing,PL/I,58.0,67.0,107.0,1.2,1.8,0.8500000000000001,29.0,7.3,2.0,3-4,4.0,2,1,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
23250,2005,Banking,banking,financial transaction process/accounting,COBOL,23.0,2938.0,2938.0,127.7,127.7,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23341,2004,Banking,banking,financial transaction process/accounting,COBOL,108.0,4103.0,4103.0,38.0,38.0,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23356,1994,Financial,"financial, property & business services",transaction/production system,COBOL,1481.0,7876.0,8549.0,5.3,5.8,0.0,185.1,37.0,8.0,5-8,5.0,5,7,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
23385,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,133.0,133.0,11.0,11.3,0.8500000000000001,28.6,4.8,3.6,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23415,2002,Financial,"financial, property & business services",financial transaction process/accounting,COBOL,182.0,547.0,547.0,3.0,3.0,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23425,2010,Banking,banking,missing,.Net,5667.0,50457.0,50457.0,8.9,8.9,0.8500000000000001,497.1,4.8,11.4,Missing,7.0,2,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23434,2004,Banking,banking,financial transaction process/accounting,COBOL,54.0,980.0,980.0,18.1,18.1,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23437,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,2069.0,2069.0,11.0,11.3,0.8500000000000001,28.6,4.8,23.5,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23445,2006,Banking,banking,financial transaction process/accounting,AppBuilder,123.0,2987.0,2987.0,24.3,24.3,0.8500000000000001,1.4,4.8,85.2,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23459,2004,Banking,banking,missing,COBOL,830.0,6053.0,6053.0,7.3,7.3,0.8500000000000001,37.7,4.8,22.0,Missing,7.0,3,2,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23488,2004,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,5049.0,5049.0,11.0,11.3,0.8500000000000001,28.6,4.8,5.4,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23489,2001,Financial,"financial, property & business services",financial transaction process/accounting,Java,1024.0,17321.0,17321.0,16.9,16.9,0.8500000000000001,128.0,4.8,8.0,Missing,7.0,3,0,1,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23512,2003,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,174.0,224.0,224.0,11.0,11.3,0.8500000000000001,28.6,4.8,3.6,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23561,2002,Financial,"financial, property & business services",financial transaction process/accounting,Missing,53.0,159.0,159.0,3.0,3.0,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23565,2002,Financial,"financial, property & business services",financial transaction process/accounting,Missing,87.0,1652.0,1652.0,19.0,19.0,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23587,1993,Financial,"financial, property & business services",management information system,RALLY,260.0,1117.0,1306.0,4.3,5.0,0.8500000000000001,37.1,4.8,7.0,Missing,7.0,5,2,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
23610,2004,Banking,banking,financial transaction process/accounting,COBOL,104.0,1900.0,1900.0,18.3,18.3,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23643,2001,Banking,banking,financial transaction process/accounting,HLL/WB,24.0,209.0,209.0,8.7,8.7,0.8500000000000001,12.0,4.8,2.0,Missing,7.0,3,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
23690,2005,Banking,banking,client server,Visual Basic,590.0,1228.0,1697.0,2.1,2.9,0.8500000000000001,268.2,26.8,2.2,9-14,10.0,2,0,1,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
23768,1995,Financial,"financial, property & business services",transaction/production system,NATURAL,130.0,1939.0,1939.0,14.9,14.9,0.0,13.0,4.8,10.0,Missing,7.0,5,4,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
23772,2006,Banking,banking,financial transaction process/accounting,Java,427.0,11701.0,11701.0,27.4,27.4,0.8500000000000001,28.6,4.8,6.7,Missing,7.0,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23861,2013,Banking,banking,business application,Visual Basic,103.0,580.0,580.0,5.6,5.6,0.0,41.2,4.8,2.5,Missing,7.0,2,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23884,2009,Banking,banking,management or performance reporting,ASP.Net,48.0,960.0,960.0,20.0,20.0,0.8500000000000001,24.0,8.0,2.0,3-4,3.0,2,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
