isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,process_pmf_docs,tech_tf_tools_used,project_prf_max_team_size,project_prf_application_group_Infrastructure_Software,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_New_Development,project_prf_development_type_Not_Defined,project_prf_development_type_POC,project_prf_development_type_Re_development,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_ApG,tech_tf_language_type_Missing,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes,project_prf_team_size_group_Missing
28332,2005,Financial,finance,executive information system,PowerBuilder,948.6282,2326,4159,0.8777553,0.8428815,96.85096,4.711425,4,1,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
17980,2003,Financial,"financial, property & business services",transaction/production system,Missing,638.3081,3912,1087,16.497574,11.381511,36.756767,10.843523,6,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29581,2004,Banking,"financial, property & business services",missing,Visual Basic,572.6441,1690,1517,9.225366,8.958438,61.438442,2.785357,4,3,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
25333,2007,Financial,finance,sales contact management,Java,236.0212,125,161,23.581514,24.726233,28.307446,4.0497804,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20504,1997,Financial,"financial, property & business services",client server; financial transaction process/accounting,PL/I,466.84067,4813,4536,9.803206,6.2073793,93.84211,2.4523785,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
10581,1999,Banking,"financial, property & business services",transaction/production system,COBOL,145.00781,7182,10163,91.55066,97.5974,19.63206,9.818592,5,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
14387,1998,Financial,"financial, property & business services",management information system,Java,18.960928,124,178,4.9539757,5.083924,36.145554,0.63665074,1,0,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
25231,1999,Banking,banking,office information system,NATURAL,2.5113819,140,45,33.808712,40.03074,3.7304146,1.2363064,4,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
26168,2001,Financial,"financial, property & business services",missing,COBOL,338.54318,16800,13574,26.58124,31.222315,31.644068,6.3365617,6,0,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
19829,2004,Financial,"financial, property & business services",sales contact management,Shell,57.17293,773,754,37.154625,38.593086,31.404821,2.0270715,2,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
10176,2001,Banking,banking,missing,COBOL,154.23375,3897,2304,7.2492833,5.258898,15.135316,8.141532,6,2,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
28851,2005,Banking,banking,client server; financial transaction process/accounting,C++,690.49384,6580,8584,10.914338,12.827208,7.933517,19.438074,2,1,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
19829,2000,Financial,"financial, property & business services",accounting system,VisualAge,8.32963,79,117,5.273613,7.6017103,2.448464,2.5414314,8,4,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
17859,2003,Financial,"financial, property & business services",surveillance and security,TIBCO,470.02707,53,209,0.45371073,0.18141799,37.267826,6.0401177,4,3,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
22583,2008,Financial,"financial, property & business services",transaction/production system,PL/I,330.79694,344,337,6.886559,8.718603,38.189686,0.5787678,3,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
30840,2000,Financial,"financial, property & business services",electronic data interchange,Oracle,102.2656,237,244,15.006763,9.198928,13.539926,4.0946264,2,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10682,1998,Banking,banking,management information system,Missing,545.9859,10589,14371,10.15429,13.245,116.750465,6.222603,5,9,,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False
21854,1995,Financial,"financial, property & business services",management information system,Missing,540.92816,2712,3156,1.811108,1.1522216,79.00598,3.592794,2,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
16888,2007,Banking,"financial, property & business services",client server; financial transaction process/accounting,Missing,139.13098,1010,2821,24.686998,17.575111,10.682036,13.297452,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
10908,2010,Banking,"financial, property & business services",client server; financial transaction process/accounting,HLL/WB,8.06541,2222,1091,114.25011,92.59626,16.513079,0.7875394,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
15191,2003,Banking,"financial, property & business services",data warehouse; financial transaction process/accounting,PL/I,2070.6997,15099,18698,28.02867,31.563154,153.89388,4.4214973,9,3,,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10925,2005,Financial,"financial, property & business services",automated customer statements,VisualAge,262.0819,424,588,4.041943,4.742342,45.137184,5.066712,4,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
16313,1994,Financial,"financial, property & business services",surveillance and security,Missing,806.111,11523,20180,25.477581,35.445686,44.50642,28.028275,3,11,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
21496,2001,Banking,banking,client server; financial transaction process/accounting,Missing,360.14264,2352,2533,9.099131,6.7564583,53.327297,7.631926,2,0,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
11760,2005,Financial,"financial, property & business services",business application,PL/I,11.528645,30,23,22.2843,21.469288,2.9626522,3.4570942,5,6,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
27909,2010,Financial,"financial, property & business services",web-based application,Java,28.057589,704,379,39.451157,37.830933,10.247325,1.9456404,6,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False
14509,2000,Financial,"financial, property & business services",client server; financial transaction process/accounting,PL/I,233.40758,428,148,4.7937965,4.001322,60.040344,2.6569548,3,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
26363,1998,Financial,"financial, property & business services",client server; financial transaction process/accounting,COBOL,315.08557,11074,9827,21.679848,21.550974,25.63658,3.6539328,4,2,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
20430,2005,Financial,"financial, property & business services",missing,.Net,46.967487,894,991,51.383106,51.802425,16.55904,1.7005143,1,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
23489,2000,Financial,"financial, property & business services",customer billing/relationship management,Missing,114.335815,2316,1573,18.69866,10.62241,19.902575,5.3499675,2,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
28589,2000,Banking,"financial, property & business services",client server; financial transaction process/accounting,Java,452.51743,56,84,0.45531496,0.25081632,24.68605,9.978122,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False
23437,2006,Financial,"financial, property & business services",transaction/production system,PL/I,398.12314,6863,4429,8.309121,7.0569444,17.850245,16.973394,5,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20430,1997,Banking,"financial, property & business services",data warehouse; financial transaction process/accounting,C++,284.13977,3890,5433,3.7409494,5.4980145,29.74928,4.9058433,9,13,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False
32379,2002,Banking,"financial, property & business services",data warehouse; financial transaction process/accounting,C++,1126.5652,8431,17491,15.532951,21.791794,100.311615,6.7340264,3,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
13664,1999,Financial,"banking; financial, property & business services",office information system,MAPPER,79.378815,1251,820,32.520767,24.028038,27.569838,2.1636193,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False
27537,1996,Financial,"financial, property & business services",office information system,Missing,15.182208,8032,8304,78.76112,95.56985,0.5732513,21.61301,6,5,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
22265,1997,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,425.5037,8609,8923,18.30882,17.306026,33.50362,13.431984,4,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
15092,2006,Financial,finance,client server; financial transaction process/accounting,PL/I,164.27588,263,163,10.721685,8.834198,28.388668,7.9610786,3,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15329,2000,Banking,banking,data warehouse; financial transaction process/accounting,Access,113.00536,144,129,11.637112,17.337143,24.446535,4.744866,4,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23356,2006,Financial,"financial, property & business services",office information system,Java,1440.8553,22531,22680,32.280178,28.506353,148.4122,6.0466294,4,0,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
24023,2006,Banking,"financial, property & business services",transaction/production system,COBOL,42.06917,634,1005,15.847717,21.185875,1.8601118,12.463688,7,5,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14431,2008,Banking,"financial, property & business services",mobile application,Missing,43.087746,3445,5194,65.85859,71.55149,1.1003501,3.987709,1,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
10232,1998,Financial,"financial, property & business services",management information system,Oracle,712.10815,1325,1826,5.657891,6.290082,162.01463,0.9547218,2,4,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
11181,2005,Financial,"financial, property & business services",transaction/production system,Oracle,40.771046,184,65,21.61266,21.734032,6.563183,7.6638823,4,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False
15038,2004,Banking,"financial, property & business services",office information system,PL/I,750.9696,6322,9441,13.047303,16.742569,61.046307,11.150257,3,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
22097,1998,Banking,"financial, property & business services",management information system,PowerBuilder,682.673,10794,15897,25.637754,30.949408,137.15002,4.904765,6,5,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
27970,2011,Banking,banking,client server,Java,313.4352,83,38,1.5260515,0.8871263,20.003702,14.745357,5,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
12720,1995,Banking,"financial, property & business services",missing,C++,329.9923,3529,4835,0.9814438,0.9360279,103.7342,10.123272,1,6,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False
22958,2001,Banking,banking,management information system,COBOL,166.07863,1108,1635,18.75718,16.95779,24.052607,6.398946,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22579,2000,Financial,"financial, property & business services",surveillance and security,NATURAL,466.83817,457,432,11.824369,13.306986,133.84264,1.9514222,4,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
17144,2008,Financial,"financial, property & business services",management information system,Missing,80.60359,373,714,7.593408,10.993829,22.304525,7.510573,4,0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
15957,2002,Financial,"financial, property & business services",data warehouse; financial transaction process/accounting,C++,77.416115,396,621,17.44384,20.178942,21.903149,3.9321063,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
23096,1994,Financial,"financial, property & business services",client server; financial transaction process/accounting,C#,43.767746,1521,1316,19.602062,22.720558,54.623917,3.227233,1,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
29569,1996,Financial,"financial, property & business services",web-based application,COBOL,32.83471,233,52,5.1526084,5.403471,21.142788,3.8991008,1,0,,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False
28431,2003,Banking,"financial, property & business services",surveillance and security,Java,84.98674,411,356,6.0690613,8.684616,25.883173,1.5005275,3,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
30606,2003,Banking,"financial, property & business services",client server; financial transaction process/accounting,C++,279.87396,1673,1475,2.1957426,3.3195283,22.412823,7.179638,5,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18577,2006,Financial,"financial, property & business services",office information system,Missing,228.04958,2904,1971,27.57001,26.542385,60.4787,1.4982564,1,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
28283,2003,Banking,"financial, property & business services",missing,COBOL,463.50394,4942,4622,21.478075,24.43875,89.601395,7.237134,1,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21487,2006,Financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,397.91214,2524,4261,8.954959,10.131038,40.311504,9.397244,6,4,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
20641,1999,Financial,"financial, property & business services",missing,"Shell, C",449.9163,1706,1519,10.661834,14.160305,91.56458,5.692104,6,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False
16725,2002,Banking,"financial, property & business services",business application,Java,140.37364,1149,2957,16.10761,16.357006,9.326681,4.333961,4,0,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
26256,2001,Banking,banking,office information system,COBOL,58.992146,7653,5070,49.458874,52.890617,11.053117,6.125271,4,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
27917,2001,Banking,banking,management information system,Missing,481.80212,715,576,2.7895687,4.3714547,44.73462,10.141141,8,6,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
23232,1998,Financial,"financial, property & business services",management information system,Java,87.64028,246,999,3.7964072,5.8459563,89.34188,2.0015032,3,8,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
19455,2001,Banking,"financial, property & business services",client server; financial transaction process/accounting,COBOL,56.512383,51,183,6.603501,7.2368865,52.54795,0.29837185,2,0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False
31076,2002,Banking,banking,client server; financial transaction process/accounting,.Net,970.3905,6549,12250,22.705925,23.415585,57.825195,23.11647,6,11,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
19829,2000,Financial,"financial, property & business services",missing,PowerBuilder,329.46155,7329,13422,33.094986,31.626799,90.1685,16.828976,2,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
13695,2002,Banking,banking,management information system,PL/I,207.61697,2093,3209,11.306629,12.159905,19.346128,19.023285,4,3,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
19135,2009,Banking,banking,client server; financial transaction process/accounting,C,145.43384,2869,2588,10.669319,12.350401,16.31645,5.5426226,7,2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
22549,2002,Banking,banking,"job, case, incident, project management",C,1187.0553,7363,8133,8.548466,7.074382,151.72543,14.196026,6,11,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False
32564,2004,Banking,banking,missing,COBOL,316.27554,1590,2219,38.397224,29.147312,36.369118,5.3194113,8,1,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
23096,1996,Banking,banking,missing,Missing,50.43269,536,296,36.417393,26.99597,4.132766,10.803303,3,0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
29552,2001,Financial,revenue,data warehouse; financial transaction process/accounting,Java,584.1282,874,818,4.567796,4.2541447,34.189545,15.027446,5,4,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
13295,2004,Financial,finance,client server; financial transaction process/accounting,Missing,86.6554,69,67,1.3019028,1.8192428,0.533409,9.6822195,4,0,,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31011,2010,Banking,"financial, property & business services",management information system,C#,988.74054,12144,9680,4.6136966,4.3603916,138.35483,7.7983027,3,1,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False
13667,2009,Banking,banking,client server; financial transaction process/accounting,C#,67.10095,738,523,5.828955,5.0680423,11.290216,5.7903924,2,0,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
24579,2000,Financial,"financial, property & business services","job, case, incident, project management",AppBuilder,54.569824,103,168,6.0924582,6.760222,11.9044285,2.4344003,2,2,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
18988,2007,Financial,"financial, property & business services",software for machine control,ABAP,348.0236,1310,942,16.126743,14.73572,27.298529,16.683664,5,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
16701,2004,Banking,"financial, property & business services",office information system,Java,151.05255,20,54,0.83906054,1.422817,123.1681,0.1,1,0,,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30609,2012,Banking,banking,office information system,NATURAL,128.82738,12531,13788,45.803364,47.363018,53.285225,6.7066436,2,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False
14989,2011,Financial,"financial, property & business services",transaction/production system,Missing,94.448166,591,410,10.880956,9.734867,26.717682,1.5871813,4,0,,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
28558,2003,Financial,"financial, property & business services",customer billing/relationship management,Access,904.87384,3825,4169,8.409889,8.169705,163.57227,3.5744762,2,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20628,1998,Banking,"financial, property & business services",office information system,Missing,302.13254,5366,4539,39.172375,40.171665,92.19786,3.4811683,4,0,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False
17964,2004,Banking,"financial, property & business services",office information system,COBOL,614.2623,2845,5564,6.038744,7.058585,27.917973,19.555805,3,0,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
18584,2004,Financial,"financial, property & business services",surveillance and security,TELON,753.4014,8317,10159,7.22457,9.956421,36.05745,21.251865,3,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
11148,1994,Financial,"financial, property & business services",cards and payments,"Shell, C",499.6249,5298,8484,11.030147,14.691657,25.769033,18.841864,4,11,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
