isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
19363,B,2014,Medical & Health Care,public sector,Business Application,online analysis and reporting,Enhancement,MR,5GL,Oracle,301.0,L,2550,2176,3.1,4.2,,451.5,,1.2,41-50,,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
13784,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,XXS,10,10,48.1,47.7,,0.2,,8.3,1,,No,agile development,Yes,14,Stand alone,,,,,,,Yes,1,,,,,,,,1.0,,,,,,,"Canada, dollar",
23552,A,2009,Utilities,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,business application,New Development,PC,3GL,JavaScript,279.0,M2,12377,7466,25.8,27.8,1.0,89.8,62.1,6.1,61-70,35.0,Yes,agile development; iterative,Yes,7,Multi-tier with web public interface,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,5.0,2.0,7.0,,,,4.0,,,8.0,0.0,0.0,,"United States, dollar",
26608,B,2013,Service Industry,all industry organization types,Business Application,content management system; dynamic website,Enhancement,MR,4GL,.Net,130.0,S,653,293,5.9,6.8,10.0,78.4,,6.1,,9.0,No,agile development,Yes,6,,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
32692,B,2013,Government,government,Business Application,surveillance and security,New Development,PC,3GL,JavaScript,257.0,M1,3638,2692,2.8,3.4,,122.6,154.1,3.0,,6.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
26861,D,2012,Wholesale & Retail,education institution,Infrastructure Software,hospital information system,New Development,PC,3GL,C++,451.0,S,7840,4166,14.9,16.6,,191.7,,2.7,3-4,27.0,Yes,agile development,Yes,16,Multi-tier with web public interface,No,web/html browser,,,,Web,Yes,0,,0.0,,,,,,22.0,,2.0,,0.0,0.0,,"Canada, dollar","Yes 10,000"
14345,B,2013,Government,government,Business Application,surveillance and security,Enhancement,,3GL,.Net,28.0,S,3478,2301,37.4,39.1,,0.3,2.4,11.7,1,3.0,Yes,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,,,,,,77892.0,"European, euro",
31969,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,14.0,XXS,235,241,5.8,6.6,3.1,3.3,15.8,8.2,1,2.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,0.0,103779.0,"Canada, dollar",
11801,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,Proprietary Agile Platform,274.0,S,15424,9094,18.8,19.5,,60.3,31.7,6.3,,9.0,Yes,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,0.0,,,15.0,,0.0,,"European, euro",
21837,A,2011,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,business application,Re-development,PC,3GL,.Net,48.0,M1,1351,1560,41.9,41.8,,3.9,1.4,7.2,3-4,,Yes,agile development; joint application development (jad); multifunctional teams,Yes,1,Multi-tier with web public interface,,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,,,,,,,,,18.0,,0.0,1.0,,"Canada, dollar","Yes 10,000"
27333,D,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,surveillance and security,New Development,PC,3GL,.Net,346.0,XXS,4647,3362,4.1,5.3,,34.3,29.9,18.9,1,2.0,Yes,agile development; extreme programming (xp); imes oom; iterative; rapid application development (rad); timeboxing; unified process,Yes,12,Stand alone,Yes,,,,,,Yes,3,,,,,,,,1.0,,1.0,,0.0,0.0,382406.0,"Canada, dollar",
11497,B,2011,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,17.0,S,18,50,0.7,0.8,27.4,0.5,0.3,12.1,1,2.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,0.0,2.0,,,,,,,0.0,,0.0,,,"European, euro",
22347,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,4.0,XXS,23,13,13.0,13.4,0.7,0.3,,6.2,1,,Yes,agile development,Yes,2,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,238659.0,"European, euro",
27970,B,2013,Government,government,Business Application,content management system; dynamic website,Enhancement,,3GL,Oracle,258.0,M1,666,461,6.8,7.9,,118.8,190.5,3.9,1,2.0,Yes,agile development,Yes,19,,,,,,,Web,Yes,0,,,,,,,,,,,,,,,"European, euro",
29471,A,2010,Utilities,consumer goods,Infrastructure Software,student & tests management,Re-development,PC,3GL,Proprietary Agile Platform,421.0,L,6674,4195,11.5,13.0,,236.3,87.0,4.5,61-70,,Yes,agile development,Yes,13,Multi-tier with web public interface,No,data entry & validation; data retrieval & presentation; device/equipment interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,0.0,,,,,,4.0,,1.0,,0.0,1.0,,"European, euro","Yes 10,000"
12664,B,2011,Service Industry,medical and health care,Business Application,electronic data interchange,Enhancement,PC,3GL,Java,10.0,M1,28,24,5.5,6.4,17.0,6.0,0.9,4.7,2,8.0,Yes,agile development,Yes,16,Multi-tier with web public interface,Yes,,,,,Web,,0,,,,,,,,,,,,,0.0,52102.0,"European, euro",
29310,B,2012,Service Industry,"education institution; electricity, gas, water; ieee",Infrastructure Software,business application,Enhancement,Proprietary,3GL,.Net,361.0,L,6925,4383,26.0,26.2,,56.2,,10.0,3-4,,Yes,agile development,Yes,2,Multi-tier with web public interface,,,,,,Web,Yes,0,,,2.0,,,,,,,,,,,431721.0,"European, euro",
19161,B,2011,Government,government,Business Application,automated data acquisition,Enhancement,PC,3GL,.Net,15.0,S,124,144,14.7,,,1.8,,4.2,5-8,4.0,Yes,agile development,Yes,2,,,,,,,Web,Yes,0,,,,0.0,,,,,,24.0,23.0,,,,"European, euro",
23552,B,2014,Government,government,Business Application,security/authentication,Enhancement,Proprietary,3GL,Oracle,53.0,S,1123,413,18.4,20.2,,52.4,,3.2,5-8,,Yes,agile development,Yes,15,Multi-tier with web public interface,,web/html browser,,,,Web,,0,,6.0,,,,,,,,,14.0,,,109097.0,"European, euro",
23319,B,2009,Government,government,Business Application,content management system; dynamic website,New Development,PC,3GL,Proprietary Agile Platform,249.0,S,7384,5139,9.9,11.0,12.5,13.4,5.9,16.3,,,Yes,agile development,Yes,1,Multi-tier with web public interface,,web/html browser,html/web server; security/authentication,,,Web,Yes,0,,,,,,,,0.0,,,,0.0,0.0,,"European, euro",
19859,D,2011,Electronics & Computers,information technology,Business Application,analysis management,New Development,,3GL,Java,428.0,L,787,868,0.5,0.6,,245.5,147.4,3.4,9-14,25.0,Yes,agile development; extreme programming (xp); imes oom; iterative; rapid application development (rad); timeboxing; unified process,Yes,20,Multi-tier with web public interface,Yes,web public interface,,,,Web,,0,,,4.0,,,,,22.0,,,,0.0,,,"United States, dollar",
11497,A,2012,Wholesale & Retail,"education institution; electricity, gas, water; ieee",Business Application,complex process control; workflow support & management,New Development,PC,3GL,Proprietary Agile Platform,63.0,M2,2450,1687,34.1,37.2,,,109.0,0.8,2,,Yes,agile development,Yes,11,Stand alone,No,,,,,,Yes,0,,,1.0,,,,,,,,31.0,0.0,1.0,,"United States, dollar","Yes 10,000"
21837,B,2014,Education,government,Business Application,catalogue/register of things or events; logistic or supply planning & control,Enhancement,PC,3GL,.Net,143.0,S,253,170,6.4,7.9,,68.2,116.1,,,4.0,Yes,agile development,Yes,20,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,0.0,0.0,98821.0,"Canada, dollar","Yes 10,000"
14319,B,2012,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,101.0,M1,259,248,0.9,1.1,,5.9,,15.6,1,2.0,No,agile development,Yes,3,Stand alone,,,,,,,Yes,0,,3.0,,,,,,,,,16.0,,,211639.0,"European, euro",
11278,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,Oracle,3.0,S,91,162,42.3,41.2,5.6,0.6,0.3,11.6,,,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,0.0,,,"European, euro",
26608,B,2009,Service Industry,education institution,Business Application,surveillance and security,New Development,PC,3GL,.Net,11.0,M1,10,11,1.4,1.6,,5.4,8.5,11.0,,3.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,Yes,0,,,,1.0,,,,,3.0,,31.0,,,,"United States, dollar",
29221,B,2012,Banking,government,Business Application,customer billing; financial transaction process/accounting,Enhancement,PC,3GL,Java,211.0,M2,954,540,5.9,6.7,37.7,,46.1,4.1,5-8,,Yes,agile development,Yes,9,Multi-tier with web public interface,Yes,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,,,,,,,,,1.0,,,0.0,,"European, euro","Yes 10,000"
20465,B,2010,Banking,"education institution; electricity, gas, water; ieee",Business Application,surveillance and security,Enhancement,MR,3GL,Proprietary Agile Platform,22.0,M1,1088,861,57.7,56.4,,0.6,0.6,13.1,,12.0,Yes,agile development,Yes,1,,,,,,,Web,,0,,,,5.0,,,,,,,,,,,"European, euro",
20465,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,221.0,S,1114,907,1.3,1.6,55.2,9.1,10.4,18.5,1,2.0,Yes,agile development,Yes,11,Stand alone,,,,,,,Yes,2,,,,,,,,,,,,0.0,0.0,,"European, euro",
30367,D,2012,,surveillance & security,Business Application,clinical archive,Enhancement,,3GL,Proprietary Agile Platform,195.0,M1,1453,1035,6.0,7.3,,138.2,,5.8,,6.0,Yes,agile development,Yes,13,Multi-tier with web public interface,Yes,web/html browser,database server; html/web server,,,Web,Yes,0,,,1.0,,,,,,,,,,,,"European, euro",
20465,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,5.0,S,12,14,7.8,8.6,,0.3,0.4,14.2,1,2.0,No,agile development,Yes,15,Stand alone,,,,,,,Yes,2,,,,,,,,,,,,,,119358.0,"European, euro",
30029,B,2011,Government,food processing,Business Application,customer billing/relationship management,New Development,PC,3GL,Proprietary Agile Platform,53.0,M1,81,71,8.8,8.9,7.9,28.8,,2.9,9-14,4.0,Yes,agile development,Yes,3,Multi-tier with web public interface,,web/html browser,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
32010,D,2011,Medical & Health Care,medical and health care,Business Application,catalogue/register of things or events,Enhancement,PC,3GL,Java,208.0,,133,235,1.0,1.3,,197.6,,4.8,,4.0,Yes,agile development; personal software process (psp); unified process,Yes,20,,No,,,,,Web,Yes,0,,,0.0,,,,,,4.0,0.0,,0.0,0.0,,"European, euro","Yes 10,000"
11801,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,46.0,S,2946,2412,25.4,26.9,,1.3,,11.5,,4.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,0.0,,,,0.0,0.0,139490.0,"European, euro",
23839,B,2011,Service Industry,surveillance & security,Business Application,business application,Enhancement,,3GL,Proprietary Agile Platform,101.0,M1,1383,1061,9.1,10.0,1.0,8.0,21.6,10.3,5-8,,Yes,agile development,Yes,1,Client server,,,,,,Web,,0,,6.0,,,,,,,11.0,,,,,,"European, euro",
32296,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,51.0,M1,816,390,3.8,5.0,0.0,27.1,,3.7,9-14,3.0,Yes,agile development,Yes,20,,,data entry & validation; data retrieval & presentation; run a computer-human interface; security; web/html browser,,,,,Yes,0,,,,6.0,,,,4.0,7.0,,,,0.0,116122.0,"European, euro",
30029,A,2009,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,11.0,XXS,3757,2681,48.9,,,0.2,,19.0,1,4.0,Yes,agile development,Yes,1,Stand alone,No,data entry & validation; data retrieval & presentation; run a computer-human interface; security; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,3,,,,,,,,1.0,,,,1.0,0.0,,"Canada, dollar",
14335,B,2008,Electronics & Computers,all industry organization types,Business Application,customer relationship management,Enhancement,MR,3GL,C++,1061.0,L,24718,12577,7.6,9.0,3.8,222.4,,4.1,61-70,36.0,Yes,agile development,Yes,7,Multi-tier with web public interface,Yes,data entry & validation; data retrieval & presentation; device/equipment interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,8.0,,,,,4.0,4.0,,,,0.0,,"European, euro",
31166,B,2013,Banking,government,Business Application,catalogue/register of things or events,New Development,PC,3GL,Oracle,5.0,S,9,9,0.5,0.5,,0.7,9.6,10.4,1,2.0,Yes,agile development,Yes,5,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,,"European, euro",
30029,B,2013,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,103.0,S,13956,7403,87.8,,1.2,6.2,3.6,11.7,,5.0,Yes,agile development,Yes,15,,,business logic or rule processing; database server; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,,,,,,0.0,,,9.0,,1.0,,"European, euro",
17275,B,2011,,"financial, property & business services",Business Application,catalogue/register of things or events; logistic or supply planning & control,Re-development,PC,3GL,Java,34.0,M2,51,94,11.2,11.5,,,,2.1,9-14,,Yes,agile development,Yes,1,Multi-tier with web public interface,,web public interface,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
32010,B,2008,Utilities,education institution,Infrastructure Software,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",New Development,Proprietary,3GL,C++,147.0,,13504,10618,30.0,31.8,5.5,49.2,,7.8,61-70,39.0,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,,,,,,5.0,,18.0,,,,,"European, euro",
31166,B,2013,Government,government,Business Application,analysis management,Enhancement,PC,3GL,Java,291.0,M1,664,491,0.8,1.0,,151.7,105.8,2.2,1,,Yes,agile development,Yes,4,,,,,,,Web,Yes,0,,,,,,,,,,0.0,,,,,"European, euro","Yes 10,000"
15558,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,4.0,XXS,212,118,34.0,33.1,1.5,3.9,,4.6,1,3.0,No,agile development,Yes,2,Stand alone,,,,,,,Yes,1,,0.0,,,,,,5.0,,,,,,,"European, euro",
11497,B,2013,Electronics & Computers,"education institution; electricity, gas, water; ieee",Business Application,auditing management,Enhancement,MR,3GL,Proprietary Agile Platform,101.0,M1,12413,7938,106.3,107.2,0.0,69.3,,0.8,3-4,25.0,Yes,agile development; personal software process (psp); unified process,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
30367,B,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,26.0,S,291,193,1.0,1.2,173.9,2.0,0.4,18.5,1,2.0,No,agile development,Yes,18,Stand alone,,,,,,Web,Yes,1,,,,,,,,0.0,,,8.0,,,,"Canada, dollar",
23265,D,2007,Manufacturing,"education institution; electricity, gas, water; ieee",Business Application,data or database management,New Development,PC,3GL,Proprietary Agile Platform,611.0,L,11581,7313,3.5,4.4,,245.6,58.8,9.4,9-14,,Yes,agile development; extreme programming (xp); imes oom; iterative; rapid application development (rad); timeboxing; unified process,Yes,5,Multi-tier with web public interface,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,,,,Web,Yes,0,,,,,,,,2.0,,,,,1.0,,"Canada, dollar",
23265,A,2012,Service Industry,government,Business Application,idm,New Development,PC,3GL,Oracle,81.0,M1,1586,1247,24.7,26.8,,58.5,6.2,8.4,5-8,8.0,Yes,agile development; iterative,Yes,18,Stand alone,Yes,web/html browser,,,,Web,Yes,0,,2.0,,,,,,22.0,,1.0,,0.0,2.0,,"European, euro","Yes 10,000"
10572,B,2011,Financial,"education institution; electricity, gas, water; ieee",Business Application,content management system; dynamic website,New Development,Proprietary,3GL,Proprietary Agile Platform,127.0,M2,18987,12284,71.6,72.7,,58.6,2.1,3.5,2,39.0,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,,database server; html/web server,,,Web,Yes,0,,0.0,2.0,,,,,,,,,0.0,1.0,86463.0,"European, euro",
26585,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,4.0,XXS,23,30,9.1,10.1,66.4,0.2,,18.0,1,2.0,Yes,agile development,Yes,2,Stand alone,,data entry & validation; data retrieval & presentation; web/html browser,,,,,Yes,2,,,,,,,,,,,,,,100072.0,"European, euro",
16039,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,16.0,S,174,107,2.2,2.6,,8.7,29.4,2.7,,4.0,No,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,,,,,,,"European, euro",
23839,B,2014,Banking,"education institution; electricity, gas, water; ieee",Business Application,content management system; dynamic website,Enhancement,Proprietary,3GL,.Net,317.0,S,578,429,1.2,1.5,,77.6,129.9,12.7,1,2.0,Yes,agile development,Yes,3,Client server,,,,,,Web,,0,,,,,,,,,8.0,,,,,,"European, euro",
14535,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,33.0,S,72,131,0.6,0.6,22.5,3.0,2.7,11.2,1,2.0,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,18.0,,,,"European, euro",
23265,B,2013,Service Industry,government,Business Application,business application,Enhancement,,3GL,.Net,109.0,S,4565,2934,26.6,28.7,,35.5,121.8,4.3,,7.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,4.0,,,,,,,,,0.0,129591.0,"European, euro","Yes 10,000"
32725,B,2015,Government,"education institution; electricity, gas, water; ieee",Business Application,business application,Enhancement,PC,3GL,.Net,32.0,S,11,10,1.0,1.2,0.0,52.8,109.1,0.8,1,2.0,Yes,agile development,Yes,20,Stand alone,,,,,,,,0,,,0.0,,,,,,,,32.0,,,58025.0,"Canada, dollar","Yes 10,000"
30029,B,2011,Government,medical and health care,Business Application,project management,New Development,Multi,3GL,.Net,440.0,S,13669,7388,9.5,10.4,12.2,38.1,51.9,14.2,,7.0,Yes,agile development,Yes,1,,,,,,,Web,,0,,0.0,,,,,,,,,,,,,"European, euro",
30367,B,2009,Government,"education institution; electricity, gas, water; ieee",Business Application,online analysis and reporting,Enhancement,PC,3GL,Oracle,27.0,M1,488,771,16.6,17.8,,0.6,,16.7,,5.0,Yes,agile development,Yes,6,Stand alone,Yes,business logic or rule processing; database server; run a computer-human interface,,,,Web,Yes,0,,5.0,,11.0,,,,2.0,,24.0,,0.0,0.0,,"European, euro",
27063,B,2013,Electronics & Computers,"education institution; electricity, gas, water; ieee",Infrastructure Software,idm,Enhancement,PC,3GL,ABAP,48.0,M2,10116,6647,51.5,52.9,0.0,144.1,,0.7,61-70,,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,2.0,,4.0,,,0.0,,"European, euro","Yes 10,000"
15723,B,2011,Electronics & Computers,transport & storage,Business Application,catalogue/register of things or events,Enhancement,MR,3GL,.Net,471.0,,12292,7389,4.2,5.3,,184.2,,3.8,41-50,12.0,Yes,agile development,Yes,3,Multi-tier with web public interface,Yes,,database server; html/web server,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
11738,B,2010,Banking,government,Infrastructure Software,surveillance and security,Enhancement,PC,3GL,.Net,3.0,S,13,21,10.8,12.8,,0.2,0.3,15.4,,3.0,Yes,agile development,Yes,2,Stand alone,Yes,,,,,Web,Yes,1,,,4.0,,,,,,,,,,,,"European, euro",
11801,C,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,surveillance and security,Enhancement,PC,3GL,.Net,40.0,S,1078,872,13.6,15.5,3.9,0.6,,17.5,1,2.0,Yes,agile development; personal software process (psp); unified process,Yes,20,Stand alone,No,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,6,,,1.0,,,,,1.0,,4.0,,0.0,12.0,203730.0,"European, euro",
26034,B,2013,Banking,government,Business Application,content management system; dynamic website,Enhancement,Multi,3GL,Proprietary Agile Platform,125.0,M1,82,75,0.7,0.7,3.1,165.1,52.6,2.1,1,,No,agile development,Yes,1,,,,,,,,,0,,,,,,,,,,,,,,150633.0,"European, euro",
25415,A,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,44.0,S,376,391,20.7,22.6,,,7.1,9.4,1,2.0,Yes,agile development; multifunctional teams,Yes,18,,Yes,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,0,,,,,,,,,,4.0,,,0.0,265104.0,"European, euro","Yes 10,000"
14325,D,2011,Utilities,community services; institutions eg. kindergartens,Business Application,security/authentication,Enhancement,Proprietary,3GL,ABAP,869.0,XL,17734,9959,9.6,,,533.8,264.5,1.2,61-70,,Yes,agile development,Yes,20,Multi-tier with web public interface,No,data entry & validation; data retrieval & presentation; device/equipment interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,6.0,3.0,,,,,5.0,,,,0.0,3.0,,"Canada, dollar",
26861,B,2012,Banking,government,Business Application,business application,Enhancement,PC,3GL,.Net,27.0,M1,228,333,3.9,4.7,,3.6,27.6,11.2,1,2.0,Yes,agile development; unified process,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,177877.0,"European, euro",
14325,B,2010,Government,"education institution; electricity, gas, water; ieee",Business Application,complex process control; workflow support & management,Enhancement,Proprietary,3GL,.Net,30.0,S,79,143,3.6,4.1,,16.5,,7.5,1,8.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,6.0,,,,,,,,,,94918.0,"European, euro",
30621,A,2007,Education,medical and health care,Business Application,customer relationship management,Re-development,Proprietary,4GL,PL/I,1655.0,XL,10217,5352,0.7,0.8,,737.1,,5.1,5-8,,Yes,agile development; personal software process (psp); unified process,Yes,9,Multi-tier with web public interface,,data entry & validation; data retrieval & presentation; web/html browser,,,,Web,,0,,,,5.0,,,,,,,,,,,"United States, dollar",
11278,A,2009,Electronics & Computers,transport & storage,Business Application,catalogue/register of things or events,New Development,Proprietary,3GL,Java,321.0,M2,14312,8366,60.0,60.3,2.6,32.9,,8.8,2,33.0,Yes,agile development,Yes,6,Multi-tier with web public interface,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,,,,,,,,3.0,4.0,,1.0,0.0,55499.0,"European, euro",
25559,B,2011,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,6.0,S,168,190,26.5,27.9,0.2,0.3,0.3,15.8,,3.0,Yes,agile development,Yes,6,,Yes,,database server; html/web server,,,,Yes,1,,0.0,8.0,,,,,,,,,0.0,0.0,227966.0,"European, euro",
11801,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,XXS,11,12,17.4,17.5,2.0,0.2,,5.3,1,3.0,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,,"European, euro",
30029,B,2014,Government,government,Business Application,airport management,Enhancement,PC,3GL,.Net,80.0,M1,332,249,2.1,2.9,0.0,305.4,18.3,1.7,3-4,3.0,Yes,agile development,Yes,9,,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation,,,,,Yes,0,,0.0,5.0,,,,,,,4.0,5.0,,,,"European, euro","Yes 10,000"
26585,B,2011,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,Proprietary Agile Platform,179.0,M1,1383,689,2.0,2.5,,25.7,11.0,8.9,,2.0,Yes,agile development,Yes,13,Stand alone,,,,,,,Yes,1,,,,,,,,,7.0,,,,0.0,,"European, euro",
29310,D,2012,Government,government,Business Application,content management system; dynamic website,New Development,PC,3GL,Oracle,443.0,M2,1692,1144,2.8,3.5,,153.3,47.1,3.9,5-8,,Yes,agile development,Yes,20,Stand alone,Yes,web/html browser,,,,,Yes,1,,,8.0,,,,,1.0,,2.0,,0.0,1.0,,"European, euro",No
29221,B,2009,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,web-based application,Re-development,PC,3GL,.Net,314.0,M1,330,295,0.5,0.6,,11.0,,18.7,,2.0,Yes,agile development; personal software process (psp); unified process,Yes,16,Client server,Yes,web/html browser,,,,Web,Yes,1,,0.0,,,,,,,,2.0,,0.0,0.0,,"European, euro",
