age,income,category,status,score,region_code
64,54414.652,C,pending,45.851776,4.0
64,51167.37,D,active,48.09424,1.0
61,48019.207,D,active,53.57209,5.0
66,65400.223,A,active,44.177532,3.0
70,50443.203,A,pending,59.308914,3.0
67,58844.203,C,inactive,58.623676,4.0
61,46258.562,C,inactive,55.79379,4.0
70,56794.64,D,pending,59.988407,3.0
72,49502.336,C,pending,56.034306,1.0
65,50334.824,D,pending,58.0154,5.0
61,59446.53,D,inactive,43.604042,3.0
63,61317.66,D,active,53.083656,4.0
49,55352.785,D,inactive,58.044617,3.0
70,60363.09,D,inactive,38.30689,1.0
65,46129.1,A,pending,47.647858,4.0
53,53811.656,D,pending,61.854687,3.0
69,63040.746,D,inactive,44.070293,3.0
62,54280.348,D,inactive,64.470245,3.0
72,62721.555,C,inactive,54.10941,3.0
63,55890.465,D,inactive,56.493263,1.0
61,56289.086,A,active,57.361393,3.0
67,54050.625,D,pending,51.47159,1.0
67,54303.74,C,pending,42.62875,1.0
70,40593.08,D,pending,53.71991,4.0
53,52248.65,D,pending,66.74877,3.0
75,59149.363,D,pending,28.68063,5.0
73,56875.914,A,pending,60.52984,3.0
60,54937.4,D,pending,37.207108,3.0
70,58539.223,D,inactive,48.580345,1.0
68,50474.43,C,active,42.323643,4.0
64,53315.02,D,pending,51.38367,4.0
66,44612.15,D,active,34.78625,1.0
56,50952.023,A,pending,58.242096,3.0
67,58830.78,D,pending,67.23636,1.0
68,57332.695,D,pending,62.049633,2.0
71,61897.707,D,pending,71.91783,1.0
67,53729.75,B,pending,56.994713,3.0
56,54015.457,D,pending,53.786465,1.0
67,53384.133,D,pending,37.151127,3.0
67,48842.887,B,inactive,57.66902,1.0
59,52703.066,D,active,50.440456,1.0
65,56379.28,D,pending,67.62991,1.0
59,62186.766,A,inactive,59.099003,4.0
65,57484.13,B,active,46.114674,3.0
50,45357.965,B,pending,50.095985,4.0
71,63357.547,D,pending,64.008835,5.0
67,59616.477,D,pending,56.17609,5.0
64,54510.98,A,active,36.23784,3.0
67,49536.73,D,pending,61.23142,1.0
63,46666.746,A,inactive,52.829304,3.0
67,59717.66,D,pending,54.89284,2.0
68,52223.086,D,active,55.938187,1.0
64,57570.734,D,inactive,62.38005,1.0
65,45832.617,A,pending,64.677055,4.0
57,54376.816,D,active,46.679333,1.0
74,64206.758,C,inactive,43.103874,3.0
57,52325.14,B,inactive,61.47017,3.0
61,45971.1,D,inactive,48.33496,4.0
68,54368.69,B,active,59.65592,1.0
62,54972.156,D,pending,56.691395,1.0
63,54786.684,A,inactive,54.727856,1.0
59,56170.19,A,pending,46.14226,4.0
62,55671.844,D,pending,46.68885,4.0
56,55519.082,D,pending,57.255928,5.0
67,52470.92,C,pending,58.98621,4.0
57,51527.254,D,inactive,60.241943,3.0
68,45775.887,B,pending,51.535603,4.0
48,54650.67,D,pending,61.721977,1.0
67,61723.65,A,inactive,59.768074,1.0
70,54366.496,D,inactive,35.549404,4.0
64,46335.293,A,active,37.330475,1.0
59,51169.465,D,pending,56.130325,1.0
63,51927.344,D,inactive,48.27714,3.0
67,61311.785,D,inactive,53.21709,1.0
61,51651.89,D,active,55.578526,1.0
56,49089.26,D,pending,46.5693,4.0
62,58849.953,C,inactive,69.79357,1.0
63,48538.98,D,pending,59.036995,4.0
57,58674.074,D,active,37.291393,3.0
57,43027.785,A,pending,45.510605,4.0
52,52073.945,B,inactive,44.10534,4.0
70,48140.29,B,pending,42.22368,3.0
63,55007.773,C,pending,45.303856,2.0
54,51251.887,D,pending,40.039825,4.0
64,59721.957,D,pending,62.35328,1.0
61,58944.62,D,pending,56.859673,4.0
68,63587.867,B,inactive,48.22442,5.0
71,54819.56,D,inactive,61.396255,3.0
63,57022.473,D,pending,49.184025,1.0
64,56461.418,B,inactive,50.79722,5.0
63,58133.56,C,pending,47.713245,2.0
61,45532.7,A,inactive,47.281887,3.0
56,58466.51,A,pending,49.51958,4.0
54,55752.145,D,pending,53.308567,3.0
71,61316.18,B,pending,58.497986,4.0
61,53233.41,D,pending,59.346085,3.0
69,55993.734,D,inactive,46.467556,4.0
54,47906.742,D,active,52.807903,4.0
67,54692.547,C,pending,39.81819,1.0
53,55242.027,D,pending,59.90855,3.0
65,57774.758,D,pending,45.984024,1.0
68,56211.84,C,pending,60.351665,4.0
65,51548.82,D,active,45.59589,3.0
55,49306.863,D,inactive,50.082405,1.0
60,56556.97,D,inactive,54.24563,1.0
62,54653.656,D,pending,47.92472,1.0
50,46516.785,D,pending,51.27759,1.0
62,60826.168,C,inactive,58.769245,1.0
61,58025.586,D,pending,62.627342,4.0
50,52702.61,D,inactive,62.520725,3.0
67,50499.152,C,pending,58.202713,1.0
66,54769.453,C,pending,46.230858,1.0
51,52415.97,C,pending,53.57419,3.0
69,43723.387,D,inactive,53.56176,4.0
48,52261.78,C,inactive,57.538837,4.0
54,47725.04,C,pending,63.09319,1.0
64,61782.49,C,inactive,52.357937,4.0
67,50923.387,D,pending,52.243664,4.0
68,60891.355,D,inactive,55.431355,3.0
65,59805.78,C,active,55.397804,1.0
71,44833.285,D,inactive,62.637096,3.0
68,51107.18,D,pending,49.912037,4.0
67,53949.027,A,pending,51.179253,1.0
68,58276.38,D,pending,65.66596,4.0
66,52033.758,A,inactive,49.301323,5.0
50,49081.8,D,inactive,47.550854,3.0
64,57815.832,D,pending,55.75869,1.0
34,54173.137,D,pending,56.86748,4.0
61,56304.695,D,inactive,43.200623,5.0
69,60064.54,B,pending,45.726482,1.0
63,55879.21,C,pending,59.86272,3.0
61,62389.113,D,inactive,49.399982,4.0
56,55190.71,B,active,61.29439,4.0
61,45734.492,D,active,64.61622,3.0
66,52804.082,A,pending,54.66798,1.0
70,61541.42,A,pending,45.890026,4.0
60,45435.11,B,pending,51.343933,4.0
66,60616.426,B,pending,54.7128,1.0
70,55028.18,C,active,64.67819,2.0
68,44814.594,C,inactive,56.2346,4.0
52,59232.023,C,pending,58.440197,4.0
51,52902.625,D,inactive,55.743057,5.0
68,55223.91,C,inactive,55.76481,3.0
65,56519.97,C,inactive,58.651134,1.0
73,61847.594,D,pending,55.362625,4.0
67,53787.99,D,pending,65.955635,4.0
63,54891.17,C,pending,59.38721,1.0
70,52283.715,A,pending,59.18153,1.0
66,62263.914,C,pending,52.38256,4.0
57,55794.055,C,pending,50.558372,4.0
60,61347.555,D,pending,55.7978,1.0
63,53901.395,D,active,43.646755,1.0
70,45650.62,D,pending,59.862164,3.0
70,57896.125,D,pending,53.953037,3.0
60,52259.914,C,active,55.278194,3.0
57,49375.77,D,pending,58.821003,4.0
66,57027.773,D,pending,48.448044,4.0
54,60154.492,D,pending,45.721413,4.0
64,38963.664,D,active,61.00836,1.0
54,48215.45,D,pending,51.37172,1.0
69,56091.24,C,inactive,57.6268,4.0
66,54014.207,D,pending,65.515045,1.0
72,56528.832,A,pending,65.07718,1.0
69,54502.42,D,inactive,50.485527,3.0
65,56472.324,D,inactive,60.399937,3.0
69,58561.26,D,pending,61.418564,4.0
73,40888.375,D,inactive,51.246243,5.0
67,50588.535,D,pending,64.65636,5.0
72,59897.1,A,active,47.792274,1.0
67,51105.457,B,active,44.440918,1.0
58,54807.387,C,active,56.45272,1.0
66,57716.605,D,inactive,69.84817,1.0
67,57446.168,D,pending,57.110012,4.0
58,48905.41,D,pending,52.168648,1.0
62,59116.297,A,inactive,58.26064,1.0
64,63478.78,D,pending,60.74903,4.0
46,44771.85,A,active,62.526485,3.0
57,48866.125,A,inactive,67.557106,3.0
65,60979.027,D,pending,69.89257,3.0
65,62334.52,D,pending,60.840866,3.0
60,56003.645,B,pending,44.36406,1.0
63,54880.47,D,pending,50.467815,4.0
64,49785.22,B,active,54.82627,1.0
70,44201.477,D,pending,54.296757,1.0
67,52847.887,A,inactive,34.91649,1.0
50,45080.324,C,inactive,56.697914,4.0
65,50847.875,A,pending,53.842068,3.0
66,43856.652,D,inactive,43.892063,1.0
57,61195.004,D,inactive,37.294468,3.0
65,57795.94,A,pending,48.980667,1.0
50,49846.04,C,inactive,53.54454,5.0
60,54859.066,C,pending,55.05533,3.0
61,55689.945,D,pending,43.94178,4.0
50,55889.938,D,pending,57.506714,3.0
65,51679.23,C,pending,51.332115,4.0
66,55395.38,D,pending,42.184914,4.0
61,59436.5,D,inactive,49.435238,4.0
67,56914.594,B,active,51.72652,1.0
69,58614.1,D,active,40.067192,4.0
64,58673.023,B,inactive,62.205296,1.0
68,55437.73,D,inactive,65.89372,3.0
58,54761.055,D,pending,55.193176,4.0
53,58702.336,D,pending,59.42158,5.0
72,55862.418,A,inactive,59.97421,4.0
68,52661.01,D,pending,66.745766,3.0
64,62506.562,D,inactive,54.3975,4.0
59,57584.92,D,inactive,57.194027,5.0
68,54806.645,C,active,71.783516,1.0
72,39217.95,A,active,49.580894,3.0
40,53483.766,D,active,49.282227,4.0
63,46257.137,D,pending,40.56386,4.0
66,59925.695,B,inactive,59.202873,4.0
72,58406.938,D,pending,60.562157,5.0
66,62549.965,B,active,47.82451,3.0
68,43969.02,C,pending,63.71809,4.0
72,63827.027,B,pending,65.17544,1.0
60,57665.19,D,inactive,54.044453,3.0
66,52131.703,D,pending,64.884315,1.0
67,57132.082,C,pending,54.62543,1.0
55,57249.016,C,pending,55.94527,1.0
52,54448.95,D,inactive,57.904556,3.0
68,55373.703,C,active,38.108208,3.0
73,58914.062,D,pending,59.853466,5.0
70,59999.496,C,pending,57.569805,5.0
69,55297.586,C,active,55.099617,3.0
66,52347.77,D,pending,49.34511,4.0
65,58131.293,C,inactive,48.080795,3.0
52,50492.44,D,pending,64.63041,3.0
71,53617.64,A,pending,64.5246,1.0
71,49127.64,D,pending,48.202103,4.0
70,59177.95,D,inactive,37.122177,4.0
62,55238.836,D,active,56.75253,1.0
70,53371.582,A,active,45.511948,1.0
52,48094.117,A,pending,66.32479,4.0
57,58424.918,D,pending,62.447376,1.0
60,59583.844,D,pending,52.692814,4.0
59,45058.406,B,inactive,55.99969,5.0
71,64306.273,D,pending,59.124084,3.0
58,62865.99,A,pending,42.86239,2.0
69,61888.26,C,pending,64.593216,3.0
64,53844.176,A,inactive,38.856632,1.0
65,52920.254,B,inactive,55.035477,5.0
65,50263.55,B,pending,61.111855,2.0
48,40113.27,A,active,54.67986,4.0
60,55385.953,A,pending,46.63169,2.0
55,45249.176,A,active,45.706837,4.0
66,63673.2,C,inactive,41.205517,4.0
69,60365.895,C,inactive,46.19469,3.0
69,48664.234,D,pending,56.076622,1.0
59,52553.426,A,pending,48.393303,5.0
61,56778.887,D,inactive,67.960106,3.0
60,49590.266,A,pending,63.577873,3.0
63,51609.242,A,pending,54.571327,4.0
53,54284.816,D,pending,60.322563,1.0
65,55974.773,D,pending,55.6566,1.0
73,52987.25,A,pending,43.14035,3.0
68,55329.324,B,active,49.981266,4.0
67,62437.914,B,active,55.446346,1.0
66,51792.285,D,pending,60.54309,5.0
56,56667.297,C,inactive,46.48338,4.0
46,46555.457,A,pending,45.53186,1.0
60,54314.266,D,pending,33.142952,4.0
73,43145.03,A,inactive,40.011425,1.0
61,50680.188,C,inactive,51.459484,5.0
66,55720.152,B,pending,64.69458,1.0
58,47628.562,D,pending,55.64169,3.0
65,56422.496,A,inactive,48.553905,5.0
60,47725.234,B,inactive,72.40612,1.0
59,54968.62,D,pending,39.69541,1.0
67,55017.21,A,active,43.753654,1.0
59,58880.605,D,inactive,63.23685,2.0
61,44986.195,D,pending,62.58485,3.0
55,48471.89,D,pending,50.242516,4.0
61,54173.383,D,inactive,45.703194,1.0
49,57904.242,D,pending,71.33027,4.0
62,56516.258,C,pending,51.86836,1.0
66,61702.773,D,pending,63.59148,5.0
65,61997.21,D,pending,55.210636,5.0
61,56686.3,D,pending,60.980873,1.0
63,45775.465,A,pending,52.43807,4.0
56,54478.523,D,pending,44.298767,3.0
62,52374.08,A,pending,59.93369,1.0
67,51731.33,B,pending,45.401554,1.0
57,44782.445,D,pending,54.22397,4.0
67,57897.297,D,pending,33.65049,4.0
38,53788.945,D,active,49.132587,3.0
60,59362.93,B,pending,62.213165,5.0
69,64266.098,C,pending,59.507862,4.0
72,59370.793,C,pending,64.045586,3.0
60,49372.832,D,active,34.913704,4.0
65,53512.285,C,pending,39.47058,1.0
67,53954.234,B,pending,48.412853,1.0
54,60760.09,D,pending,39.83799,4.0
63,59337.137,B,inactive,43.876614,3.0
61,58087.668,D,pending,59.754673,5.0
66,52558.945,D,inactive,53.191437,4.0
68,51761.71,A,pending,32.61425,1.0
60,54210.793,B,pending,55.68595,1.0
62,48840.477,D,pending,61.27841,4.0
64,58739.03,D,inactive,53.499256,3.0
65,55022.004,D,pending,58.33886,4.0
52,53559.727,A,inactive,32.17961,4.0
67,49078.047,D,inactive,53.50919,3.0
65,57010.727,D,pending,46.54694,3.0
62,57590.11,A,inactive,62.169247,3.0
67,58849.996,C,inactive,57.207474,1.0
63,62533.9,D,inactive,57.65632,3.0
63,58359.43,D,inactive,68.46558,1.0
74,63202.914,D,inactive,65.427895,5.0
68,54737.02,C,pending,63.412296,3.0
65,63885.39,D,pending,47.97249,2.0
62,43764.188,C,active,63.048405,1.0
64,57965.35,B,pending,61.501553,4.0
62,55710.984,D,active,41.63869,1.0
56,43257.22,B,pending,62.712124,3.0
64,60184.58,D,pending,47.297432,4.0
61,55289.582,C,active,48.049377,1.0
71,57076.367,D,inactive,49.35077,4.0
64,48763.03,C,pending,51.79505,4.0
51,58101.145,D,pending,51.190624,4.0
63,45039.55,D,pending,48.224438,3.0
65,61319.945,C,pending,59.89835,1.0
65,56704.48,C,inactive,32.671112,4.0
63,54790.09,D,pending,63.305714,3.0
66,50820.83,C,inactive,51.422314,2.0
68,61616.527,D,inactive,52.07536,1.0
64,47648.617,B,pending,66.09114,4.0
67,60784.484,D,pending,52.292683,1.0
46,58689.543,B,pending,63.05971,1.0
60,46085.473,D,inactive,61.55093,5.0
55,50769.58,D,pending,52.373077,4.0
69,61945.793,B,pending,42.057625,1.0
68,60861.38,D,pending,45.17328,5.0
69,60096.215,D,pending,44.15997,5.0
62,56372.977,D,inactive,47.61734,4.0
73,51865.88,C,inactive,65.21733,4.0
62,46230.113,B,active,54.397095,1.0
71,59246.64,D,inactive,60.691063,1.0
71,55721.04,C,active,43.609104,1.0
56,46136.42,D,inactive,60.129677,3.0
65,57119.2,B,pending,56.93996,1.0
67,61922.336,D,pending,47.790844,1.0
65,50406.65,D,inactive,50.182316,1.0
65,58245.305,C,active,55.846615,1.0
66,54114.145,C,pending,58.45832,3.0
58,53365.87,C,pending,48.056732,4.0
52,54159.79,D,active,48.842426,1.0
65,40543.49,B,active,39.815998,4.0
66,48466.273,A,pending,59.15172,1.0
70,58231.246,A,pending,44.92006,1.0
68,55040.863,B,pending,61.10392,1.0
72,54396.777,D,pending,51.040287,1.0
54,49546.977,D,pending,55.590405,4.0
65,56203.12,B,pending,46.509624,1.0
49,54488.992,D,pending,64.02151,3.0
67,38648.117,A,pending,52.017307,3.0
57,54084.965,D,inactive,62.06784,5.0
66,55493.395,C,inactive,37.093853,4.0
58,48225.285,A,pending,45.7507,4.0
64,61037.79,D,pending,55.745346,5.0
62,50053.105,C,pending,51.631443,3.0
59,48852.766,D,pending,53.617496,1.0
69,54062.45,D,inactive,60.162117,5.0
64,42550.574,D,pending,62.742992,4.0
68,49258.008,C,pending,54.337234,4.0
64,48626.89,D,pending,57.59721,4.0
66,53507.65,A,pending,49.970547,1.0
64,50381.84,C,inactive,59.585907,1.0
56,49710.043,D,active,50.043888,3.0
66,55096.637,D,pending,64.72949,1.0
69,52627.285,B,pending,46.55685,5.0
75,61030.19,B,inactive,61.30992,1.0
53,48769.29,D,pending,52.057156,4.0
69,54775.26,D,active,44.500076,4.0
66,60201.906,D,pending,60.379654,1.0
63,51490.418,D,pending,54.089355,5.0
71,38161.285,D,pending,51.2033,3.0
61,47872.12,D,inactive,57.3796,3.0
59,54439.266,C,pending,58.25844,4.0
71,57732.77,D,inactive,43.929577,5.0
69,57021.496,D,pending,61.8675,2.0
52,53735.293,D,pending,54.1527,5.0
66,61893.855,D,pending,54.326828,4.0
73,54993.0,D,pending,54.043053,1.0
71,61767.066,B,active,61.94379,1.0
68,54733.71,D,pending,62.313744,2.0
55,46147.715,A,inactive,68.07467,3.0
64,60058.938,C,pending,49.986244,2.0
64,45355.3,D,pending,60.828316,3.0
70,55557.395,C,inactive,61.987076,4.0
68,54455.234,D,pending,58.953693,5.0
63,53346.176,C,inactive,50.255684,3.0
68,48281.977,C,pending,46.52605,3.0
54,46101.473,D,pending,39.413353,4.0
66,60738.598,D,pending,56.646297,3.0
54,56149.883,C,active,34.639915,4.0
75,50310.39,B,active,35.249092,1.0
62,54981.414,B,pending,51.952965,1.0
64,51656.332,D,pending,57.379097,5.0
69,54178.816,D,pending,43.412815,1.0
63,54273.0,C,inactive,64.12629,4.0
73,58348.46,C,pending,57.783646,4.0
70,51883.855,D,pending,59.44789,3.0
65,56173.406,D,pending,58.496185,1.0
63,56244.78,C,active,56.300873,1.0
59,58697.85,C,pending,51.166862,3.0
57,57664.78,C,pending,40.736153,4.0
66,42156.465,D,inactive,45.69535,3.0
56,56309.637,C,inactive,59.68076,4.0
74,51005.94,C,inactive,48.35944,4.0
64,48534.234,B,pending,63.208233,1.0
65,57789.83,D,inactive,54.76258,1.0
57,44386.32,B,pending,49.453064,4.0
58,55233.527,D,pending,53.319347,4.0
60,56791.723,C,inactive,46.823673,1.0
58,49099.81,D,pending,48.519585,1.0
60,56210.82,A,inactive,60.535625,5.0
64,54928.98,D,pending,62.40799,3.0
65,48589.86,D,pending,55.00119,5.0
70,49855.387,A,inactive,54.31242,3.0
73,52924.35,D,pending,57.88305,3.0
65,51353.527,D,pending,69.23119,3.0
66,48300.605,A,active,60.46143,5.0
74,45999.668,B,inactive,71.091,1.0
68,57076.58,D,inactive,56.6588,3.0
67,58741.758,A,pending,51.338192,3.0
62,58365.52,D,pending,57.208168,1.0
60,45849.598,D,pending,54.752625,3.0
60,48182.355,D,pending,48.29285,4.0
68,59486.223,C,inactive,59.320656,4.0
67,51501.555,A,inactive,62.417652,5.0
56,63421.7,A,inactive,58.44689,5.0
65,56937.973,A,pending,53.56766,2.0
68,60203.023,B,pending,48.358456,1.0
72,52895.18,D,pending,55.069263,4.0
72,60575.227,D,inactive,48.072376,4.0
63,58481.99,D,inactive,60.7358,3.0
54,49391.496,D,inactive,53.772396,3.0
57,49679.56,D,pending,59.44611,5.0
60,51765.723,C,active,41.85287,1.0
55,54116.785,C,pending,51.39066,5.0
53,55356.637,A,pending,41.65673,3.0
63,52151.26,C,inactive,56.06087,3.0
40,58415.2,A,inactive,48.23171,3.0
66,53523.258,C,pending,48.279408,1.0
64,61413.72,D,active,68.17999,1.0
60,51826.312,D,inactive,49.895668,4.0
68,60069.55,B,inactive,64.663315,3.0
66,57212.76,B,pending,69.41031,1.0
64,56158.324,D,inactive,42.040565,5.0
61,58194.508,B,inactive,55.203285,5.0
54,56634.01,D,pending,48.045452,4.0
38,56758.824,C,pending,66.07677,1.0
67,56937.195,D,inactive,51.811375,1.0
69,44447.297,D,pending,43.052734,4.0
70,53908.86,D,pending,63.209866,1.0
72,44619.203,D,inactive,67.09556,3.0
64,52354.344,D,pending,40.33925,1.0
65,50553.703,B,active,57.433758,1.0
63,56289.83,D,pending,52.124992,5.0
61,58987.062,D,inactive,67.16205,5.0
67,49867.727,D,pending,46.47664,4.0
65,52669.156,C,pending,53.424007,1.0
65,39485.332,D,pending,64.17743,3.0
64,49590.75,B,inactive,44.070267,1.0
69,60803.496,D,pending,53.47434,5.0
61,53941.996,A,pending,55.102005,3.0
64,53481.28,D,pending,42.6286,4.0
65,46257.297,D,active,58.15127,3.0
44,57265.63,C,inactive,53.3197,4.0
68,50994.94,C,inactive,65.55148,3.0
62,53846.133,C,pending,50.580597,4.0
64,59290.02,B,pending,60.02836,1.0
64,55281.543,D,pending,50.74632,3.0
73,45936.242,D,pending,54.06123,4.0
62,52411.457,A,active,56.436893,1.0
75,54386.69,D,inactive,60.707787,3.0
69,48953.207,C,pending,57.618355,4.0
71,58882.55,C,inactive,47.635456,4.0
66,61718.637,D,pending,46.820827,4.0
73,52516.69,B,pending,62.500923,3.0
64,46713.695,A,pending,53.290863,1.0
54,52827.49,D,pending,51.94625,4.0
60,58142.1,D,pending,55.06041,4.0
60,52865.348,C,pending,55.94968,1.0
50,48196.066,D,pending,51.634594,5.0
60,50358.42,D,inactive,43.43782,5.0
60,59694.45,D,pending,60.2052,1.0
59,51133.62,B,pending,38.099476,3.0
69,63263.51,D,inactive,45.706066,3.0
59,55124.23,D,pending,47.86761,3.0
63,53189.48,C,inactive,58.71346,4.0
54,49845.492,D,pending,46.452984,4.0
65,56964.465,B,pending,58.11399,4.0
70,53151.062,B,active,43.381447,3.0
58,50964.914,D,pending,47.94537,1.0
65,62882.918,C,inactive,52.665413,4.0
69,54992.35,D,pending,53.806656,1.0
60,57016.89,D,pending,61.86566,5.0
66,52502.785,D,pending,53.53785,4.0
70,47135.78,D,pending,57.813904,5.0
56,55636.617,D,inactive,53.498035,4.0
67,58553.957,C,inactive,37.34614,1.0
57,49374.625,C,inactive,56.79997,1.0
63,56933.05,A,pending,68.071785,4.0
67,50064.77,B,pending,58.87837,3.0
67,46244.254,B,pending,48.051506,1.0
52,46917.54,D,active,55.713276,3.0
69,52139.645,D,pending,46.681946,1.0
65,56539.055,D,inactive,47.884125,1.0
69,60821.3,D,pending,43.217705,4.0
66,44936.6,D,pending,65.66927,2.0
62,54883.613,D,pending,38.93901,4.0
68,56578.164,C,inactive,54.189007,1.0
66,53805.004,A,pending,67.18511,1.0
53,52013.508,D,pending,45.6192,4.0
66,55634.75,D,pending,58.173584,3.0
68,52095.277,B,pending,45.779453,1.0
54,52785.49,D,pending,49.30374,1.0
50,54686.688,D,pending,51.022827,4.0
66,61710.402,C,inactive,65.438515,4.0
69,41291.434,D,pending,44.85484,4.0
53,56958.375,D,pending,33.698425,4.0
71,54343.773,D,inactive,44.949738,3.0
63,50730.74,D,inactive,52.643192,4.0
56,49454.973,D,inactive,59.930492,3.0
68,58551.504,C,pending,71.6301,3.0
70,61393.4,D,active,48.16761,5.0
53,61106.87,D,inactive,68.99512,5.0
69,58049.15,D,pending,54.932987,1.0
61,57715.938,D,pending,66.29315,1.0
61,53299.215,C,pending,62.334633,1.0
62,60823.016,D,inactive,56.351242,2.0
62,54517.527,B,pending,43.830723,3.0
64,61577.855,D,inactive,47.16075,5.0
59,53059.06,B,pending,49.99581,4.0
69,59178.773,D,inactive,46.576378,4.0
70,44602.285,D,pending,43.055065,3.0
65,62597.246,D,pending,41.356148,3.0
73,60407.1,C,pending,64.464226,3.0
61,47046.152,C,inactive,37.908657,1.0
61,58945.25,D,inactive,42.127396,5.0
74,59591.332,C,inactive,53.072517,4.0
67,61088.355,D,active,51.04885,1.0
62,58632.953,D,pending,62.550377,5.0
55,52856.918,D,pending,60.657864,1.0
57,60108.832,D,pending,51.89128,3.0
68,56355.02,D,pending,66.62803,1.0
70,62247.812,C,inactive,46.748066,1.0
64,53027.156,D,pending,54.23772,3.0
68,54144.594,C,inactive,44.35401,4.0
67,42529.195,D,pending,62.31956,3.0
61,53511.95,D,pending,54.964813,4.0
60,57697.89,D,pending,58.488396,5.0
62,63587.08,D,inactive,35.904648,2.0
67,61253.367,C,pending,66.02041,4.0
62,57617.902,D,pending,46.21388,4.0
68,59175.777,B,inactive,45.684,1.0
63,52695.273,C,pending,48.339203,1.0
57,50440.805,A,pending,40.3247,4.0
61,50194.535,D,pending,70.80897,2.0
63,44501.61,D,active,56.013676,3.0
59,57337.277,B,active,57.01979,2.0
71,55061.668,D,pending,64.04283,1.0
65,55417.918,D,pending,42.742058,4.0
69,53849.367,D,pending,36.614494,1.0
55,51168.582,B,inactive,45.082188,5.0
61,44232.004,D,inactive,52.644566,4.0
56,50804.277,D,pending,57.21903,1.0
69,44435.75,D,inactive,56.159004,3.0
74,60854.777,D,pending,51.78672,1.0
70,62186.387,B,inactive,56.851875,1.0
58,51198.023,B,pending,51.174484,3.0
69,54742.938,B,pending,37.07106,5.0
64,60419.613,C,inactive,60.00234,1.0
52,53823.465,A,pending,58.53957,3.0
63,59273.473,C,inactive,40.291744,4.0
48,57716.758,C,pending,60.61433,3.0
68,57503.31,D,pending,42.89139,5.0
66,53299.71,D,inactive,73.21815,4.0
60,59428.92,B,pending,53.094315,2.0
63,58240.15,D,pending,56.80425,5.0
64,57188.594,D,pending,58.920696,1.0
71,61979.277,B,pending,43.948067,1.0
69,59743.08,D,active,43.55385,3.0
63,56943.152,B,pending,69.86325,4.0
70,45777.21,B,active,53.30679,1.0
64,59553.965,D,pending,56.825607,4.0
70,46987.113,B,pending,51.067898,3.0
58,42967.31,B,inactive,52.82197,4.0
69,54365.223,A,pending,64.37543,1.0
66,50448.59,D,pending,57.465553,1.0
56,56842.434,D,pending,56.679836,5.0
66,58749.746,C,pending,52.881638,3.0
60,56299.883,B,pending,44.316135,4.0
74,52434.316,D,inactive,61.111675,3.0
52,50725.31,D,inactive,48.757286,4.0
60,43532.54,A,inactive,48.544674,3.0
63,58807.766,D,pending,46.729965,3.0
60,56972.9,C,pending,45.008926,2.0
67,58333.41,A,pending,56.109653,1.0
62,47675.68,D,inactive,53.5683,3.0
66,53864.35,D,inactive,56.470345,1.0
62,58768.527,D,pending,62.426693,5.0
72,57254.01,A,inactive,60.499615,5.0
58,54982.92,B,pending,51.486355,3.0
46,52683.797,D,active,60.202118,3.0
62,52914.797,A,inactive,33.998207,1.0
71,55357.168,A,pending,52.68902,3.0
57,50864.72,D,pending,48.000202,3.0
68,52136.305,C,pending,39.71639,3.0
63,56107.324,D,inactive,49.252335,3.0
51,49801.555,D,active,65.01544,3.0
64,61348.293,D,pending,60.991417,4.0
64,52365.67,B,pending,56.598,4.0
54,55122.547,D,pending,71.64713,5.0
70,52046.4,D,pending,61.416836,3.0
57,50641.6,D,active,52.189636,3.0
71,54604.516,A,pending,51.109962,1.0
63,55456.11,A,pending,37.926334,1.0
54,52669.285,B,pending,44.00555,1.0
59,57412.75,D,pending,53.75528,5.0
61,58725.523,D,pending,53.355667,1.0
62,58982.5,B,pending,63.28498,1.0
70,57000.152,D,inactive,71.650024,3.0
46,48791.785,C,pending,42.649147,4.0
65,48011.96,D,inactive,41.67156,4.0
59,53448.465,C,pending,65.85092,3.0
70,53830.547,B,pending,36.725243,4.0
56,57899.39,A,inactive,46.137737,1.0
63,55173.91,C,pending,53.272873,4.0
71,62999.336,B,pending,46.970543,3.0
56,56689.7,A,pending,53.446697,3.0
70,52249.348,D,pending,63.49622,3.0
61,48169.324,D,pending,54.388412,3.0
67,57957.82,C,pending,61.995285,4.0
74,45898.477,D,inactive,51.090687,4.0
66,58741.336,A,pending,49.992496,4.0
70,58677.445,D,inactive,48.91148,4.0
63,51334.645,D,active,46.74951,3.0
50,54950.668,D,pending,59.739113,4.0
61,55564.02,D,pending,59.560738,5.0
63,58375.406,D,inactive,54.786293,2.0
67,57584.145,D,pending,53.022476,3.0
61,56567.316,D,inactive,65.85574,4.0
62,63609.83,A,pending,45.119568,3.0
61,54347.715,A,pending,46.138165,3.0
67,53494.562,C,pending,41.267967,5.0
61,51432.47,C,pending,47.555454,2.0
68,55258.895,D,active,60.739136,4.0
63,46461.867,A,pending,59.994644,1.0
66,56575.543,D,pending,50.25114,1.0
64,52050.38,A,pending,43.886448,1.0
55,60886.47,C,pending,53.947014,1.0
60,60436.59,D,pending,63.64344,4.0
67,61792.953,D,pending,54.440617,4.0
67,59842.254,D,inactive,42.699116,4.0
60,51056.785,D,inactive,58.4868,5.0
72,44867.688,C,inactive,51.878822,1.0
72,48921.605,D,inactive,56.30092,4.0
