Unnamed_0,External_EEF_Data_Quality_Rating,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Group,Project_PRF_Application_Type,Project_PRF_Development_Type,Tech_TF_Development_Platform,Tech_TF_Language_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Work_Effort,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Project_PRF_CASE_Tool_Used,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Architecture,Tech_TF_Client_Server,Tech_TF_DBMS_Used,Tech_TF_Tools_Used
16709,B,2015,Insurance,Insurance;,Business Application,Workflow support & management;,New Development,PC,3GL,Java,23.0,XS,786.0,786,34.2,34.2,7.9,2.9,2,2.0,Missing,Missing,2,Stand alone,Missing,Missing,0.0
16712,B,2015,Service Industry,"Art , Events , Ticketing;",Business Application,"Document management;Financial transaction process/accounting;Online analysis and reporting;Stock control & order processing;Workflow support & management;Customer billing;Reservation system (eg. Airline, hotel);",New Development,PC,3GL,Java,97.0,S,20.0,89,0.2,0.9,32.3,3.0,2,2.0,Missing,Missing,7,Stand alone,Missing,Yes,0.0
16716,B,2002,Wholesale & Retail,Ordering;,Business Application,Stock control & order processing;,Enhancement,Missing,3GL,C,52.0,S,361.0,361,6.9,6.9,,,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
16725,A,1998,Banking,Banking;,Business Application,Management Information System;,New Development,MR,4GL,PowerBuilder,71.0,S,,1821,,25.6,14.2,5.0,Missing,,No,Multifunctional Teams;,5,Client server,Yes,Yes,2.0
16735,A,1996,Insurance,Insurance;,Missing,Knowledge-based App. w/ Interactive & Batch dbs;,Enhancement,MF,Missing,Missing,62.0,S,,650,,10.5,4.1,15.0,Missing,,Don't Know,Missing,4,Stand alone,No,Missing,0.0
16737,B,2002,Wholesale & Retail,Billing;,Business Application,Billing;,Enhancement,Missing,3GL,C,309.0,M2,4456.0,4456,14.4,14.4,,,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
16738,A,1999,Communication,Communications;,Business Application,Office Information System;,Enhancement,Missing,4GL,Visual Basic,92.0,S,178.0,178,1.9,1.9,13.1,7.0,1,1.0,Missing,Missing,4,Missing,Missing,Missing,0.0
16739,B,2005,Insurance,Insurance;,Missing,Missing,New Development,Multi,4GL,Missing,88.0,S,718.0,718,8.2,8.2,6.3,14.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
16745,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,73.0,S,4701.0,4701,64.4,64.4,6.1,12.0,61-70,67.0,Missing,Missing,2,Missing,Missing,Missing,0.0
16746,A,2000,Communication,Communications;,Business Application,Transaction/Production System;,New Development,MR,4GL,SQL,2221.0,L,25482.0,30701,11.5,13.8,92.5,24.0,15-20,17.0,Yes,Missing,5,Stand alone,Missing,Yes,1.0
16747,A,1993,Government,Public Administration;,Business Application,Management Information System;Office Information System;Transaction/Production System;,Enhancement,MF,4GL,NATURAL,475.0,M2,759.0,759,1.6,1.6,95.0,5.0,2,2.0,No,Missing,5,Stand alone,Missing,Yes,2.0
16751,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,MF,3GL,Missing,184.0,M1,1324.0,1324,7.2,7.2,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
16757,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,4GL,PowerBuilder,82.0,S,1456.0,1456,17.8,17.8,31.5,2.6,Missing,,Missing,Missing,2,Client server,Yes,Missing,0.0
16759,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,4GL,Oracle,7.0,XXS,45.0,45,6.4,6.4,1.1,6.5,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
16763,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,107.0,M1,11458.0,11458,107.1,107.1,5.4,20.0,101+,110.0,Missing,Missing,2,Missing,Missing,Missing,0.0
16764,A,2000,Communication,Communications;,Business Application,Management Information System;,Enhancement,MR,4GL,SQL,67.0,S,3037.0,3037,45.3,45.3,16.8,4.0,5-8,6.0,Yes,Joint Application Development (JAD);,6,Client server,Yes,Yes,3.0
16766,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,Multi,3GL,Missing,57.0,S,727.0,727,12.8,12.8,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,0.0
16767,B,2014,Communication,Telecommunications;,Business Application,Workflow support & management;,Enhancement,Multi,Missing,Missing,76.0,S,493.0,493,6.5,6.5,28.1,2.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
16771,B,2002,Wholesale & Retail,Billing;,Business Application,Billing;,Enhancement,Missing,3GL,C++,137.0,M1,7862.0,7862,57.4,57.4,,,Missing,,Missing,Missing,2,Missing,Missing,Yes,0.0
16774,B,2013,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,4.0,XXS,759.0,759,189.8,189.8,0.2,17.0,21-30,28.0,Missing,Missing,2,Missing,Missing,Missing,0.0
16776,B,2000,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,178.0,M1,2865.0,2865,16.1,16.1,25.4,7.0,5-8,5.0,Don't Know,Missing,4,Missing,Missing,Missing,0.0
16777,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,112.0,M1,5062.0,5062,45.2,45.2,12.4,9.0,41-50,41.0,Missing,Missing,2,Missing,Missing,Missing,0.0
16779,B,2001,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,10.0,XS,3871.0,3871,387.1,387.1,0.8,13.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
16780,B,2013,Communication,Telecommunications;,Business Application,Billing and ERP;,Enhancement,Multi,3GL,Java,75.0,S,410.0,410,5.5,5.5,17.0,4.4,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
16781,B,2006,Manufacturing,Manufacturing;,Real-Time Application,Embedded system/real-time application;,Enhancement,Multi,4GL,Missing,,M2,5762.0,5762,,,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,0.0
16782,B,1994,Financial,Credit Card Processor;,Business Application,Transaction/Production System;,Enhancement,Missing,3GL,COBOL,155.0,M1,198.0,198,1.3,1.3,19.4,8.0,Missing,,No,Multifunctional Teams;,4,Missing,Missing,Missing,3.0
16783,A,2005,Insurance,Insurance;,Business Application,Electronic Data Interchange;,New Development,Multi,3GL,Java,10.0,XS,621.0,621,62.1,62.1,3.3,3.0,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
16788,B,2000,Manufacturing,Manufacturing;Computers;Diversified Corp;,Business Application,Marketing Info System;,New Development,MF,3GL,Java,1075.0,L,34023.0,34023,31.6,31.6,46.7,23.0,Missing,,Don't Know,Missing,4,Stand alone,Missing,Yes,2.0
16791,B,1999,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Data base language,16148.0,XXL,59262.0,59262,3.7,3.7,949.9,17.0,51-60,51.0,Yes,Missing,4,Missing,Missing,Missing,1.0
16792,A,2009,Service Industry,Community Services;Municipality;,Business Application,"Job, case, incident, project management;Software for communities to support administration;",Enhancement,MF,3GL,PL/I,312.0,M2,7406.0,7406,23.7,23.7,52.0,6.0,9-14,14.0,No,Missing,13,Stand alone,No,Yes,2.0
16796,A,1998,Government,Public Administration;,Business Application,Transaction/Production System;,Enhancement,MR,4GL,PowerBuilder,268.0,M1,,2933,,10.9,29.8,9.0,Missing,,Yes,Timeboxing;,5,Client server,Yes,Yes,5.0
16810,B,1994,Manufacturing,Manufacturing;Transport & Storage;,Real-Time Application,Complex process control;,New Development,MF,4GL,Access,18.0,XS,360.0,465,20.0,25.8,2.3,8.0,2,2.0,Yes,Missing,5,Multi-tier,No,Yes,4.0
16812,A,1999,Government,Public Administration;Community Services;Insurance;,Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,29.0,XS,237.0,263,8.2,9.1,29.0,1.0,3-4,4.2,Yes,Missing,5,Stand alone,No,Yes,8.0
16815,A,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,PC,3GL,COBOL,96.0,S,494.0,595,5.1,6.2,48.0,2.0,2,2.0,Missing,Missing,5,Stand alone,Missing,Yes,0.0
16819,B,2014,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,Missing,Missing,121.0,M1,945.0,945,7.8,7.8,20.5,5.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
16822,B,2003,Government,Government;,Business Application,"Document management;Financial transaction process/accounting;Image, video or sound processing;",Enhancement,MF,3GL,COBOL,114.0,M1,6710.0,6710,58.9,58.9,9.5,12.0,5-8,8.0,No,Missing,15,Multi-tier,Yes,Yes,2.0
16828,A,2010,Electronics & Computers,Computers & Software;,Missing,Missing,Enhancement,MR,4GL,ABAP,16.0,XS,1286.0,1286,80.4,80.4,2.7,6.0,9-14,10.0,Missing,Incremental;,4,Client server,Yes,Missing,2.0
16830,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,4GL,Oracle,6.0,XXS,734.0,734,122.3,122.3,1.1,5.3,Missing,,Missing,Missing,2,Client server,Yes,Missing,0.0
16831,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,.Net,,XS,330.0,330,,,,1.6,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
16832,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,Multi,3GL,Missing,70.0,S,444.0,444,6.3,6.3,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,0.0
16833,A,1995,Government,Public Administration;,Business Application,Management Information System;,Enhancement,MF,4GL,NATURAL,72.0,S,486.0,486,6.8,6.8,10.3,7.0,Missing,,No,Multifunctional Teams;,4,Stand alone,Missing,Yes,2.0
16835,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,43.0,S,286.0,286,6.7,6.7,12.6,3.4,Missing,,Missing,Missing,2,Client server,Yes,Missing,0.0
16844,B,2000,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,Lotus Notes,479.0,M2,2401.0,2401,5.0,5.0,133.1,3.6,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,No,0.0
16847,B,2014,Communication,Telecommunications;,Business Application,Online. eSales;,Enhancement,Multi,Missing,Missing,334.0,M2,8351.0,8351,25.0,25.0,35.2,9.5,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier with web public interface,Missing,Missing,0.0
16848,B,2013,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,78.0,S,1763.0,1763,22.6,22.6,9.8,8.0,41-50,44.0,Missing,Missing,2,Missing,Missing,Missing,0.0
16850,B,1996,Missing,Missing,Missing,Missing,New Development,MF,3GL,C++,,L,,7500,,,,8.0,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
16857,B,2000,Missing,Missing,Missing,Missing,Enhancement,Missing,3GL,C,1163.0,L,9786.0,9786,8.4,8.4,116.3,10.0,9-14,10.0,Don't Know,Missing,4,Missing,Missing,Missing,0.0
16858,A,1993,Government,Public Administration;,Business Application,Management Information System;EDI;,New Development,MF,4GL,NATURAL,472.0,M2,4955.0,4955,10.5,10.5,15.7,30.0,5-8,5.5,Yes,Multifunctional Teams;,5,Missing,Missing,Yes,5.0
16860,B,2013,Communication,Telecommunications;,Business Application,Stock control & order processing;,Enhancement,Multi,3GL,Java,168.0,M1,2427.0,2427,14.4,14.4,9.1,18.5,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
16866,B,2005,Communication,Telecommunication;,Missing,Missing,Enhancement,MR,3GL,Missing,28.0,XS,829.0,829,29.6,29.6,1.8,16.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
16869,B,2004,Missing,Missing,Business Application,Financial application area;,Enhancement,Multi,4GL,Missing,211.0,M1,1815.0,1815,8.6,8.6,36.4,5.8,Missing,,Missing,Missing,2,Multi-tier / Client server,Yes,Yes,0.0
16873,B,1998,Manufacturing,Manufacturing;,Business Application,Transaction/Production System;,Enhancement,MF,4GL,Missing,273.0,M1,4243.0,5174,15.5,19.0,,,3-4,3.0,No,Missing,5,Client server,Yes,Yes,2.0
16875,B,2007,Government,Government;Defence;,Business Application,Reporting;,Enhancement,MF,3GL,COBOL,37.0,S,774.0,774,20.9,20.9,1.7,21.6,Missing,,Missing,Missing,2,Stand alone,No,Missing,0.0
16880,B,2002,Missing,Missing,Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,2013.0,L,15339.0,15339,7.6,7.6,179.7,11.2,31-40,32.0,No,Missing,2,Stand alone,Missing,Yes,0.0
16886,B,2004,Missing,Missing,Business Application,Financial application area;,New Development,Multi,3GL,Java,88.0,S,440.0,440,5.0,5.0,31.4,2.8,Missing,,Missing,Missing,2,Multi-tier with web public interface,Missing,Yes,0.0
16887,B,2004,Missing,Missing,Business Application,Financial application area;,New Development,Multi,4GL,Missing,,L,22273.0,22273,,,,17.8,Missing,,Missing,Missing,2,Multi-tier / Client server,Yes,Yes,0.0
16888,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,M1,544.0,544,,,,8.5,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
16889,B,2001,Manufacturing,Manufacturing;,Missing,Missing,New Development,PC,3GL,Java,177.0,M1,1946.0,1946,11.0,11.0,29.5,6.0,5-8,7.0,Yes,Missing,2,Missing,Missing,Yes,6.0
16897,B,2004,Banking,Banking;,Missing,Missing,New Development,PC,3GL,Java,1689.0,L,16528.0,16896,9.8,10.0,157.9,10.7,31-40,33.0,Missing,Missing,2,Missing,Missing,Missing,0.0
16906,B,2006,Government,Government;,Business Application,"Document management;Financial transaction process/accounting;Image, video or sound processing;",Enhancement,Multi,3GL,Visual Basic,111.0,M1,4907.0,4907,44.2,44.2,11.6,9.6,Missing,,No,Missing,15,Multi-tier,Yes,Yes,2.0
16911,B,2003,Medical & Health Care,Medical and Health Care;,Business Application,Personnel system;,New Development,MR,3GL,C,92.0,S,1259.0,1259,13.7,13.7,30.7,3.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
16917,B,2005,Government,Government;,Business Application,"Document management;Financial transaction process/accounting;Image, video or sound processing;",Enhancement,Multi,3GL,COBOL,500.0,M2,21700.0,21700,43.4,43.4,20.8,24.0,21-30,25.0,No,Missing,15,Client server,Yes,Yes,2.0
16922,B,2002,Electronics & Computers,Computers & Software;,Business Application,Financial transaction process/accounting;,New Development,PC,4GL,ABAP,98.0,S,2160.0,2160,22.0,22.0,51.6,1.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
16925,B,1999,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,24.0,XS,708.0,708,29.5,29.5,8.0,3.0,3-4,4.0,Don't Know,Missing,4,Missing,Missing,Missing,0.0
16928,A,1992,Communication,Communications;,Missing,Missing,Enhancement,MF,4GL,NATURAL,421.0,M2,6138.0,6138,14.6,14.6,60.1,7.0,Missing,,Missing,Missing,2,Stand alone,Missing,Yes,0.0
16932,B,2012,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,3GL,Java,188.0,M1,1298.0,1298,6.9,6.9,81.7,2.3,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
16936,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,3GL,Java,,S,301.0,301,,,,1.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
16941,B,2001,Service Industry,Transport & Storage;,Business Application,Production management system;,New Development,Multi,4GL,Visual Basic,308.0,M2,772.0,772,2.5,2.5,154.0,2.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
16950,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,18.0,XS,4489.0,4489,249.4,249.4,0.9,19.0,71-80,77.0,Missing,Missing,2,Missing,Missing,Missing,0.0
16955,B,2015,Communication,Telecommunications;,Business Application,Customer billing;,Enhancement,Multi,3GL,C,72.0,S,739.0,739,10.3,10.3,11.4,6.3,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
16957,B,2006,Government,Government;Public Administration (Revenue);,Business Application,Management or performance reporting;Online analysis and reporting;Telecom & network management;,Enhancement,PC,3GL,C,489.0,M2,4589.0,4589,9.4,9.4,116.4,4.2,5-8,7.0,Missing,Waterfall (incl Linear Processing & SSADM);,4,Client server,Yes,Missing,0.0
16959,B,2003,Communication,Communications;,Business Application,Business;Catalogue/register of things or events;,Enhancement,MF,3GL,PL/SQL,425.0,M2,666.0,1041,1.6,2.4,106.3,4.0,Missing,,Missing,Missing,9,Client server,Yes,Yes,0.0
16961,B,2010,Manufacturing,Manufacturing;,Business Application,Scheduling of work orders assembly lines;,Enhancement,MR,3GL,Java,209.0,M1,,2233,,10.7,17.9,11.7,Missing,,Yes,Missing,8,Client server,Yes,Yes,4.0
16962,B,2010,Manufacturing,Manufacturing;,Business Application,Purchasing;,Enhancement,MR,4GL,ABAP,90.0,S,,737,,8.2,31.0,2.9,Missing,,Missing,Missing,8,Client server,Yes,Yes,2.0
16963,B,2012,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,3GL,Visual Basic,87.0,S,1280.0,1280,14.7,14.7,37.8,2.3,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
16964,B,2004,Missing,Missing,Business Application,Financial application area;,New Development,Multi,3GL,Java,,M2,2723.0,2723,,,,7.2,Missing,,Missing,Missing,2,Multi-tier with web public interface,Missing,Yes,0.0
16970,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,Java,,M1,3074.0,3074,,,,8.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,0.0
16971,A,2003,Insurance,Insurance;,Business Application,insurance quotation;,Re-development,PC,4GL,Visual Basic,2090.0,L,10500.0,10500,5.0,5.0,116.1,18.0,5-8,6.0,No,Missing,12,Client server,Yes,Yes,6.0
16974,B,2012,Electronics & Computers,Computers & Software;,Business Application,Customer relationship management;,Re-development,PC,3GL,PHP,292.0,M1,1140.0,1260,3.9,4.3,29.2,10.0,3-4,3.0,Missing,Missing,3,Stand alone,Missing,Yes,0.0
16979,B,2001,Banking,Banking;,Missing,Missing,Enhancement,MR,3GL,C++,190.0,M1,1344.0,1344,7.1,7.1,63.3,3.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,0.0
16981,B,2000,Communication,Communications;,Real-Time Application,Telecom & network management;,New Development,MR,3GL,C,,L,3175.0,3175,,,,,Missing,,No,Missing,4,Missing,Don't Know,Yes,4.0
16982,B,2002,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Missing,490.0,M2,4672.0,4672,9.5,9.5,98.0,5.0,Missing,,Don't Know,Missing,4,Missing,Missing,Missing,0.0
16983,B,2013,Communication,Telecommunications;,Business Application,Integration;,Enhancement,Missing,3GL,TIBCO,97.0,S,2801.0,2801,28.9,28.9,15.4,6.3,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,0.0
16985,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,M1,1545.0,1545,,,,5.0,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
16987,B,2009,Manufacturing,Manufacturing;,Business Application,Technical Support  Information System;,Enhancement,Multi,4GL,Siebel,38.0,S,,1761,,46.3,8.8,4.3,Missing,,Missing,Missing,8,Client server,Yes,Yes,2.0
16990,B,2004,Communication,Telecommunication;,Missing,Embedded Systems;,Enhancement,PC,3GL,C,,Missing,5333.0,5813,,,,10.1,Missing,,Missing,Missing,0,Missing,Missing,Missing,0.0
16992,B,2009,Manufacturing,Manufacturing;,Business Application,IT projet Management;,Enhancement,Missing,4GL,Visual Basic,74.0,S,,374,,5.1,16.1,4.6,Missing,,Missing,Missing,8,Client server,Yes,Yes,2.0
16997,B,1999,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,151.0,M1,3540.0,3540,23.4,23.4,16.8,9.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
16999,B,2007,Government,Government;Defence;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,45.0,S,576.0,576,12.8,12.8,2.1,21.6,Missing,,Missing,Missing,2,Stand alone,No,Missing,0.0
17005,A,2009,Electronics & Computers,Computers & Software;,Missing,Missing,Enhancement,MF,3GL,PL/I,28.0,XS,947.0,947,33.8,33.8,4.7,6.0,3-4,4.0,Missing,Incremental;,4,Stand alone,Missing,Yes,2.0
17016,A,1999,Communication,Communications;,Real-Time Application,Telecom & network management;,Enhancement,Missing,4GL,NATURAL,270.0,M1,1451.0,1748,5.4,6.5,27.0,10.0,3-4,3.0,Missing,Missing,4,Missing,Missing,Yes,0.0
17019,A,2013,Education,Education Institution;,Business Application,Workflow support & management;Proposal creation and submission;,Enhancement,Multi,3GL,Java,604.0,M2,4516.0,4516,7.5,7.5,86.3,7.0,5-8,7.0,Yes,Waterfall (incl Linear Processing & SSADM);,16,Stand alone,No,Yes,5.0
17020,A,1999,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,Missing,3GL,COBOL,222.0,M1,310.0,375,1.4,1.7,111.0,2.0,3-4,3.0,Missing,Missing,4,Missing,Missing,Missing,0.0
17022,B,2000,Banking,Banking;,Missing,Mission-critical system;,Enhancement,MF,2GL,Assembler,128.0,M1,558.0,558,4.4,4.4,64.0,2.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,0.0
17032,A,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MR,4GL,SQL,103.0,M1,2946.0,2946,28.6,28.6,51.5,2.0,Missing,,Missing,Missing,5,Stand alone,Missing,Yes,0.0
17037,B,2009,Manufacturing,Manufacturing;,Business Application,Human Ressources;,Enhancement,Missing,4GL,ABAP,151.0,M1,,869,,5.8,100.7,1.5,Missing,,Missing,Missing,8,Client server,Yes,Yes,2.0
17038,B,2000,Insurance,Insurance;,Missing,Missing,New Development,MF,3GL,PL/I,149.0,M1,375.0,375,2.5,2.5,49.7,3.0,Missing,,Missing,Missing,4,Missing,Missing,Missing,2.0
17040,B,2015,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,4GL,Visual Basic,78.0,S,1309.0,1309,16.8,16.8,12.0,6.5,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
17046,B,2004,Missing,Missing,Business Application,International;,Enhancement,Missing,3GL,Visual Basic,52.0,S,7072.0,7072,136.0,136.0,,,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
17047,B,1995,Financial,"Financial, Property & Business Services;",Business Application,Transaction/Production System;,New Development,PC,3GL,Visual Basic,327.0,M2,2464.0,2464,7.5,7.5,23.4,14.0,2,2.0,Yes,Missing,5,Stand alone,Missing,Yes,3.0
17049,A,2007,Government,Government;,Business Application,Management of Licences and Permits;,Enhancement,MF,ApG,COOL:Gen,204.0,M1,1334.0,1334,6.5,6.5,16.1,12.7,Missing,,Missing,Missing,8,Stand alone,Missing,Missing,0.0
17051,B,2013,Communication,Telecommunications;,Business Application,Online. eSales;,Enhancement,Multi,Missing,Missing,105.0,M1,2868.0,2868,27.3,27.3,28.4,3.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier with web public interface,Missing,Missing,0.0
17052,B,1991,Financial,"Financial, Property & Business Services;",Missing,Missing,New Development,MF,3GL,COBOL,2777.0,L,21625.0,21625,7.8,7.8,115.7,24.0,5-8,8.0,Missing,Missing,2,Multi-tier,Missing,Yes,0.0
17057,A,2004,Government,Government;,Business Application,Online analysis and reporting;Workflow support & management;,New Development,Multi,3GL,Java,51.0,S,664.0,664,13.0,13.0,17.0,3.0,5-8,5.0,No,Missing,11,Client server,Yes,Yes,0.0
17058,B,1998,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,COBOL,190.0,M1,6885.0,6885,36.2,36.2,17.6,10.8,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,0.0
17061,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,S,72.0,72,,,,2.0,Missing,,Missing,Missing,3,Client server,Yes,Missing,0.0
17064,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,44.0,S,7206.0,7206,163.8,163.8,3.7,12.0,101+,102.0,Missing,Missing,2,Missing,Missing,Missing,0.0
17065,A,1994,Government,Public Administration;,Business Application,Management Information System;,Enhancement,MF,4GL,NATURAL,31.0,S,370.0,370,11.9,11.9,5.2,6.0,1,1.0,No,Multifunctional Teams;,4,Stand alone,Missing,Yes,2.0
17074,B,2015,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,3GL,Java,132.0,M1,354.0,354,2.7,2.7,35.7,3.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
17076,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,3GL,COBOL,187.0,M1,654.0,654,3.5,3.5,64.5,2.9,Missing,,Missing,Missing,2,Missing,Missing,Missing,0.0
17078,B,2012,Communication,Telecommunications;,Business Application,Data Warehouse system;,Enhancement,Multi,3GL,Shell,100.0,M1,1093.0,1093,10.9,10.9,13.5,7.4,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,0.0
17080,B,2007,Financial,"Financial (Banking, Insurance, Stock);",Missing,Missing,New Development,Multi,3GL,C++,,Missing,115816.0,115816,,,,27.9,21-30,28.0,Yes,Missing,3,Client server,Yes,Yes,2.0
17085,B,1995,Government,Missing,Business Application,Management Information System;,New Development,MR,4GL,INGRES,1956.0,L,13083.0,13083,6.7,6.7,,,Missing,,Yes,Missing,5,Stand alone,Missing,Yes,1.0
17087,B,1999,Electronics & Computers,Engineering;Research & Development;Software Development;Client/Server architecture for Language Services;,Business Application,Management Information System;Linguistic Software;,New Development,PC,Missing,Missing,115.0,M1,,473,,4.1,47.9,2.4,Missing,,Missing,Missing,2,Missing,Missing,Yes,0.0
