isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_missing,project_prf_application_group_real_time_application,external_eef_data_quality_rating_b,external_eef_data_quality_rating_c,external_eef_data_quality_rating_d,project_prf_development_type_new_development,project_prf_development_type_not_defined,project_prf_development_type_other,project_prf_development_type_poc,project_prf_development_type_porting,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_missing,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_5gl,tech_tf_language_type_apg,tech_tf_language_type_missing,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxl,project_prf_relative_size_xxs,project_prf_relative_size_xxxl,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_client_server,tech_tf_architecture_multi_tier_with_web_interface,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,tech_tf_architecture_standalone,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_not_applicable,tech_tf_client_server_yes,tech_tf_dbms_used_no,tech_tf_dbms_used_yes
15130,2002,professional services,professional services,financial transaction process/accounting,java,435.0,4045.0,4045.0,9.3,9.3,111.5,3.9,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15131,2009,manufacturing,manufacturing,providing management,java,76.0,1593.0,1110.0,11.2,14.6,11.3,6.7,missing,7.0,missing,8,4,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
15136,2012,medical & health care,medical and health care,not recorded,missing,26.0,1719.0,1719.0,66.1,66.1,1.4,19.0,21_30,21.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15137,2004,missing,missing,financial application area,java,92.0,543.0,543.0,5.9,5.9,38.3,2.4,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
15148,2014,government,government,business application,oracle,72.0,615.0,615.0,8.5,8.5,180.0,0.4,missing,7.0,agile development,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15149,2013,communication,telecommunications,customer relationship management,java,167.0,473.0,473.0,2.8,2.8,41.8,4.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15151,2010,manufacturing,manufacturing,parts selling,java,613.0,1593.0,9626.0,11.2,15.7,18.5,33.2,missing,7.0,missing,8,4,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
15156,1998,communication,telecommunication,management information system,oracle,139.0,541.0,652.0,11.2,11.6,26.8,6.0,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
15157,2010,manufacturing,manufacturing,car database for factory,pl/i,50.0,1593.0,657.0,11.2,13.1,13.2,3.8,missing,7.0,missing,8,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
15159,2000,communication,communications,missing,visual basic,169.0,580.0,580.0,3.4,3.4,28.2,6.0,2,2.0,missing,4,0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15160,2012,logistics,logistics,business application,dotnet,13.0,98.0,98.0,7.5,7.5,8.1,1.6,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15163,2013,communication,telecommunications,workflow support & management,bpm,136.0,195.0,195.0,1.4,1.4,54.4,2.5,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15169,1999,communication,communications,management information system,oracle,1338.0,3189.0,3842.0,2.4,2.9,167.3,8.0,9_14,10.0,missing,4,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15173,1992,service industry,transport & storage,complex process control,sql,2046.0,17200.0,22500.0,8.4,11.0,227.3,9.0,21_30,26.0,missing,5,0,0,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15175,2013,communication,telecommunications,service order & activation management,asap,50.0,789.0,789.0,15.8,15.8,4.5,11.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15178,2010,manufacturing,manufacturing,quality factory reporting,java,41.0,1593.0,1639.0,11.2,40.0,5.9,6.9,missing,7.0,missing,8,4,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
15181,2014,communication,telecommunications,workflow support & management,missing,52.0,637.0,637.0,12.3,12.3,65.0,0.8,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15184,2013,medical & health care,medical and health care,not recorded,missing,12.0,1381.0,1381.0,115.1,115.1,1.0,12.0,31_40,39.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15191,2005,banking,banking,financial transaction process/accounting,java,122.0,2160.0,2160.0,17.7,17.7,26.8,6.0,missing,7.0,missing,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15196,2012,medical & health care,medical and health care,not recorded,missing,306.0,23350.0,23350.0,76.3,76.3,23.5,13.0,101+,109.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15197,2003,government,government,"job, case, incident, project management",csharp,253.0,12601.0,12601.0,49.8,49.8,19.5,13.0,9_14,13.0,missing,11,4,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
15199,1997,manufacturing,manufacturing; professional services,management information system,access,102.0,183.0,244.0,1.8,2.4,20.4,5.0,2,2.0,timeboxing,5,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
15208,1995,missing,missing,missing,object oriented language,901.0,19070.0,19070.0,21.2,21.2,45.1,20.0,9_14,12.0,missing,4,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15209,1997,government,community services; insurance; public administration,transaction/production system,cobol,253.0,6232.0,6924.0,24.6,27.4,31.6,8.0,5_8,7.0,missing,5,8,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
15210,2006,government,government,"document management; financial transaction process/accounting; image, video or sound processing",cobol,88.0,12341.0,12341.0,140.2,140.2,5.2,16.8,9_14,10.0,missing,15,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
15211,2013,insurance,insurance,unknown,java,146.0,1770.0,1770.0,12.1,12.1,29.2,5.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15213,1999,manufacturing,manufacturing,missing,pl/i,139.0,5205.0,81113.0,11.2,11.6,26.8,12.0,101+,114.0,missing,1,6,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
15214,1999,communication,communications,mixed,c_lang,103.0,1786.0,1786.0,17.3,17.3,20.6,5.0,5_8,5.0,missing,4,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15218,2012,logistics,logistics,missing,dotnet,51.0,485.0,485.0,9.5,9.5,72.9,0.7,missing,7.0,missing,2,0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15223,2001,banking,banking,financial transaction process/accounting,pl/i,46.0,640.0,640.0,13.9,13.9,19.2,2.4,missing,7.0,waterfall (incl linear processing & ssadm),3,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
15227,2000,communication,communications,missing,missing,89.0,2601.0,3134.0,29.2,35.2,9.9,9.0,5_8,7.0,missing,4,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15229,2005,insurance,insurance,missing,cobol,83.0,840.0,840.0,10.1,10.1,15.4,5.4,missing,7.0,waterfall (incl linear processing & ssadm),6,2,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15231,2001,financial,"financial, property & business services",financial transaction process/accounting,visual basic,401.0,1646.0,1646.0,4.1,4.1,80.2,5.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
15232,2013,medical & health care,medical and health care,not recorded,missing,12.0,1105.0,1105.0,92.1,92.1,1.3,9.0,15_20,19.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15240,1998,banking,banking,management system,pl/i,228.0,8631.0,8631.0,37.9,37.9,28.9,7.9,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15241,2005,communication,communications,relatively complex application,missing,171.0,3861.0,3861.0,22.6,22.6,26.8,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
15242,2013,insurance,insurance,unknown,missing,346.0,1427.0,1427.0,4.1,4.1,16.3,21.2,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15246,2000,wholesale & retail,wholesale & retail trade,management information system,cobol,707.0,1593.0,28696.0,11.2,40.6,64.3,11.0,missing,7.0,missing,4,2,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15247,2003,communication,communications,business; stock control & order processing,cobol,557.0,3041.0,4752.0,5.5,8.5,61.9,9.0,missing,7.0,missing,9,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
15248,1995,defence,defence,management information system,clipper,211.0,2764.0,3953.0,13.1,18.7,52.8,4.0,5_8,7.0,missing,4,5,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
15254,1999,insurance,insurance,financial transaction process/accounting,visual basic,15.0,5191.0,5191.0,346.1,346.1,5.0,3.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
15255,2014,communication,telecommunications,customer relationship management,siebel,469.0,2778.0,2778.0,5.9,5.9,114.4,4.1,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15258,2004,missing,missing,missing,missing,192.0,1245.0,1245.0,6.5,6.5,193.9,0.99,missing,7.0,missing,2,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15259,2006,missing,missing,financial transaction process/accounting,java,139.0,12.0,12.0,11.2,11.6,26.8,0.12,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15260,1999,manufacturing,manufacturing,missing,cpp,636.0,2207.0,2207.0,3.5,3.5,42.4,15.0,missing,7.0,missing,4,2,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15263,2007,government,defence; government,financial transaction process/accounting,cobol,421.0,4335.0,4335.0,10.3,10.3,19.5,21.6,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
15264,2010,manufacturing,manufacturing,financial,dotnet,115.0,1593.0,441.0,11.2,3.8,42.6,2.7,missing,7.0,missing,8,4,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
15266,2006,missing,missing,financial transaction process/accounting,java,139.0,798.0,798.0,11.2,11.6,26.8,5.5,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15267,2009,banking,banking,financial transaction process/accounting,cobol,1148.0,30345.0,30345.0,26.4,26.4,26.8,6.0,missing,7.0,missing,3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15270,2000,wholesale & retail,wholesale & retail trade,missing,cobol,175.0,783.0,783.0,4.5,4.5,25.0,7.0,missing,7.0,missing,7,2,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15274,1996,government,insurance; public administration,transaction/production system,missing,53.0,512.0,703.0,9.7,13.3,13.3,4.0,2,2.0,missing,5,3,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
15277,2002,insurance,insurance,financial transaction process/accounting,visual basic,207.0,798.0,798.0,3.9,3.9,69.0,3.0,2,2.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
15280,2009,logistics,logistics,business application,java,36.0,441.0,441.0,12.3,12.3,5.8,6.2,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15282,2005,insurance,insurance,missing,java,72.0,808.0,808.0,11.2,11.2,36.0,2.0,missing,7.0,waterfall (incl linear processing & ssadm),6,2,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15288,2000,financial,"financial, property & business services",workflow support & management,cpp,626.0,6685.0,6685.0,10.7,10.7,52.2,12.0,missing,7.0,joint application development (jad),6,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
15297,2012,insurance,insurance,unknown,missing,500.0,4826.0,4826.0,9.7,9.7,63.3,7.9,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15298,2006,manufacturing,manufacturing,embedded system/real_time application,missing,139.0,2792.0,2792.0,11.2,11.6,26.8,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
15309,1994,financial,credit card processor,transaction/production system,cobol,121.0,1498.0,1498.0,12.4,12.4,20.2,6.0,missing,7.0,missing,4,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15311,2006,communication,communications,embedded system/real_time application,missing,139.0,559.0,559.0,11.2,11.6,26.8,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15313,2010,manufacturing,manufacturing,online analysis and reporting,abap,5.0,123.0,123.0,24.6,24.6,26.8,6.0,1,1.0,missing,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15314,2004,financial,"financial, property & business services",client server; financial transaction process/accounting,missing,139.0,143.0,143.0,11.2,11.6,26.8,1.1,missing,7.0,missing,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15315,1999,communication,communications,missing,periphonics,370.0,6390.0,6390.0,17.3,17.3,33.6,11.0,21_30,21.0,missing,4,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15327,1999,missing,missing,management information system,cobol,497.0,1593.0,6720.0,11.2,13.5,26.8,6.0,missing,7.0,missing,3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
15328,2004,insurance,insurance,missing,pl/i,59.0,551.0,551.0,9.3,9.3,19.7,3.0,missing,7.0,waterfall (incl linear processing & ssadm),6,2,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15329,2001,banking,banking,financial transaction process/accounting,pl/i,18.0,145.0,145.0,8.1,8.1,20.0,0.9,missing,7.0,waterfall (incl linear processing & ssadm),3,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
15330,2004,medical & health care,medical and health care,document management; logistic or supply planning & control,csharp,966.0,7228.0,7228.0,7.5,7.5,64.4,15.0,15_20,17.0,missing,11,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15335,1999,insurance,insurance,missing,cobol,300.0,1593.0,1251.0,11.2,4.2,27.3,11.0,missing,7.0,missing,4,0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
15336,2002,professional services,marketing,trading,missing,124.0,2336.0,2336.0,18.8,18.8,26.8,6.0,missing,7.0,missing,2,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15338,2006,missing,missing,financial transaction process/accounting,java,139.0,332.0,332.0,11.2,11.6,26.8,2.9,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15340,2015,communication,telecommunications,workflow support & management,java,96.0,2817.0,2817.0,29.3,29.3,26.8,6.0,missing,7.0,waterfall (incl linear processing & ssadm),3,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15347,1996,communication,communications,transaction/production system,focus,77.0,1593.0,420.0,11.2,5.5,19.3,4.0,missing,7.0,missing,5,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
15349,1999,communication,communications,transaction/production system,natural,188.0,1136.0,1136.0,6.0,6.0,23.5,8.0,5_8,5.0,missing,4,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
15351,1999,communication,communications,telecom & network management,c_lang,468.0,10498.0,10498.0,22.4,22.4,46.8,10.0,21_30,28.0,missing,4,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15354,1995,financial,revenue,missing,cobol,1121.0,13410.0,13410.0,12.0,12.0,26.8,6.0,missing,7.0,missing,5,1,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
