Unnamed_0,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Tools_Used,External_EEF_Data_Quality_Rating_B,Project_PRF_Application_Group_Business Application; Infrastructure Software;,Project_PRF_Application_Group_Infrastructure Software,Project_PRF_Application_Group_Mathematically intensive application,Project_PRF_Application_Group_Mathematically-Intensive Application,Project_PRF_Application_Group_Missing,Project_PRF_Application_Group_Real-Time Application,Project_PRF_Development_Type_New Development,Project_PRF_Development_Type_Re-development,Tech_TF_Development_Platform_MF,Tech_TF_Development_Platform_MR,Tech_TF_Development_Platform_Missing,Tech_TF_Development_Platform_Multi,Tech_TF_Development_Platform_PC,Tech_TF_Development_Platform_Proprietary,Tech_TF_Language_Type_3GL,Tech_TF_Language_Type_4GL,Tech_TF_Language_Type_5GL,Tech_TF_Language_Type_APG,Tech_TF_Language_Type_ApG,Tech_TF_Language_Type_Missing,Project_PRF_CASE_Tool_Used_Missing,Project_PRF_CASE_Tool_Used_No,Project_PRF_CASE_Tool_Used_Yes,Tech_TF_Architecture_Missing,Tech_TF_Architecture_Multi-tier,Tech_TF_Architecture_Multi-tier / Client server,Tech_TF_Architecture_Multi-tier with web interface,Tech_TF_Architecture_Multi-tier with web public interface,Tech_TF_Architecture_Stand alone,Tech_TF_Architecture_Stand-alone,Tech_TF_Client_Server_Missing,Tech_TF_Client_Server_No,Tech_TF_Client_Server_Not Applicable,Tech_TF_Client_Server_Yes,Tech_TF_DBMS_Used_No,Tech_TF_DBMS_Used_Yes
28283,2009,Banking,Banking;,Business Application;,Java,216.0,M1,3704.0,17.1,17.1,15.2,14.2,Missing,,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20236,2014,Insurance,Insurance;,Unknown;,Missing,83.0,S,238.0,2.9,2.9,51.9,1.6,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18905,2015,Communication,Telecommunications;,Customer relationship management;,Java,60.0,S,609.0,10.2,10.2,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
24416,2015,Communication,Telecommunications;,Online. eSales;,Missing,199.0,M1,1776.0,8.9,8.9,51.0,3.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
21321,2013,Insurance,Insurance;,Unknown;,Missing,53.0,S,130.0,2.5,2.5,24.1,2.2,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
13364,1997,Utilities,"Electricity, Gas, Water;",Management Information System;,COBOL,675.0,M2,2772.0,4.1,4.1,,,Missing,,Missing,5,1.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
18270,1998,Missing,Missing,Missing,FORTRAN,58.0,S,767.0,13.2,13.2,9.7,6.0,3-4,3.0,Missing,4,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
19857,2001,Communication,Communications;,Transaction/Production System;,Visual Basic,62.0,S,996.0,16.1,16.1,15.5,4.0,3-4,3.0,Missing,5,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
27218,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,26.0,XS,1086.0,41.8,41.8,4.3,6.0,9-14,14.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11033,1998,Missing,Missing,Missing,PASCAL,345.0,M2,1129.0,3.3,3.3,57.5,6.0,2,2.0,Missing,4,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20288,2013,Communication,Telecommunications;,Customer billing;,PYTHON,60.0,S,790.0,13.2,13.2,7.7,7.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
30097,2010,Manufacturing,Manufacturing;,Car logistic management;,Java,97.0,S,,,17.6,22.6,4.3,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
12858,2004,Electronics & Computers,Software products;,Web-based Application;,Java,,Missing,2501.0,,,,6.2,5-8,8.0,Missing,0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
25926,1999,Government,Public Administration;Community Services;Insurance;,Transaction/Production System;,COBOL,601.0,M2,1193.0,2.0,2.2,75.1,8.0,9-14,11.0,Joint Application Development (JAD);Rapid Application Development (RAD);,6,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
31449,2013,Insurance,Insurance;,Unknown;,PL/SQL,79.0,S,739.0,9.4,9.4,46.5,1.7,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
16313,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,XS,35.0,,,,2.5,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29887,1998,Missing,Missing,Missing,Missing,131.0,M1,1252.0,9.6,9.6,16.4,8.0,1,1.0,Missing,4,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
31955,1996,Manufacturing,Manufacturing;,Training;,DELPHI,408.0,M2,420.0,1.0,1.0,102.0,4.0,1,1.0,Rapid Application Development (RAD);,2,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11065,2008,Government,Government;Defence;,Financial transaction process/accounting;,COBOL,22.0,XS,243.0,11.0,11.0,1.7,13.0,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
32178,2003,Insurance,Insurance;,Missing,PL/I,34.0,S,240.0,7.1,7.1,11.3,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21822,2007,Government,Government;,Catalogue/register of things or events;Customer billing/relationship management;Document management;Geographic or spatial information system;Mathematical modelling (finance or eng.);Electronic Data Interchange;,C#,960.0,M2,9261.0,9.6,9.6,137.1,7.0,15-20,17.0,Missing,15,3.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
26004,1999,Insurance,Insurance;,Financial transaction process/accounting;,Visual Basic,17.0,XS,1091.0,64.2,64.2,4.3,4.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
11981,1997,Missing,Missing,Missing,Missing,220.0,M1,1104.0,5.0,5.0,220.0,1.0,5-8,6.0,Missing,4,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31963,1999,Missing,Missing,Management Information System;,Missing,801.0,M2,,,44.1,,,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
16046,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Data Warehouse;,Missing,,M1,1419.0,,,,4.7,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
32179,2003,Missing,Missing,Missing,Java,228.0,M1,4067.0,17.8,17.8,28.5,8.0,Missing,,Missing,2,,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
10765,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,XS,37.0,,,,2.5,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28852,2014,Communication,Telecommunications;,Billing and ERP;,Java,54.0,S,966.0,17.9,17.9,12.3,4.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15178,2010,Manufacturing,Manufacturing;,Quality Factory Reporting;,Java,41.0,S,,,40.0,5.9,6.9,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
14156,1998,Communication,Telecommunication;,Missing,Oracle,,M1,1328.0,,,,3.0,Missing,,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22706,2011,Manufacturing,Manufacturing;,Customer management;,SQL,72.0,S,,,16.6,11.4,6.3,Missing,,Missing,8,2.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
23629,2007,Government,Government;,Catalogue/register of things or events;,ASP.Net,304.0,M2,9420.0,31.0,31.0,33.8,9.0,Missing,,Missing,3,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18618,1997,Utilities,"Electricity, Gas, Water;",Management Information System;,Visual Basic,554.0,M2,3700.0,6.7,7.4,30.8,18.0,5-8,7.0,Missing,5,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
26389,2002,Electronics & Computers,Electronics;,Stock control & order processing;,Visual Basic,360.0,M2,963.0,2.7,2.7,128.6,2.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
29629,2011,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,22.0,XS,4247.0,193.0,193.0,1.3,17.0,61-70,61.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
16654,2009,Government,Government;,Financial transaction process/accounting;Customer billing;Customer relationship management;,PL/I,244.0,M1,6997.0,28.7,28.7,40.7,6.0,15-20,15.0,Missing,16,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
30438,2014,Communication,Telecommunications;,Customer relationship management;,PL/SQL,92.0,S,1216.0,13.2,13.2,19.2,4.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
30819,1997,Missing,Missing,Missing,FORTRAN,118.0,M1,1246.0,10.6,10.6,14.8,8.0,5-8,5.0,Missing,4,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
19170,1999,Manufacturing,Manufacturing;,Missing,C++,100.0,M1,374.0,3.7,3.7,12.5,8.0,Missing,,Missing,4,2.0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
12133,1995,Financial,"Financial, Property & Business Services;",Transaction/Production System;,Missing,184.0,M1,1950.0,10.6,10.6,8.4,22.0,Missing,,Missing,4,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
29398,2001,Insurance,Insurance;,Operating system or software utility;(Re-usable component);,Java,70.0,S,147.0,2.1,2.1,35.0,2.0,1,1.0,Missing,10,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
11749,2000,Communication,Communications;,Management Information System;,SQL,72.0,S,1459.0,20.3,20.3,24.0,3.0,Missing,,Joint Application Development (JAD);,6,3.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
16346,2011,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,53.0,S,4050.0,76.4,76.4,4.4,12.0,81-90,82.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22552,2007,Government,Government;Public Administration (Revenue);,Online analysis and reporting;Workflow support & management;,Java,1300.0,L,7489.0,5.8,5.8,,,5-8,7.0,Missing,5,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
11343,1996,Insurance,Insurance;,Transaction/Production System;,FOCUS,143.0,M1,,,13.4,35.8,4.0,Missing,,Missing,4,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
12600,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Data Warehouse;,Missing,,XXS,365.0,,,,3.6,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
13893,2003,Communication,Communications;,Business;Network Management;,COOL:Gen,372.0,M2,2555.0,6.9,10.7,186.0,2.0,Missing,,Missing,9,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
15298,2006,Manufacturing,Manufacturing;,Embedded system/real-time application;,Missing,,M2,2792.0,,,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22107,2008,Service Industry,Community Services;,Logistic or supply planning & control;Management or performance reporting;,PL/I,121.0,M1,2706.0,22.4,22.4,13.4,9.0,15-20,15.0,Missing,14,2.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
16609,2013,Insurance,Insurance;,Unknown;,PL/SQL,67.0,S,860.0,12.8,12.8,22.3,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26845,1998,Missing,Missing,Missing,Missing,629.0,M2,2628.0,4.2,5.6,89.9,7.0,5-8,5.0,Missing,4,,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
30286,2002,Communication,Voice Provisioning;,Voice Provisioning;,Java,345.0,M2,20859.0,60.5,60.5,,,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
30669,1998,Communication,Communications;,Transaction/Production System;,COOL:Gen,318.0,M2,3813.0,12.0,12.0,90.9,3.5,Missing,,Missing,4,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11532,2006,Manufacturing,Manufacturing;,Embedded system/real-time application;,Missing,,M1,1209.0,,,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14590,2015,Insurance,Insurance;,Financial transaction process/accounting;,COBOL,597.0,M2,5608.0,9.4,9.4,72.8,8.2,5-8,5.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
30902,2007,Government,Government;,Logistic or supply planning & control;Workflow support & management;,ABAP,1021.0,L,20095.0,19.7,19.7,42.5,24.0,Missing,,Missing,14,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24890,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,31.0,S,2681.0,86.5,86.5,2.4,13.0,51-60,59.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
30636,2007,Banking,Banking;,Financial transaction process/accounting;,ABAP,317.0,M2,921.0,2.9,2.9,24.0,13.2,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
15006,2014,Communication,Telecommunications;,Integration;,TIBCO,172.0,M1,3288.0,19.1,19.1,43.0,4.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
17435,2004,Missing,Missing,Network Switch Provisioning;,C,22.0,XS,3952.0,179.6,179.6,,,Missing,,Missing,2,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
28100,1996,Communication,Media;,"Job, case, incident, project management;",Visual Basic,98.0,S,1562.0,15.9,15.9,31.6,3.1,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
21620,2006,Missing,Missing,Financial transaction process/accounting;,.Net,,M1,1649.0,,,,5.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
15570,2006,Government,Government;,Workflow support & management;,C#,202.0,M1,7602.0,37.6,37.6,25.3,8.0,5-8,7.0,Missing,11,4.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14658,1999,Communication,Communications;,Missing,Missing,301.0,M2,4581.0,15.2,15.2,75.3,4.0,9-14,13.0,Missing,4,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10694,2010,Manufacturing,Manufacturing;,Geometric design;,C++,136.0,M1,,,6.5,26.7,5.1,Missing,,Missing,8,2.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
26453,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,10.0,XS,7824.0,782.4,782.4,0.3,30.0,41-50,41.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26411,1997,Missing,Missing,Missing,C++,148.0,M1,,,34.5,24.7,6.0,Missing,,Missing,3,,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12346,2012,Communication,Telecommunications;,Customer relationship management;,Java,176.0,M1,1795.0,10.2,10.2,32.0,5.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
15480,2002,Government,Public Administration;,Missing,Oracle,388.0,M2,1347.0,3.5,3.5,29.8,13.0,Missing,,Waterfall (incl Linear Processing & SSADM);,7,0.0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
25503,1992,Financial,"Financial, Property & Business Services;",Missing,C,144.0,M1,1035.0,7.2,7.2,,,Missing,,Missing,2,,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
22499,2006,Manufacturing,Manufacturing;,Embedded system/real-time application;,Missing,,M1,5700.0,,,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
14900,2014,Communication,Telecommunications;,Broadband application;,Missing,113.0,M1,1844.0,16.3,16.3,29.7,3.8,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
22789,2000,Insurance,Insurance;,Trading;,COBOL,81.0,S,2071.0,25.6,25.6,20.3,4.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17555,1996,Communication,Communications;,Management Information System;,Visual Basic,187.0,M1,,,6.5,26.7,7.0,Missing,,Rapid Application Development (RAD);,5,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
21061,2000,Communication,Communications;,Management Information System;,ABAP,4887.0,XL,38886.0,8.0,8.0,157.6,31.0,21-30,23.0,Multifunctional Teams;,5,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
22128,2009,Manufacturing,Manufacturing;,Suppliers Management;,PHP,358.0,M2,,,8.0,37.7,9.5,Missing,,Missing,8,4.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
20225,2005,Wholesale & Retail,Logistic (Wholesale & Retail/Storage);,Financial transaction process/accounting;,Java,,Missing,54997.0,,,,7.0,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
29458,2009,Government,Government;,Financial transaction process/accounting;,A:G,84.0,S,2031.0,24.2,24.2,2.6,32.0,5-8,7.0,Missing,14,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
18081,2000,Communication,Communications;,Transaction/Production System;,Oracle,87.0,S,387.0,4.4,7.0,43.5,2.0,Missing,,Missing,4,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21756,1999,Missing,Missing,Transaction/Production System;,COBOL,477.0,M2,4529.0,9.5,9.5,29.8,16.0,5-8,6.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
32438,1998,Missing,Missing,Missing,Visual Basic,224.0,M1,2767.0,12.4,12.4,37.3,6.0,5-8,5.0,Missing,4,2.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
12396,2013,Insurance,Insurance;,Unknown;,Java,67.0,S,343.0,5.1,5.1,33.5,2.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31324,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,250.0,M1,20164.0,80.7,80.7,27.8,9.0,91-100,99.0,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10860,2002,Wholesale & Retail,Billing;,Billing;,COBOL,95.0,S,3680.0,38.7,38.7,,,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14883,2001,Electronics & Computers,Computers & Software;,Graphics & publishing tools or system;,Java,79.0,S,388.0,4.9,5.2,26.3,3.0,Missing,,Missing,14,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
