isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,people_prf_personnel_changes,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_missing,project_prf_application_group_real_time_application,external_eef_data_quality_rating_B,external_eef_data_quality_rating_C,external_eef_data_quality_rating_D,project_prf_development_type_New_Development,project_prf_development_type_Not_Defined,project_prf_development_type_Other,project_prf_development_type_POC,project_prf_development_type_Porting,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_ApG,tech_tf_language_type_Missing,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXL,project_prf_relative_size_XXS,project_prf_relative_size_XXXL,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_Client_server,tech_tf_architecture_Multi_tier_with_web_interface,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
31560,2000,Financial,"banking; financial, property & business services",transaction/production system,PL/SQL,517.0,612.0,799.0,1.2,1.5,13.5,86.2,9.6,6.0,9-14,9.0,multifunctional teams; timeboxing,5,2,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
26661,1994,Professional Services,coronial services,management information system,INGRES,1208.0,7138.0,7824.0,5.9,6.5,8.3,80.5,33.6,15.0,2,2.4,missing,4,1,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
16434,2004,Government,government; local administration and counties,financial transaction process/accounting,PL/I,344.0,5963.0,5963.0,17.3,17.3,14.5,49.1,6.1,7.0,5-8,8.0,missing,15,7,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
22933,2003,Government,government; municipal,catalogue/register of things or events; electronic data interchange; workflow support & management,C#,74.0,3995.0,3995.0,54.0,54.0,13.5,5.3,0.5,14.0,9-14,11.0,missing,14,3,1.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24298,2007,Electronics & Computers,citizens of dk; computers & software,catalogue/register of things or events,C#,140.0,3064.0,3064.0,21.9,21.9,0.0,23.3,3.3,6.0,5-8,7.0,missing,12,4,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
12858,2004,Electronics & Computers,software products,web-based application,Java,193.0,2501.0,2551.0,9.9,10.8,2.9,30.25,4.8,6.2,5-8,8.0,missing,0,0,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
24152,2005,Electronics & Computers,software products,missing,Java,193.0,3082.0,3203.0,9.9,10.8,2.9,30.25,4.8,10.5,5-8,5.0,missing,0,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
11220,2005,Electronics & Computers,software products,web-based application,Java,193.0,500.0,528.0,9.9,10.8,2.9,30.25,4.8,1.0,9-14,10.0,missing,0,0,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
23110,2014,Communication,telecommunications,data warehouse system,Shell,52.0,360.0,360.0,6.9,6.9,2.9,30.25,4.8,7.0,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
32026,2014,Communication,telecommunications,stock control & order processing,Missing,57.0,615.0,615.0,10.8,10.8,2.9,13.0,4.8,4.4,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
30017,2013,Communication,telecommunications,online. esales,Missing,91.0,2039.0,2039.0,22.4,22.4,2.9,21.7,4.8,4.2,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
11311,2010,Construction,building automation,gui for protocol; protocol enhancement,C,51.0,2624.0,2626.0,51.5,51.5,0.0,5.1,1.3,10.0,3-4,4.0,missing,15,4,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28294,2013,Construction,building automation,protocol enhancement; protocol in building automation,C,107.0,9770.0,9770.0,91.3,91.3,0.0,9.7,1.1,11.0,9-14,9.0,missing,15,2,3.0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11311,2010,Construction,building automation,gui for protocol; protocol enhancement,C,87.0,2624.0,2626.0,30.2,30.2,0.0,8.7,2.2,10.0,3-4,4.0,missing,16,4,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32064,2007,Government,government; health sciences,stock control & order processing,ASP.Net,441.0,724.0,724.0,1.6,1.6,22.7,44.1,14.7,10.0,3-4,3.0,rapid application development (rad),15,7,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
14037,2006,Government,government; public administration,management information system; workflow support & management,Java,751.0,3114.0,3114.0,4.1,4.1,36.0,268.2,26.8,2.8,9-14,10.0,waterfall (incl linear processing & ssadm),5,2,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
14703,2005,Government,government; public administration,management or performance reporting,C#,193.0,3854.0,3854.0,9.9,10.8,2.9,30.25,4.8,7.0,5-8,5.0,missing,1,1,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
24887,2006,Government,government; public administration,document management,Java,193.0,4294.0,4294.0,9.9,10.8,2.9,30.25,4.8,6.7,5-8,6.0,missing,1,1,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
31662,2001,Electronics & Computers,computers & software; professional services; recreation & personnel services,e-commerce,PHP,238.0,1184.0,1184.0,5.0,5.0,2.9,79.3,26.4,3.0,3-4,3.0,missing,11,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
27123,2002,Electronics & Computers,computers & software; professional services; recreation & personnel services,customer billing/relationship management,PHP,234.0,888.0,888.0,3.8,3.8,2.9,39.0,7.8,6.0,5-8,5.0,missing,10,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
12390,2005,Service Industry,warehouse management,client server,UNIFACE,500.0,2175.0,2835.0,4.4,5.7,2.9,122.0,12.2,4.1,9-14,10.0,missing,2,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
17453,2004,Service Industry,utilities,client server and mainframe,Java,193.0,2284.0,2314.0,9.9,10.8,2.9,30.25,4.8,3.9,5-8,8.0,missing,0,0,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
19844,2011,Utilities,utilities,missing,.Net,157.0,1292.0,1292.0,8.2,8.2,2.9,47.6,4.8,3.3,Missing,7.0,missing,2,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27259,2005,Service Industry,utilities,web-based application,C#,193.0,387.0,447.0,9.9,10.8,2.9,30.25,4.8,7.0,9-14,12.0,missing,0,0,0.0,0,0,0,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
14886,2002,Missing,maintenance,maintenance,C++,165.0,15339.0,15339.0,93.0,93.0,2.9,30.25,4.8,7.0,Missing,7.0,missing,2,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26919,2002,Missing,maintenance,maintenance,C++,89.0,4782.0,4782.0,53.7,53.7,2.9,30.25,4.8,7.0,Missing,7.0,missing,2,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14126,2002,Missing,maintenance,maintenance,C++,289.0,11584.0,11584.0,40.1,40.1,2.9,30.25,4.8,7.0,Missing,7.0,missing,2,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20716,1994,Manufacturing,chemicals; energy,decision support system,Access,169.0,220.0,220.0,1.3,1.3,2.9,84.5,84.5,2.0,1,1.0,rapid application development (rad); timeboxing,5,3,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
12336,1994,Government,insurance; medical and health care; public administration,office information system,PL/I,412.0,5864.0,5864.0,14.2,14.2,2.9,20.6,4.8,20.0,Missing,7.0,missing,5,1,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
30722,2006,Wholesale & Retail,consumer goods; wholesale & retail trade,stock control & order processing,C#,254.0,2397.0,2397.0,9.4,9.4,2.9,27.9,4.8,9.1,Missing,7.0,multifunctional teams,9,1,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18746,2004,Government,government; municipal services,catalogue/register of things or events; electronic data interchange; workflow support & management,C#,337.0,11680.0,11680.0,34.7,34.7,14.8,30.6,3.4,11.0,9-14,9.0,missing,15,8,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
22980,2007,Government,government; municipal services,catalogue/register of things or events; customer billing/relationship management; document management; electronic data interchange; geographic or spatial information system; mathematical modelling (finance or eng.),C#,2550.0,34947.0,34947.0,13.7,13.7,16.5,141.7,10.1,18.0,9-14,14.0,missing,15,3,1.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
16239,2005,Government,government; municipal services,catalogue/register of things or events; electronic data interchange; workflow support & management,PL/I,212.0,2337.0,2337.0,11.0,11.0,14.2,19.3,4.8,11.0,3-4,4.0,missing,12,5,0.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
11113,2008,Communication,telecom,missing,ColdFusion,579.0,2260.0,2260.0,3.9,3.9,2.9,72.4,18.1,8.0,3-4,4.0,missing,14,4,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
21372,2010,Professional Services,environmental consulting; professional services,catalogue/register of things or events; customer relationship management; document management,Java,187.0,511.0,535.0,2.7,2.9,32.1,53.4,17.8,3.5,3-4,3.0,missing,15,4,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
13706,2005,Communication,communications,relatively complex application,Missing,74.0,1293.0,1293.0,17.5,17.5,2.9,30.25,4.8,7.0,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
17639,2000,Communication,communications,transaction/production system,Oracle,115.0,2802.0,2802.0,24.4,24.4,2.9,38.3,4.3,3.0,9-14,9.0,missing,5,3,0.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
20772,2000,Communication,communications,management information system,SAS,957.0,13720.0,13720.0,14.3,14.3,2.9,79.8,3.2,12.0,21-30,25.0,missing,5,1,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
23249,1999,Service Industry,security,security,DELPHI,1502.0,1321.0,1321.0,0.9,0.9,2.9,151.7,151.7,9.9,1,1.0,rapid application development (rad),2,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
27839,1993,Professional Services,computer systems consultant; public administration,missing,Missing,241.0,736.0,736.0,3.1,3.1,2.9,20.1,2.5,12.0,5-8,8.0,missing,2,0,0.0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
19256,2009,Education,"education institution; electricity, gas, water; university",course management system; dynamic website,Java,80.0,355.0,355.0,4.4,4.4,2.9,26.7,6.7,3.0,3-4,4.0,personal software process (psp); unified process,18,4,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
28504,2009,Education,"education institution; electricity, gas, water; university",course management system; dynamic website,Java,157.0,899.0,899.0,5.7,5.7,2.9,52.3,13.1,3.0,3-4,4.0,personal software process (psp); unified process,18,4,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
25480,2009,Education,"education institution; electricity, gas, water; university",course management system; dynamic website,Java,209.0,606.0,606.0,2.9,2.9,2.9,69.7,13.9,3.0,5-8,5.0,personal software process (psp); unified process,18,4,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
31917,2005,Financial,finance,accounting system,C,193.0,10470.0,10590.0,9.9,10.8,2.9,30.25,4.8,6.4,21-30,25.0,waterfall (incl linear processing & ssadm),9,3,0.0,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
24266,1999,Service Industry,service,missing,Missing,92.0,2260.0,1594.0,9.9,17.3,2.9,15.3,5.1,6.0,3-4,3.0,missing,2,2,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
28440,2000,Service Industry,service,missing,Visual Basic,756.0,739.0,4917.0,1.0,6.5,0.0,84.0,12.0,9.0,5-8,7.0,missing,2,6,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
11550,2002,Service Industry,service,missing,SQL,193.0,1230.0,1230.0,9.9,10.8,2.9,30.25,4.8,12.0,5-8,5.0,missing,0,4,0.0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
31407,2001,Service Industry,public administration; transport & storage,transaction/production system,Visual Basic,3155.0,6354.0,7575.0,2.0,2.4,2.9,185.6,4.8,17.0,Missing,7.0,multifunctional teams,5,4,1.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
28055,2001,Professional Services,professional services,stock control & order processing,ASP,818.0,1204.0,1204.0,1.5,1.5,2.9,154.3,4.8,5.3,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22372,2000,Professional Services,professional services,transaction/production system,COBOL,515.0,1137.0,1321.0,2.2,2.6,2.9,85.8,4.8,6.0,Missing,7.0,multifunctional teams,4,5,0.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
13742,2003,Professional Services,professional services,trading,HTML,1588.0,12564.0,12564.0,7.9,7.9,2.9,223.7,4.8,7.1,Missing,7.0,waterfall (incl linear processing & ssadm),3,0,0.0,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
16528,2004,Wholesale & Retail,retail,embedded systems,Visual Basic,193.0,3267.0,3001.0,9.9,10.8,2.9,30.25,4.8,5.4,5-8,8.0,missing,0,0,0.0,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
16600,2004,Wholesale & Retail,retail,missing,Missing,193.0,2577.0,2743.0,9.9,10.8,2.9,30.25,4.8,5.3,5-8,5.0,missing,0,0,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
21273,2005,Wholesale & Retail,retail,web-based app. dotnet,Java,193.0,17189.0,17136.0,9.9,10.8,2.9,30.25,4.8,9.4,21-30,27.0,missing,0,0,0.0,0,0,0,0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
29254,1999,Government,community services; insurance; public administration,electronic data interchange,DELPHI,103.0,1626.0,1807.0,15.8,17.5,0.0,25.8,2.3,4.0,9-14,11.0,joint application development (jad); rapid application development (rad),6,7,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
20877,1999,Government,community services; insurance; public administration,electronic data interchange,COBOL,160.0,4742.0,5269.0,29.6,32.9,6.3,17.8,1.4,9.0,9-14,13.0,joint application development (jad); rapid application development (rad),6,7,0.0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
21292,2000,Government,community services; insurance; public administration,transaction/production system,COBOL,609.0,16570.0,18411.0,27.2,30.2,229.9,76.1,2.5,8.0,31-40,31.0,joint application development (jad); rapid application development (rad),6,8,0.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
31237,2005,Electronics & Computers,computers & software; wholesale & retail trade,customer billing/relationship management; stock control & order processing,C++,146.0,2965.0,2965.0,20.3,20.3,6.8,58.4,5.3,2.5,9-14,11.0,missing,15,4,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
30934,2004,Government,public administration,missing,Java,371.0,770.0,770.0,2.1,2.1,2.9,80.7,4.8,4.6,Missing,7.0,missing,3,0,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
29374,1999,Government,public administration,management information system,Lotus Notes,500.0,2260.0,13600.0,9.9,27.2,2.9,41.7,3.0,12.0,9-14,14.0,missing,3,1,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
23441,2006,Government,public administration,missing,NATURAL,433.0,7980.0,7980.0,18.4,18.4,2.9,14.2,4.8,30.4,Missing,7.0,missing,3,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18353,2006,Government,government; public administration (revenue),"financial transaction process/accounting; job, case, incident, project management; management or performance reporting; online analysis and reporting; workflow support & management",Java,930.0,1036.0,1036.0,1.1,1.1,2.9,1550.0,258.3,0.6,5-8,6.0,waterfall (incl linear processing & ssadm),3,2,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
22552,2007,Government,government; public administration (revenue),online analysis and reporting; workflow support & management,Java,1300.0,7489.0,7489.0,5.8,5.8,2.9,30.25,4.8,7.0,5-8,7.0,missing,5,0,0.0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21978,2006,Government,government; public administration (revenue),missing,C++,116.0,1328.0,1328.0,11.4,11.4,2.9,89.2,29.7,1.3,3-4,3.0,waterfall (incl linear processing & ssadm),4,0,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
32588,2003,Professional Services,publishing,missing,Java,458.0,1196.0,1196.0,2.6,2.6,2.9,91.6,4.8,5.0,Missing,7.0,missing,3,0,0.0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
17356,1998,Professional Services,publishing,missing,Oracle,482.0,1911.0,1911.0,4.0,4.0,2.9,80.3,4.8,6.0,Missing,7.0,missing,4,4,0.0,0,0,0,0,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
