isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,external_eef_data_quality_rating_b,project_prf_application_group_business_application,project_prf_application_group_business_application__infrastructure_software,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_real_time_application,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_hand_held,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_Missing,_case_tool_used_don_t_know,_case_tool_used_no,_case_tool_used_yes,tech_tf_architecture_don_t_know,tech_tf_architecture_no,tech_tf_architecture_not_applicable,tech_tf_architecture_yes,tech_tf_dbms_used_no,tech_tf_dbms_used_yes
15037,2006,Missing,Missing,financial transaction process/accounting,java,,xs,54.0,54,,,,0.9,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15038,2000,banking,banking,Missing,java,148.0,m1,1401.0,1401,9.5,9.5,18.5,8.0,Missing,,Missing,9,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15042,1994,manufacturing,manufacturing; transport & storage,edi front-end for order processing system; transaction/production system,cobol,17.0,xs,762.0,762,44.8,44.8,1.5,11.0,3-4,3.0,Missing,5,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
15044,1999,Missing,Missing,Missing,fortran,72.0,s,458.0,458,6.4,6.4,18.0,4.0,3-4,3.0,Missing,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
15046,2000,communication,communications,transaction/production system,visual basic,71.0,s,164.0,164,2.3,2.3,71.0,1.0,Missing,,rapid application development rad,4,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15047,2002,financial,"financial, property & business services",financial transaction process/accounting,powerbuilder,60.0,s,304.0,304,5.1,5.1,,,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15048,1997,Missing,Missing,Missing,visual c++,157.0,m1,441.0,441,2.8,2.8,52.3,3.0,5-8,6.0,Missing,4,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
15049,2000,banking,banking,Missing,Missing,1149.0,l,12687.0,12687,11.0,11.0,287.3,4.0,Missing,,Missing,9,2.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15051,1997,insurance,insurance,transaction/production system,hps,264.0,m1,,1658,,6.3,66.0,4.0,Missing,,Missing,4,2.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
15055,2006,government,government,Missing,cobol,647.0,m2,16268.0,16268,25.1,25.1,80.9,8.0,21-30,30.0,Missing,15,2.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15056,2015,insurance,insurance,electronic data interchange,java,498.0,m2,4266.0,4266,8.6,8.6,207.5,2.4,9-14,12.0,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15060,2002,construction,engineering,customisation add-ons to a product data management system,c++,9.0,xxs,16.0,16,1.8,1.8,0.8,11.0,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
15071,2012,medical & health care,medical and health care,not recorded,Missing,24.0,xs,2897.0,2897,120.7,120.7,1.8,13.0,31-40,33.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15076,2005,communication,communications,relatively complex application,Missing,70.0,s,674.0,674,9.6,9.6,,,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15079,1990,utilities,"electricity, gas, water",management information system,cobol,194.0,m1,4704.0,4704,24.2,24.2,,,Missing,,Missing,5,3.0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
15083,2001,Missing,Missing,decision support system; office automation system; transaction/production system,cobol,96.0,s,4259.0,4259,44.4,44.4,9.3,10.3,2,2.0,Missing,2,1.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
15084,2003,communication,communications,business; customer billing/relationship management,cool:gen,95.0,s,381.0,595,4.0,6.3,47.5,2.0,Missing,,Missing,9,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
15088,2012,logistics,logistics,business application,.net,5.0,xxs,57.0,57,11.4,11.4,4.2,1.2,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15092,2002,financial,"financial, property & business services",financial transaction process/accounting,c,190.0,m1,2199.0,2199,11.6,11.6,,,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15095,2006,Missing,Missing,financial transaction process/accounting,java,,s,56.0,56,,,,0.72,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15098,2013,medical & health care,medical and health care,not recorded,Missing,44.0,s,2691.0,2691,61.2,61.2,4.0,11.0,31-40,31.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15109,2001,service industry,transport & storage,sales contact management,visual basic,1706.0,l,9760.0,9760,5.7,5.7,355.4,4.8,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
15110,2012,communication,telecommunications,customer relationship management,visual basic,127.0,m1,5148.0,5148,40.5,40.5,24.4,5.2,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15116,2000,communication,communications,telecom & network management,pro*c,66.0,s,431.0,431,6.5,6.5,66.0,1.0,Missing,,Missing,5,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
15118,2006,communication,communications,embedded system/real-time application,Missing,,m2,7245.0,7245,,,,,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15123,2001,insurance,insurance,financial transaction process/accounting,java,775.0,m2,5592.0,5592,7.2,7.2,129.2,6.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
15124,1999,communication,communications,Missing,Missing,149.0,m1,5495.0,5495,36.9,36.9,12.4,12.0,9-14,11.0,Missing,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15125,2013,communication,telecommunications,customer relationship management,Missing,223.0,m1,4883.0,4883,21.9,21.9,24.2,9.2,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15127,2003,insurance,insurance,Missing,cool:gen,174.0,m1,1874.0,1874,10.8,10.8,14.5,12.0,Missing,,Missing,4,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15130,2002,professional services,professional services,financial transaction process/accounting,java,435.0,m2,4045.0,4045,9.3,9.3,111.5,3.9,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
15131,2009,manufacturing,manufacturing,providing management,java,76.0,s,,1110,,14.6,11.3,6.7,Missing,,Missing,8,4.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15136,2012,medical & health care,medical and health care,not recorded,Missing,26.0,xs,1719.0,1719,66.1,66.1,1.4,19.0,21-30,21.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15137,2004,Missing,Missing,financial application area,java,92.0,s,543.0,543,5.9,5.9,38.3,2.4,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15148,2014,government,government,business application,oracle,72.0,s,615.0,615,8.5,8.5,180.0,0.4,Missing,,agile development,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15149,2013,communication,telecommunications,customer relationship management,java,167.0,m1,473.0,473,2.8,2.8,41.8,4.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15151,2010,manufacturing,manufacturing,parts selling,java,613.0,m2,,9626,,15.7,18.5,33.2,Missing,,Missing,8,4.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
15156,1998,communication,telecommunication,management information system,oracle,,m2,541.0,652,,,,6.0,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
15157,2010,manufacturing,manufacturing,car database for factory,pl/i,50.0,s,,657,,13.1,13.2,3.8,Missing,,Missing,8,2.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
15159,2000,communication,communications,Missing,visual basic,169.0,m1,580.0,580,3.4,3.4,28.2,6.0,2,2.0,Missing,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15160,2012,logistics,logistics,business application,.net,13.0,xs,98.0,98,7.5,7.5,8.1,1.6,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15163,2013,communication,telecommunications,workflow support & management,bpm,136.0,m1,195.0,195,1.4,1.4,54.4,2.5,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15169,1999,communication,communications,management information system,oracle,1338.0,l,3189.0,3842,2.4,2.9,167.3,8.0,9-14,10.0,Missing,4,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15173,1992,service industry,transport & storage,complex process control,sql,2046.0,l,17200.0,22500,8.4,11.0,227.3,9.0,21-30,26.0,Missing,5,0.0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
15175,2013,communication,telecommunications,service order & activation management,asap,50.0,s,789.0,789,15.8,15.8,4.5,11.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15178,2010,manufacturing,manufacturing,quality factory reporting,java,41.0,s,,1639,,40.0,5.9,6.9,Missing,,Missing,8,4.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
15181,2014,communication,telecommunications,workflow support & management,Missing,52.0,s,637.0,637,12.3,12.3,65.0,0.8,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15184,2013,medical & health care,medical and health care,not recorded,Missing,12.0,xs,1381.0,1381,115.1,115.1,1.0,12.0,31-40,39.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15191,2005,banking,banking,financial transaction process/accounting,java,122.0,m1,2160.0,2160,17.7,17.7,,,Missing,,Missing,3,0.0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15196,2012,medical & health care,medical and health care,not recorded,Missing,306.0,m2,23350.0,23350,76.3,76.3,23.5,13.0,101+,109.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15197,2003,government,government,"job, case, incident, project management",c#,253.0,m1,12601.0,12601,49.8,49.8,19.5,13.0,9-14,13.0,Missing,11,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15199,1997,manufacturing,manufacturing; professional services,management information system,access,102.0,m1,183.0,244,1.8,2.4,20.4,5.0,2,2.0,timeboxing,5,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
15208,1995,Missing,Missing,Missing,object oriented language,901.0,m2,19070.0,19070,21.2,21.2,45.1,20.0,9-14,12.0,Missing,4,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
15209,1997,government,community services; insurance; public administration,transaction/production system,cobol,253.0,m1,6232.0,6924,24.6,27.4,31.6,8.0,5-8,7.0,Missing,5,8.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
15210,2006,government,government,"document management; financial transaction process/accounting; image, video or sound processing",cobol,88.0,s,12341.0,12341,140.2,140.2,5.2,16.8,9-14,10.0,Missing,15,2.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
15211,2013,insurance,insurance,unknown,java,146.0,m1,1770.0,1770,12.1,12.1,29.2,5.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15213,1999,manufacturing,manufacturing,Missing,pl/i,,Missing,5205.0,81113,,,,12.0,101+,114.0,Missing,1,6.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15214,1999,communication,communications,mixed,c,103.0,m1,1786.0,1786,17.3,17.3,20.6,5.0,5-8,5.0,Missing,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15218,2012,logistics,logistics,Missing,.net,51.0,s,485.0,485,9.5,9.5,72.9,0.7,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15223,2001,banking,banking,financial transaction process/accounting,pl/i,46.0,s,640.0,640,13.9,13.9,19.2,2.4,Missing,,waterfall incl linear processing & ssadm,3,1.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
15227,2000,communication,communications,Missing,Missing,89.0,s,2601.0,3134,29.2,35.2,9.9,9.0,5-8,7.0,Missing,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15229,2005,insurance,insurance,Missing,cobol,83.0,s,840.0,840,10.1,10.1,15.4,5.4,Missing,,waterfall incl linear processing & ssadm,6,2.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15231,2001,financial,"financial, property & business services",financial transaction process/accounting,visual basic,401.0,m2,1646.0,1646,4.1,4.1,80.2,5.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
15232,2013,medical & health care,medical and health care,not recorded,Missing,12.0,xs,1105.0,1105,92.1,92.1,1.3,9.0,15-20,19.0,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15240,1998,banking,banking,management system,pl/i,228.0,m1,8631.0,8631,37.9,37.9,28.9,7.9,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
15241,2005,communication,communications,relatively complex application,Missing,171.0,m1,3861.0,3861,22.6,22.6,,,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
15242,2013,insurance,insurance,unknown,Missing,346.0,m2,1427.0,1427,4.1,4.1,16.3,21.2,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
15246,2000,wholesale & retail,wholesale & retail trade,management information system,cobol,707.0,m2,,28696,,40.6,64.3,11.0,Missing,,Missing,4,2.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
15247,2003,communication,communications,business; stock control & order processing,cobol,557.0,m2,3041.0,4752,5.5,8.5,61.9,9.0,Missing,,Missing,9,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15254,1999,insurance,insurance,financial transaction process/accounting,visual basic,15.0,xs,5191.0,5191,346.1,346.1,5.0,3.0,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
15255,2014,communication,telecommunications,customer relationship management,siebel,469.0,m2,2778.0,2778,5.9,5.9,114.4,4.1,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15258,2004,Missing,Missing,Missing,Missing,192.0,m1,1245.0,1245,6.5,6.5,193.9,0.99,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
15259,2006,Missing,Missing,financial transaction process/accounting,java,,xxs,12.0,12,,,,0.12,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15260,1999,manufacturing,manufacturing,Missing,c++,636.0,m2,2207.0,2207,3.5,3.5,42.4,15.0,Missing,,Missing,4,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15263,2007,government,defence; government,financial transaction process/accounting,cobol,421.0,m2,4335.0,4335,10.3,10.3,19.5,21.6,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
15264,2010,manufacturing,manufacturing,financial,.net,115.0,m1,,441,,3.8,42.6,2.7,Missing,,Missing,8,4.0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
15266,2006,Missing,Missing,financial transaction process/accounting,java,,s,798.0,798,,,,5.5,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15267,2009,banking,banking,financial transaction process/accounting,cobol,1148.0,l,30345.0,30345,26.4,26.4,,,Missing,,Missing,3,0.0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15270,2000,wholesale & retail,wholesale & retail trade,Missing,cobol,175.0,m1,783.0,783,4.5,4.5,25.0,7.0,Missing,,Missing,7,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15274,1996,government,insurance; public administration,transaction/production system,Missing,53.0,s,512.0,703,9.7,13.3,13.3,4.0,2,2.0,Missing,5,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
15277,2002,insurance,insurance,financial transaction process/accounting,visual basic,207.0,m1,798.0,798,3.9,3.9,69.0,3.0,2,2.0,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
15280,2009,logistics,logistics,business application,java,36.0,s,441.0,441,12.3,12.3,5.8,6.2,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15282,2005,insurance,insurance,Missing,java,72.0,s,808.0,808,11.2,11.2,36.0,2.0,Missing,,waterfall incl linear processing & ssadm,6,2.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15288,2000,financial,"financial, property & business services",workflow support & management,c++,626.0,m2,6685.0,6685,10.7,10.7,52.2,12.0,Missing,,joint application development jad,6,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
15297,2012,insurance,insurance,unknown,Missing,500.0,m2,4826.0,4826,9.7,9.7,63.3,7.9,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15298,2006,manufacturing,manufacturing,embedded system/real-time application,Missing,,m2,2792.0,2792,,,,,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
15309,1994,financial,credit card processor,transaction/production system,cobol,121.0,m1,1498.0,1498,12.4,12.4,20.2,6.0,Missing,,Missing,4,1.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
15311,2006,communication,communications,embedded system/real-time application,Missing,,xs,559.0,559,,,,,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15313,2010,manufacturing,manufacturing,online analysis and reporting,abap,5.0,xxs,123.0,123,24.6,24.6,,,1,1.0,Missing,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15314,2004,financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,,xxs,143.0,143,,,,1.1,Missing,,Missing,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15315,1999,communication,communications,Missing,periphonics,370.0,m2,6390.0,6390,17.3,17.3,33.6,11.0,21-30,21.0,Missing,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15327,1999,Missing,Missing,management information system,cobol,497.0,m2,,6720,,13.5,,,Missing,,Missing,3,0.0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
15328,2004,insurance,insurance,Missing,pl/i,59.0,s,551.0,551,9.3,9.3,19.7,3.0,Missing,,waterfall incl linear processing & ssadm,6,2.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15329,2001,banking,banking,financial transaction process/accounting,pl/i,18.0,xs,145.0,145,8.1,8.1,20.0,0.9,Missing,,waterfall incl linear processing & ssadm,3,1.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
15330,2004,medical & health care,medical and health care,document management; logistic or supply planning & control,c#,966.0,m2,7228.0,7228,7.5,7.5,64.4,15.0,15-20,17.0,Missing,11,1.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15335,1999,insurance,insurance,Missing,cobol,300.0,m2,,1251,,4.2,27.3,11.0,Missing,,Missing,4,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
15336,2002,professional services,marketing,trading,Missing,124.0,m1,2336.0,2336,18.8,18.8,,,Missing,,Missing,2,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15338,2006,Missing,Missing,financial transaction process/accounting,java,,m1,332.0,332,,,,2.9,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15340,2015,communication,telecommunications,workflow support & management,java,96.0,s,2817.0,2817,29.3,29.3,,,Missing,,waterfall incl linear processing & ssadm,3,0.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15347,1996,communication,communications,transaction/production system,focus,77.0,s,,420,,5.5,19.3,4.0,Missing,,Missing,5,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
15349,1999,communication,communications,transaction/production system,natural,188.0,m1,1136.0,1136,6.0,6.0,23.5,8.0,5-8,5.0,Missing,4,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
15351,1999,communication,communications,telecom & network management,c,468.0,m2,10498.0,10498,22.4,22.4,46.8,10.0,21-30,28.0,Missing,4,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15354,1995,financial,revenue,Missing,cobol,1121.0,l,13410.0,13410,12.0,12.0,,,Missing,,Missing,5,1.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
